,HH_ID,F2,Fuel_roster_name,F3,F3_oth,F_4,F_4oth,F_5,F_6,F_7,F_8,F_9,F_10,F_4_text,F_11,F_12,F_13_1,F_13oth,F_14__1,F_14__2,F_14__3,F_14__4,F_14__5,F_14__6,F_14__7,F_14__8,F_14__111
292,1003504600206.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
293,1003504600206.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
294,1003504600206.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
295,1003504600501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
296,1003504600501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
297,1003504600501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
298,1003504600501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
299,1003504600501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
300,1003504600603.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
301,1003504600603.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
302,1003504600603.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
303,1003504600603.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
304,1003504600603.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
305,1003504600607.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
306,1003504600607.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
307,1003504600607.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
308,1003504600607.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
309,1003504600607.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
310,1003504600609.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
311,1003504600609.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
312,1003504600609.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
313,1003504600609.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
314,1003504600609.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
315,1003504600612.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
316,1003504600612.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
317,1003504600612.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
318,1003504600612.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
319,1003504600612.0,"Other, specify",,,,,,,,,,,,,,,,,,,,,,,,,
320,1003504600802.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
321,1003504600802.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
322,1003504600802.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
323,1003504600802.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
324,1003504600802.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
325,1003504601001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
326,1003504601001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
327,1003504601001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
328,1003504601001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
329,1003504601001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
330,1003504601402.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
331,1003504601402.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
332,1003504601402.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
333,1003504601402.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
334,1003504601402.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
335,1003504601701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
336,1003504601701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
337,1003504601701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
338,1003504601701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
339,1003504601701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
340,1003504601803.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
341,1003504601803.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
342,1003504601803.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
343,1003504601803.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
344,1003504601803.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
345,1003504602401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
346,1003504602401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
347,1003504602401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
348,1003504602401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
349,1003504602401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
350,1003514380401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
351,1003514380401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
352,1003514380401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
353,1003514380401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
354,1003514380401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
355,1003514380803.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
356,1003514380803.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
357,1003514380803.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
358,1003514380803.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
359,1003514380803.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
360,1003514380805.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
361,1003514380805.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
362,1003514380805.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
363,1003514380805.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
364,1003514380805.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
365,1003514381205.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
366,1003514381205.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
367,1003514381205.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
368,1003514381205.0,Pressurized mantle lamp,,,,,,,,,,,,,,,,,,,,,,,,,
369,1003514381205.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
370,1003514381901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
371,1003514381901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
372,1003514381901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
373,1003514381901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
374,1003514381901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
375,1003514383001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
376,1003514383001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
377,1003514383001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
378,1003514383001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
379,1003514383001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
380,1003514383201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
381,1003514383201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
382,1003514383201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
383,1003514383201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
384,1003514383201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
385,1003514384001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
386,1003514384001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
387,1003514384001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
388,1003514384001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
389,1003514384001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
390,1003514384104.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
391,1003514384104.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
392,1003514384104.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
393,1003514384104.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
394,1003514384104.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
395,1003514384902.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
396,1003514384902.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
397,1003514384902.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
398,1003514384902.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
399,1003514384902.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
400,1003514385301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
401,1003514385301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
402,1003514385301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
403,1003514385301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
404,1003514385301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
405,1003514385303.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
406,1003514385303.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
407,1003514385303.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
408,1003514385303.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
409,1003514385303.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
410,1003514385305.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
411,1003514385305.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
412,1003514385305.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
413,1003514385305.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
414,1003514385305.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
415,1003514385706.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
416,1003514385706.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
417,1003514385706.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
418,1003514385706.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
419,1003514385706.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
420,1004500060202.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
421,1004500060202.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
422,1004500060202.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
423,1004500060202.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
424,1004500060202.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
425,1004500060304.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
426,1004500060304.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
427,1004500060304.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
428,1004500060304.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
429,1004500060304.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
430,1004500060401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
431,1004500060401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
432,1004500060401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
433,1004500060401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
434,1004500060401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
435,1004500060701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
436,1004500060701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
437,1004500060701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
438,1004500060701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
439,1004500060701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
440,1004500060703.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
441,1004500060703.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
442,1004500060703.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
443,1004500060703.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
444,1004500060703.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
445,1004500060801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
446,1004500060801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
447,1004500060801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
448,1004500060801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
449,1004500060801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
450,1004500061004.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
451,1004500061004.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
452,1004500061004.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
453,1004500061004.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
454,1004500061004.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
455,1004500061301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
456,1004500061301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
457,1004500061301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
458,1004500061301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
459,1004500061301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
460,1004500061303.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
461,1004500061303.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
462,1004500061303.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
463,1004500061303.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
464,1004500061303.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
465,1004500061601.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
466,1004500061601.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
467,1004500061601.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
468,1004500061601.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
469,1004500061601.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
470,1004500061802.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
471,1004500061802.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
472,1004500061802.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
473,1004500061802.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
474,1004500061802.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
475,1004500061902.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
476,1004500061902.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
477,1004500061902.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
478,1004500061902.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
479,1004500061902.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
480,1004500062002.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
481,1004500062002.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
482,1004500062002.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
483,1004500062002.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
484,1004500062002.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
485,1004500062301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
486,1004500062301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
487,1004500062301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
488,1004500062301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
489,1004500062301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
490,1004503360102.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
491,1004503360102.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
492,1004503360102.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
493,1004503360102.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
494,1004503360102.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
495,1004503361901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
496,1004503361901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
497,1004503361901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
498,1004503361901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
499,1004503361901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
500,1004503363001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
501,1004503363001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
502,1004503363001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
503,1004503363001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
504,1004503363001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
505,1004503363201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
506,1004503363201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
507,1004503363201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
508,1004503363201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
509,1004503363201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
510,1004503363801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
511,1004503363801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
512,1004503363801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
513,1004503363801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
514,1004503363801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
515,1004503364404.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
516,1004503364404.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
517,1004503364404.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
518,1004503364404.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
519,1004503364404.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
520,1004503364406.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
521,1004503364406.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
522,1004503364406.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
523,1004503364406.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
524,1004503364406.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
525,1004503364501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
526,1004503364501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
527,1004503364501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
528,1004503364501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
529,1004503364501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
530,1004503364801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
531,1004503364801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
532,1004503364801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
533,1004503364801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
534,1004503364801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
535,1004503365501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
536,1004503365501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
537,1004503365501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
538,1004503365501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
539,1004503365501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
540,1004503366101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
541,1004503366101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
542,1004503366101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
543,1004503366101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
544,1004503366101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
545,1004503366501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
546,1004503366501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
547,1004503366501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
548,1004503366501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
549,1004503366501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
550,1004503366901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
551,1004503366901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
552,1004503366901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
553,1004503366901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
554,1004503366901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
555,1004503367102.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
556,1004503367102.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
557,1004503367102.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
558,1004503367102.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
559,1004503367102.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
560,1005513600301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
561,1005513600301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
562,1005513600301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
563,1005513600301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
564,1005513600301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
565,1005513600402.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
566,1005513600402.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
567,1005513600402.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
568,1005513600402.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
569,1005513600402.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
570,1005513600404.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
571,1005513600404.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
572,1005513600404.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
573,1005513600404.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
574,1005513600404.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
575,1005513600702.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
576,1005513600702.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
577,1005513600702.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
578,1005513600702.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
579,1005513600702.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
580,1005513600801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
581,1005513600801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
582,1005513600801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
583,1005513600801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
584,1005513600801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
585,1005513600804.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
586,1005513600804.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
587,1005513600804.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
588,1005513600804.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
589,1005513600804.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
590,1005513600806.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
591,1005513600806.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
592,1005513600806.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
593,1005513600806.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
594,1005513600806.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
595,1005513600807.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
596,1005513600807.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
597,1005513600807.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
598,1005513600807.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
