HHID,Id,R1_A,R2_A,R3_A,R3_A_SO,R4_A,R9_A,R10_A,R11_A,R12_A,R13_A,R14_A,R15_A,R16_A,R17_A,R18_A,R19_A,R20_A,R21_A,R22_A,R23_A,R24_A,R25_A,R26_A,R27_A,R28_A
110941203,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,380.0
110941204,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,180.0,No,,No,,No,,Yes,180.0
110941204,Women (Age 15 yrs and older),Yes,120.0,Monthly, ,1.0,Yes,60.0,Yes,250.0,Yes,15.0,No,,Yes,120.0,Yes,380.0,No,,Yes,300.0,No,,Yes,20.0
110941204,Men(Age 15 yrs and older,Yes,120.0,Monthly, ,1.0,Yes,60.0,No,,No,,No,,No,,Yes,60.0,No,,Yes,560.0,No,,Yes,70.0
110941204,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,180.0,Yes,60.0,No,,No,,Yes,180.0
110941205,Women (Age 15 yrs and older),No,,, ,,Yes,90.0,Yes,250.0,Yes,35.0,No,,Yes,130.0,No,,No,,No,,Yes,720.0,Yes,30.0
110941205,Men(Age 15 yrs and older,Yes,180.0,Bi-Weekly, ,2.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
110941206,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,150.0,No,,No,,Yes,60.0,No,,Yes,60.0,Yes,300.0,No,,Yes,90.0
110941206,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
110941206,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
110941207,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,180.0,No,,Yes,360.0,No,,Yes,100.0
110941207,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
110941207,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
110941207,Women (Age 15 yrs and older),Yes,120.0,"Other, specify",ANNUALLY,2.0,No,,Yes,320.0,Yes,45.0,No,,Yes,120.0,Yes,240.0,Yes,120.0,Yes,300.0,No,,Yes,120.0
110941208,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,Yes,90.0
110941208,Women (Age 15 yrs and older),No,,, ,,Yes,20.0,Yes,150.0,Yes,30.0,No,,Yes,60.0,No,,No,,Yes,300.0,No,,Yes,60.0
110941208,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
110941209,Women (Age 15 yrs and older),No,,, ,,No,,Yes,280.0,Yes,30.0,No,,Yes,120.0,Yes,360.0,No,,Yes,240.0,No,,Yes,120.0
110941209,Men(Age 15 yrs and older,Yes,90.0,"Other, specify",ANNUALLY,2.0,Yes,30.0,No,,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,100.0
110941209,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
110941210,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,No,,No,,Yes,60.0,No,,No,,Yes,300.0,No,,Yes,90.0
110941210,Men(Age 15 yrs and older,No,,, ,,Yes,30.0,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,Yes,120.0
110941211,Girls(Under age 15 yrs),No,,, ,,No,,Yes,250.0,Yes,30.0,No,,No,,No,,Yes,120.0,No,,No,,Yes,120.0
110941211,Men(Age 15 yrs and older,Yes,90.0,"Other, specify",ANNUALLY,2.0,Yes,30.0,No,,No,,No,,Yes,120.0,No,,Yes,90.0,Yes,360.0,No,,Yes,120.0
110941212,Women (Age 15 yrs and older),No,,, ,,Yes,25.0,Yes,120.0,No,,No,,Yes,60.0,No,,No,,Yes,300.0,No,,Yes,60.0
110941212,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,Yes,300.0
110941213,Women (Age 15 yrs and older),No,,, ,,No,,Yes,250.0,Yes,30.0,No,,Yes,120.0,No,,Yes,120.0,Yes,300.0,No,,Yes,90.0
110941213,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,100.0
110941213,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
110941213,Men(Age 15 yrs and older,Yes,100.0,"Other, specify",ANNUALLY,2.0,Yes,45.0,No,,No,,No,,No,,No,,Yes,45.0,Yes,360.0,No,,Yes,60.0
110941214,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,Yes,30.0,No,,Yes,60.0,Yes,120.0,No,,Yes,300.0,No,,Yes,90.0
110941214,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941214,Men(Age 15 yrs and older,No,,, ,,Yes,25.0,No,,No,,No,,No,,Yes,60.0,No,,Yes,300.0,No,,Yes,60.0
110941215,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
110941215,Men(Age 15 yrs and older,Yes,100.0,"Other, specify",ANNUALLY,2.0,Yes,45.0,No,,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,90.0
110941215,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941215,Women (Age 15 yrs and older),No,,, ,,No,,Yes,250.0,Yes,30.0,No,,Yes,100.0,No,,Yes,120.0,Yes,300.0,No,,Yes,100.0
110941301,Men(Age 15 yrs and older,No,,, ,,Yes,45.0,No,,No,,No,,No,,No,,Yes,120.0,Yes,360.0,No,,Yes,90.0
110941301,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,110.0
110941301,Women (Age 15 yrs and older),Yes,100.0,"Other, specify",ANNUALLY,2.0,No,,Yes,405.0,Yes,30.0,No,,Yes,120.0,No,,Yes,100.0,No,,No,,Yes,120.0
110941302,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941302,Women (Age 15 yrs and older),No,,, ,,No,,Yes,250.0,Yes,35.0,No,,Yes,120.0,No,,No,,No,,No,,Yes,120.0
110941302,Men(Age 15 yrs and older,Yes,240.0,Monthly, ,1.0,Yes,120.0,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,Yes,90.0
110941303,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,180.0,No,,No,,Yes,120.0
110941303,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
110941303,Women (Age 15 yrs and older),Yes,100.0,"Other, specify",ANNUALLY,2.0,No,,Yes,250.0,Yes,30.0,No,,Yes,120.0,No,,Yes,180.0,Yes,300.0,No,,Yes,90.0
110941303,Men(Age 15 yrs and older,No,,, ,,Yes,30.0,No,,No,,No,,No,,No,,Yes,120.0,Yes,360.0,No,,Yes,100.0
110941304,Men(Age 15 yrs and older,Yes,260.0,Monthly, ,1.0,Yes,70.0,No,,No,,No,,No,,No,,No,,Yes,400.0,Yes,350.0,Yes,20.0
110941304,Women (Age 15 yrs and older),No,,, ,,No,,Yes,230.0,Yes,25.0,No,,Yes,120.0,No,,No,,No,,No,,Yes,120.0
110941305,Women (Age 15 yrs and older),Yes,120.0,"Other, specify",ANNUALLY,2.0,No,,Yes,250.0,Yes,30.0,No,,Yes,120.0,No,,Yes,120.0,Yes,360.0,No,,Yes,100.0
110941305,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
110941306,Men(Age 15 yrs and older,Yes,320.0,Monthly, ,1.0,No,,Yes,250.0,Yes,30.0,No,,No,,Yes,120.0,No,,No,,Yes,580.0,Yes,30.0
110941306,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
110941307,Men(Age 15 yrs and older,Yes,90.0,"Other, specify",ANNUALLY,2.0,Yes,60.0,No,,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,90.0
110941307,Women (Age 15 yrs and older),No,,, ,,No,,Yes,295.0,Yes,30.0,No,,Yes,120.0,No,,Yes,120.0,Yes,300.0,No,,Yes,120.0
110941307,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
110941308,Women (Age 15 yrs and older),No,,, ,,Yes,15.0,Yes,70.0,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,260.0
110941309,Women (Age 15 yrs and older),No,,, ,,Yes,20.0,Yes,250.0,Yes,35.0,No,,Yes,200.0,No,,No,,No,,No,,Yes,150.0
110941309,Men(Age 15 yrs and older,Yes,240.0,Monthly, ,1.0,Yes,90.0,No,,No,,No,,No,,No,,No,,Yes,500.0,No,,Yes,20.0
110941310,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
110941310,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
110941310,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,150.0,No,,No,,Yes,90.0,No,,Yes,60.0,Yes,300.0,No,,Yes,90.0
110941311,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941311,Men(Age 15 yrs and older,No,,, ,,Yes,30.0,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,90.0
110941311,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,Yes,60.0,Yes,120.0,No,,Yes,300.0,No,,Yes,120.0
110941312,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
110941312,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
110941312,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,150.0,No,,No,,Yes,60.0,No,,No,,Yes,300.0,No,,Yes,90.0
110941312,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
110941313,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,150.0,No,,No,,Yes,60.0,No,,Yes,60.0,Yes,300.0,No,,Yes,90.0
110941313,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941313,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,480.0
110941314,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
110941314,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941314,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
110941315,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
110941315,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,Yes,60.0
110941315,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,Yes,100.0
110941315,Women (Age 15 yrs and older),No,,, ,,No,,Yes,210.0,Yes,30.0,No,,Yes,120.0,No,,Yes,120.0,No,,Yes,360.0,Yes,90.0
110941401,Women (Age 15 yrs and older),No,,, ,,Yes,20.0,Yes,300.0,Yes,30.0,No,,Yes,130.0,Yes,680.0,No,,No,,No,,Yes,90.0
110941401,Men(Age 15 yrs and older,Yes,280.0,Monthly, ,1.0,Yes,30.0,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,780.0,Yes,25.0
110941401,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941402,Women (Age 15 yrs and older),Yes,240.0,Monthly, ,1.0,Yes,90.0,Yes,250.0,Yes,30.0,No,,Yes,130.0,Yes,480.0,No,,No,,No,,Yes,30.0
110941402,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,380.0
110941402,Men(Age 15 yrs and older,Yes,180.0,Monthly, ,1.0,Yes,20.0,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
110941403,Men(Age 15 yrs and older,Yes,180.0,Monthly, ,1.0,Yes,90.0,Yes,230.0,Yes,35.0,No,,Yes,180.0,No,,No,,Yes,480.0,No,,Yes,45.0
110941404,Women (Age 15 yrs and older),No,,, ,,No,,Yes,210.0,Yes,30.0,No,,Yes,120.0,No,,No,,No,,No,,Yes,60.0
110941404,Men(Age 15 yrs and older,Yes,180.0,Monthly, ,1.0,Yes,90.0,No,,No,,No,,No,,No,,No,,No,,Yes,680.0,Yes,120.0
110941405,Women (Age 15 yrs and older),No,,, ,,No,,Yes,210.0,Yes,35.0,No,,Yes,120.0,Yes,420.0,Yes,30.0,No,,No,,Yes,60.0
110941405,Men(Age 15 yrs and older,Yes,240.0,Monthly, ,1.0,Yes,90.0,No,,No,,No,,No,,Yes,90.0,No,,No,,Yes,640.0,Yes,20.0
110941405,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,20.0,No,,No,,No,,Yes,120.0
110941405,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941406,Men(Age 15 yrs and older,No,,, ,,Yes,20.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,90.0
110941406,Women (Age 15 yrs and older),No,,, ,,Yes,25.0,Yes,150.0,Yes,25.0,No,,Yes,60.0,No,,No,,No,,Yes,300.0,Yes,90.0
110941406,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,60.0
110941406,Boys(Under age 15 yrs),No,,, ,,No,,No,,Yes,30.0,No,,No,,No,,No,,No,,No,,Yes,90.0
110941407,Women (Age 15 yrs and older),Yes,45.0,"Other, specify",ANNUALLY,2.0,No,,Yes,140.0,Yes,30.0,No,,Yes,100.0,No,,No,,Yes,180.0,No,,Yes,240.0
110941408,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,Yes,60.0,No,,No,,Yes,60.0
110941408,Women (Age 15 yrs and older),No,,, ,,Yes,25.0,Yes,150.0,Yes,20.0,No,,Yes,90.0,Yes,60.0,No,,Yes,300.0,No,,Yes,60.0
110941408,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,90.0
110941408,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941409,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941409,Men(Age 15 yrs and older,Yes,30.0,Daily, ,5.0,Yes,60.0,Yes,70.0,No,,No,,No,,No,,No,,Yes,600.0,Yes,60.0,Yes,60.0
110941409,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
110941409,Women (Age 15 yrs and older),Yes,60.0,"Other, specify",ANNUALLY,2.0,No,,Yes,230.0,Yes,25.0,No,,Yes,120.0,No,,Yes,120.0,Yes,300.0,No,,Yes,120.0
110941410,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
110941410,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,300.0,No,,Yes,60.0
110941410,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,150.0,No,,No,,Yes,90.0,Yes,120.0,No,,Yes,300.0,No,,Yes,60.0
110941411,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,180.0,No,,Yes,360.0,No,,Yes,90.0
110941411,Women (Age 15 yrs and older),Yes,120.0,"Other, specify",ANNUALLY,2.0,No,,Yes,300.0,Yes,30.0,No,,Yes,120.0,Yes,360.0,No,,Yes,180.0,No,,Yes,120.0
110941411,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,100.0
110941412,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,120.0
110941412,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,150.0,No,,No,,Yes,90.0,No,,No,,No,,No,,Yes,60.0
110941413,Women (Age 15 yrs and older),Yes,90.0,"Other, specify",ANNUALLY,2.0,No,,Yes,230.0,Yes,25.0,No,,Yes,110.0,No,,No,,Yes,300.0,No,,Yes,120.0
110941413,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,90.0
110941414,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,Yes,90.0
110941414,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,150.0,No,,No,,Yes,90.0,No,,No,,Yes,300.0,No,,Yes,90.0
110941415,Women (Age 15 yrs and older),Yes,120.0,"Other, specify",ANNUALLY,2.0,No,,Yes,250.0,Yes,35.0,No,,Yes,120.0,No,,No,,Yes,300.0,No,,Yes,120.0
110941415,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,90.0
111145201,Men(Age 15 yrs and older,Yes,300.0,Monthly, ,1.0,Yes,90.0,Yes,30.0,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
111145201,Women (Age 15 yrs and older),Yes,360.0,Monthly, ,3.0,Yes,90.0,Yes,120.0,No,,No,,No,,No,,No,,Yes,240.0,No,,Yes,60.0
111145202,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
111145202,Women (Age 15 yrs and older),Yes,360.0,Monthly, ,2.0,Yes,60.0,Yes,180.0,No,,No,,Yes,60.0,Yes,120.0,No,,Yes,240.0,No,,Yes,60.0
111145202,Men(Age 15 yrs and older,Yes,360.0,Monthly, ,1.0,Yes,40.0,Yes,35.0,No,,No,,No,,Yes,60.0,No,,Yes,480.0,No,,Yes,180.0
111145202,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,45.0,No,,No,,No,,Yes,60.0
111145203,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
111145203,Women (Age 15 yrs and older),Yes,360.0,Monthly, ,3.0,Yes,60.0,Yes,150.0,No,,No,,Yes,60.0,Yes,120.0,No,,Yes,240.0,No,,No,
111145203,Men(Age 15 yrs and older,Yes,360.0,Monthly, ,1.0,Yes,50.0,Yes,25.0,No,,No,,No,,Yes,60.0,No,,Yes,480.0,No,,Yes,120.0
111145204,Men(Age 15 yrs and older,Yes,280.0,Monthly, ,2.0,Yes,90.0,Yes,25.0,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,90.0
111145204,Women (Age 15 yrs and older),Yes,360.0,Monthly, ,3.0,No,,Yes,160.0,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,120.0
111145205,Women (Age 15 yrs and older),Yes,360.0,Monthly, ,3.0,No,,Yes,55.0,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,120.0
111145205,Men(Age 15 yrs and older,Yes,240.0,Monthly, ,2.0,Yes,45.0,Yes,70.0,No,,No,,Yes,30.0,No,,No,,Yes,480.0,No,,Yes,240.0
111145206,Women (Age 15 yrs and older),Yes,240.0,Weekly, ,1.0,Yes,15.0,Yes,160.0,No,,No,,Yes,40.0,Yes,30.0,No,,Yes,120.0,No,,No,
111145206,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
111145206,Men(Age 15 yrs and older,Yes,240.0,Weekly, ,1.0,Yes,25.0,Yes,30.0,No,,No,,Yes,20.0,No,,No,,Yes,120.0,Yes,60.0,Yes,60.0
111145207,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,2.0,Yes,15.0,Yes,170.0,No,,No,,Yes,45.0,No,,No,,Yes,240.0,No,,No,
111145207,Men(Age 15 yrs and older,Yes,240.0,Weekly, ,1.0,Yes,30.0,Yes,40.0,No,,No,,Yes,30.0,No,,No,,Yes,240.0,No,,No,
111145208,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
111145208,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,45.0,No,,No,
111145208,Men(Age 15 yrs and older,Yes,240.0,Weekly, ,1.0,Yes,25.0,Yes,35.0,No,,No,,Yes,15.0,Yes,30.0,No,,Yes,300.0,Yes,60.0,Yes,60.0
111145208,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,2.0,Yes,15.0,Yes,160.0,No,,No,,Yes,40.0,No,,No,,Yes,240.0,No,,Yes,40.0
111145209,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,2.0,Yes,15.0,Yes,170.0,No,,No,,Yes,45.0,No,,No,,Yes,120.0,No,,No,
111145209,Men(Age 15 yrs and older,Yes,240.0,Weekly, ,1.0,Yes,30.0,Yes,50.0,No,,No,,No,,No,,No,,Yes,240.0,Yes,60.0,No,
111145210,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,2.0,Yes,15.0,Yes,150.0,No,,No,,Yes,50.0,Yes,70.0,Yes,30.0,Yes,240.0,No,,Yes,30.0
111145210,Men(Age 15 yrs and older,Yes,240.0,Weekly, ,1.0,Yes,25.0,Yes,30.0,No,,No,,Yes,20.0,Yes,45.0,No,,Yes,300.0,Yes,60.0,Yes,60.0
111145210,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
111145211,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,3.0,Yes,30.0,Yes,170.0,No,,No,,Yes,60.0,Yes,600.0,Yes,120.0,Yes,240.0,Yes,420.0,No,
111145211,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,2.0,Yes,30.0,Yes,170.0,No,,No,,Yes,60.0,Yes,180.0,Yes,60.0,Yes,420.0,No,,Yes,60.0
111145211,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
111145211,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,180.0,Yes,60.0,No,,No,,Yes,180.0
111145212,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
111145212,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,3.0,Yes,30.0,Yes,170.0,No,,No,,Yes,60.0,No,,Yes,60.0,Yes,420.0,No,,Yes,120.0
111145212,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,3.0,Yes,40.0,Yes,170.0,No,,No,,Yes,60.0,No,,No,,Yes,240.0,No,,Yes,60.0
111145213,Women (Age 15 yrs and older),Yes,120.0,Weekly, ,4.0,Yes,30.0,Yes,140.0,No,,No,,Yes,50.0,No,,No,,Yes,180.0,No,,Yes,60.0
111145213,Men(Age 15 yrs and older,Yes,120.0,Weekly, ,2.0,Yes,30.0,Yes,140.0,No,,No,,Yes,50.0,No,,No,,Yes,360.0,No,,Yes,120.0
111145214,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,3.0,Yes,30.0,Yes,140.0,No,,No,,Yes,50.0,No,,No,,Yes,180.0,No,,Yes,120.0
111145214,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,2.0,Yes,20.0,Yes,140.0,No,,No,,Yes,50.0,No,,No,,Yes,240.0,No,,Yes,120.0
111145215,Women (Age 15 yrs and older),Yes,180.0,Weekly, ,4.0,Yes,30.0,Yes,170.0,No,,No,,Yes,60.0,No,,No,,Yes,240.0,No,,Yes,60.0
111145215,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,2.0,Yes,30.0,Yes,170.0,No,,No,,Yes,60.0,No,,Yes,60.0,Yes,300.0,No,,Yes,120.0
111145215,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
111145301,Men(Age 15 yrs and older,Yes,240.0,Monthly, ,1.0,Yes,60.0,Yes,15.0,No,,No,,Yes,40.0,No,,No,,No,,Yes,120.0,Yes,90.0
111145301,Women (Age 15 yrs and older),Yes,360.0,Monthly, ,1.0,No,,Yes,145.0,No,,No,,No,,No,,No,,Yes,120.0,Yes,480.0,Yes,180.0
111145301,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
111145302,Women (Age 15 yrs and older),Yes,720.0,Monthly, ,2.0,Yes,60.0,Yes,150.0,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
111145302,Men(Age 15 yrs and older,Yes,360.0,Monthly, ,1.0,Yes,120.0,Yes,45.0,No,,No,,No,,No,,No,,Yes,960.0,No,,Yes,180.0
111145303,Women (Age 15 yrs and older),Yes,360.0,Monthly, ,1.0,No,,Yes,180.0,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,120.0
111145303,Men(Age 15 yrs and older,Yes,360.0,Monthly, ,1.0,Yes,60.0,Yes,30.0,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,60.0
111145304,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
111145304,Men(Age 15 yrs and older,Yes,180.0,Monthly, ,1.0,Yes,20.0,No,,No,,No,,Yes,30.0,No,,No,,Yes,480.0,No,,Yes,60.0
111145304,Women (Age 15 yrs and older),Yes,320.0,Monthly, ,1.0,No,,Yes,160.0,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
111145304,Girls(Under age 15 yrs),Yes,120.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
111145305,Men(Age 15 yrs and older,Yes,360.0,Monthly, ,2.0,Yes,30.0,Yes,85.0,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,160.0
111145306,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
111145306,Women (Age 15 yrs and older),Yes,180.0,Bi-Weekly, ,2.0,Yes,25.0,Yes,175.0,No,,No,,Yes,45.0,Yes,60.0,No,,No,,No,,No,
111145306,Men(Age 15 yrs and older,Yes,240.0,Weekly, ,1.0,Yes,35.0,Yes,40.0,No,,No,,Yes,20.0,Yes,50.0,No,,No,,Yes,180.0,Yes,70.0
111145307,Women (Age 15 yrs and older),Yes,240.0,Bi-Weekly, ,2.0,Yes,25.0,Yes,175.0,No,,No,,Yes,40.0,No,,No,,No,,No,,Yes,60.0
111145307,Men(Age 15 yrs and older,Yes,180.0,Weekly, ,1.0,Yes,30.0,Yes,60.0,No,,No,,Yes,15.0,No,,No,,No,,No,,Yes,120.0
111145308,Men(Age 15 yrs and older,Yes,240.0,Weekly, ,1.0,Yes,30.0,Yes,35.0,No,,No,,Yes,25.0,No,,No,,No,,Yes,180.0,No,
111145308,Girls(Under age 15 yrs),Yes,180.0,Weekly, ,1.0,Yes,20.0,Yes,30.0,No,,No,,No,,No,,No,,No,,No,,No,
