HHID,Id,C141,C41_Recode,C142,C142_B,C143,C144,C145,C146,C148,C149,C150,C151,C152,C153,C153_SO,C154_FULL,C154_PARTIAL,C155,C156,C157,C158,C159,C160,C160_SO,C160_SO_RECODE
132222701,Solar lighting system,888,888,No,No,No,Solar lighting system,3.0,12.0,12.0,No,2.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,4.0,No problems, , 
132222702,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222703,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222704,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222705,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,888.0,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,No problems, , 
132222706,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222707,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222708,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222709,Solar lighting system,Premiere,PREMIERE,Yes,No,Yes,Solar lighting system,3.0,888.0,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,"Other, specify",Gham Nalageko Bela Kam Balcha,Less charge during gloomy day.
132222710,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222711,Solar lighting system,"Premier , Model:S645","PREMIER , MODEL:S645",No,No,No,Solar lighting system,3.0,888.0,,No,1.0,1.0,Received for free,"Other, specify",Parti Diyako,,,,,,No,2.0,Duration of service too short, , 
132222712,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222713,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222714,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222715,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222801,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,888.0,,No,2.0,0.0,Received for free,Chief of village, ,,,,,,Yes,2.0,Duration of service too short, , 
132222802,Solar lighting system,888,888,No,No,No,Solar lighting system,2.0,888.0,,No,2.0,0.0,Received for free,"Other, specify",Plan Nepal,,,,,,No,1.0,Duration of service too short, , 
132222803,Solar lighting system,888,888,No,No,Yes,Solar lighting system,3.0,888.0,,No,2.0,0.0,Received for free,"Other, specify",888,,,,,,No,2.0,No problems, , 
132222804,Solar lighting system,premiere,PREMIERE,Yes,No,No,Solar lighting system,3.0,12.0,9.0,No,1.0,1.0,Received for free,"Other, specify",888,,,,,,No,3.0,No problems, , 
132222805,Solar lantern,JYSUPER,JYSUPER,No,No,Yes,Solar Lantern,,,,No,2.0,0.0,Received for free,"Other, specify",Community forest user's group,,,,,,No,2.0,Breaks too often, , 
132222806,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222807,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222808,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222809,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222810,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222811,Solar lantern,Premier - Model -PM-S645,PREMIER - MODEL -PM-S645,Yes,No,No,Solar Lantern,,,,No,1.0,1.0,Received for free,Relative/Friend, ,,,,,,No,3.0,Breaks too often, , 
132222812,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222813,Solar lantern,GDLITE-GD8017B,GDLITE-GD8017B,Yes,No,No,Solar Lantern,,,,No,3.0,0.0,"Bought, fully paid",, ,4000.0,,,,No,No,4.0,Duration of service too short, , 
132222814,Solar lantern,888,888,No,No,Yes,Solar Lantern,,,,No,2.0,0.0,Received for free,"Other, specify",Plan Nepal,,,,,,No,3.0,Battery problems, , 
132222815,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222901,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222902,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222903,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222904,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222905,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222906,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222907,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222908,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222909,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222910,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222911,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222912,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222913,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222914,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132222915,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223001,Solar lantern,Dongguan Sunworth Solar Energy Co.Ltd,DONGGUAN SUNWORTH SOLAR ENERGY CO.LTD,Yes,Yes,No,Solar Lantern,,,,No,2.0,0.0,Received for free,"Other, specify",Red Cross,,,,,,No,5.0,No problems, , 
132223002,Solar lighting system,Dongguan Sunworth Solar Energy Co.Ltd,DONGGUAN SUNWORTH SOLAR ENERGY CO.LTD,Yes,Yes,No,Solar lighting system,2.0,888.0,,No,2.0,1.0,Received for free,"Other, specify",Red Cross,,,,,,No,1.0,No problems, , 
132223003,Solar lighting system,Dongguan Sunworth Solar Energy Co.Ltd,DONGGUAN SUNWORTH SOLAR ENERGY CO.LTD,Yes,Yes,No,Solar lighting system,1.0,10.0,5.0,No,2.0,0.0,Received for free,"Other, specify",Red Cross,,,,,,No,1.0,No problems, , 
132223004,Solar lighting system,Dongguan Sunworth Solar Energy Co.Ltd,DONGGUAN SUNWORTH SOLAR ENERGY CO.LTD,Yes,Yes,No,Solar lighting system,2.0,10.0,5.0,No,1.0,0.0,Received for free,"Other, specify",Red Cross,,,,,,No,1.0,No problems, , 
132223005,Solar lighting system,Dongguan Sunworth Solar Energy Co.Ltd,DONGGUAN SUNWORTH SOLAR ENERGY CO.LTD,Yes,Yes,No,Solar lighting system,1.0,10.0,5.0,No,1.0,0.0,Received for free,"Other, specify",Red Cross,,,,,,No,2.0,No problems, , 
132223006,Solar lighting system,Dongguan Sunworth Solar,DONGGUAN SUNWORTH SOLAR,Yes,Yes,No,Solar lighting system,1.0,10.0,10.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,Duration of service too short, , 
132223007,Solar lighting system,SUNWORTH,SUNWORTH,Yes,No,Yes,Solar lighting system,2.0,10.0,10.0,No,1.0,1.0,Received for free,Local government, ,,,,,,No,1.0,No problems, , 
132223008,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223009,Solar lighting system,THRIVE,THRIVE,Yes,No,Yes,Solar lighting system,1.0,10.0,10.0,No,1.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,No problems, , 
132223010,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223011,Solar lighting system,SUNWORTH,SUNWORTH,Yes,No,Yes,Solar lighting system,2.0,888.0,,No,1.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,No problems, , 
132223012,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,2.0,888.0,,No,2.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,2.0,"Other, specify",Barkha ko mausam maa charge nabhayera.,Less charge during reany season.
132223013,Solar lighting system,SUNWORTH,SUNWORTH,Yes,No,Yes,Solar lighting system,1.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,Cannot power large appliances, , 
132223014,Solar lighting system,SUNWORTH,SUNWORTH,Yes,No,Yes,Solar lighting system,2.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,No problems, , 
132223015,Solar lighting system,SUNWORTH,SUNWORTH,No,No,Yes,Solar lighting system,2.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,No problems, , 
132223101,Solar lighting system,Dongguan Sunworth Solar Co.Ltd,DONGGUAN SUNWORTH SOLAR CO.LTD,Yes,Yes,No,Solar lighting system,2.0,5.0,10.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,No problems, , 
132223102,Solar lantern,888,888,No,No,No,Solar Lantern,,,,No,1.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,6.0,Duration of service too short, , 
132223103,Solar lighting system,Dongguan Sunworth Solar Co.Ltd,DONGGUAN SUNWORTH SOLAR CO.LTD,Yes,Yes,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,No problems, , 
132223104,Solar lighting system,Dongguan Sunworth  Solar Co.Ltd,DONGGUAN SUNWORTH  SOLAR CO.LTD,Yes,Yes,No,Solar lighting system,1.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,No problems, , 
132223105,Solar lighting system,Dongguan Sunworth Solar Co.Ltd,DONGGUAN SUNWORTH SOLAR CO.LTD,Yes,Yes,No,Solar lighting system,1.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,No problems, , 
132223106,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,2.0,12.0,12.0,No,4.0,0.0,Received for free,Local government, ,,,,,,No,1.0,No problems, , 
132223107,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,2.0,12.0,12.0,No,1.0,0.0,Received for free,Local government, ,,,,,,No,1.0,No problems, , 
132223108,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223109,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223110,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223111,Solar lighting system,SUNWORTH,SUNWORTH,Yes,No,Yes,Solar lighting system,2.0,888.0,,No,1.0,2.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,No problems, , 
132223112,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223113,Solar lighting system,SUNWORTH,SUNWORTH,Yes,No,Yes,Solar lighting system,2.0,888.0,,No,1.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,No problems, , 
132223114,Solar lighting system,SUNWORTH,SUNWORTH,Yes,No,Yes,Solar lighting system,2.0,888.0,,No,1.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,No problems, , 
132223115,Solar lighting system,888,888,Yes,Yes,Yes,Solar lighting system,2.0,888.0,,No,1.0,0.0,Received for free,Chief of village, ,,,,,,No,2.0,No problems, , 
132223201,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223202,Solar lantern,888,888,No,No,No,Solar Lantern,,,,No,1.0,0.0,Received for free,Relative/Friend, ,,,,,,No,2.0,Duration of service too short, , 
132223203,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223204,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223205,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223206,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223207,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223208,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223209,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223210,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223211,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223212,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223213,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223214,Solar lighting system,888,888,Yes,No,Yes,Solar lighting system,3.0,888.0,,No,2.0,0.0,"Bought, fully paid",, ,8000.0,,,,No,No,2.0,Cannot power large appliances, , 
132223215,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223301,Solar lighting system,SUNWATER,SUNWATER,Yes,No,Yes,Solar lighting system,2.0,888.0,,No,1.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,Duration of service too short, , 
132223302,Solar lantern,888,888,No,No,Yes,Solar Lantern,,,,No,3.0,0.0,"Bought, fully paid",, ,200.0,,,,No,No,2.0,No problems, , 
132223303,Solar lantern,D.Light,DELIGHT,Yes,No,Yes,Solar Lantern,,,,No,3.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,7.0,No problems, , 
132223304,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223305,Solar lantern,NiSAMAX PLUS -1510423,NISAMAX PLUS -1510423,No,No,No,Solar Lantern,,,,No,2.0,0.0,Received for free,Local government, ,,,,,,No,4.0,Duration of service too short, , 
132223306,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223307,Solar lantern,d.light,DELIGHT,Yes,No,No,Solar Lantern,,,,No,2.0,0.0,Received for free,"Other, specify",888,,,,,,No,2.0,Duration of service too short, , 
132223308,Solar lantern,d.light,DELIGHT,Yes,No,No,Solar Lantern,,,,No,2.0,1.0,Received for free,"Other, specify",888,,,,,,No,2.0,Duration of service too short, , 
132223309,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223310,Solar lighting system,GDLITE,GDLITE,Yes,Yes,Yes,Solar lighting system,4.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,No problems, , 
132223311,Solar lantern,d.light,DELIGHT,No,No,No,Solar Lantern,,,,No,2.0,1.0,Received for free,"Other, specify",Plan Nepal,,,,,,No,3.0,Duration of service too short, , 
132223312,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132223313,Solar lantern,d.lifght,DELIGHT,No,No,No,Solar Lantern,,,,No,2.0,1.0,Received for free,"Other, specify",Plan Nepal,,,,,,No,2.0,Duration of service too short, , 
132223314,Solar lantern,d.light,DELIGHT,No,No,Yes,Solar Lantern,,,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,Duration of service too short, , 
132223315,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132343201,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,5.0,11.0,No,1.0,1.0,Received for free,Relative/Friend, ,,,,,,No,5.0,Breaks too often, , 
132343202,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,11.0,10.0,No,1.0,1.0,Received for free,Relative/Friend, ,,,,,,No,7.0,Cannot power large appliances, , 
132343203,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,11.0,10.0,No,1.0,2.0,Received for free,Local private organizations (NGO), ,,,,,,No,5.0,Cannot power large appliances, , 
132343204,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132343205,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,11.0,10.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,Breaks too often, , 
132343206,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132343207,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132343208,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,No,No,Yes,Solar lighting system,2.0,10.0,5.0,No,1.0,0.0,"Bought, fully paid",, ,3000.0,,,,No,No,4.0,Breaks too often, , 
132343209,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,Breaks too often, , 
132343210,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132343211,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343212,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,No,No,Yes,Solar lighting system,2.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
132343213,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,Battery problems, , 
132343214,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,No,No,Yes,Solar lighting system,2.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
132343215,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343301,Solar lighting system,SW-SHSOO20W,SW-SHSOO20W,Yes,No,Yes,Solar lighting system,2.0,10.0,10.0,No,2.0,3.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
132343302,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,2.0,Received for free,Local private organizations (NGO), ,,,,,,No,7.0,Cannot power large appliances, , 
132343303,Solar lighting system,SW-SHSOO20W,SW-SHSOO20W,Yes,No,Yes,Solar lighting system,2.0,20.0,10.0,No,1.0,2.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,Cannot power large appliances, , 
132343304,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,5.0,Cannot power large appliances, , 
132343305,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,5.0,Breaks too often, , 
132343306,Solar lantern,d-light,DELIGHT,No,No,Yes,Solar Lantern,,,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343307,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,2.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,Breaks too often, , 
132343308,Solar lantern,d light,DELIGHT,No,No,Yes,Solar Lantern,,,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,Breaks too often, , 
132343309,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343310,Solar lantern,d-Light,DELIGHT,No,No,Yes,Solar Lantern,,,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343311,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Duration of service too short, , 
132343312,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343313,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343314,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343315,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343401,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,11.0,10.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,7.0,Breaks too often, , 
132343402,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,11.0,10.0,No,2.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343403,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,11.0,10.0,No,2.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,5.0,Cannot power large appliances, , 
132343404,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,2.0,Received for free,Local private organizations (NGO), ,,,,,,No,5.0,Breaks too often, , 
132343405,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,11.0,10.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343406,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132343407,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,Duration of service too short, , 
132343408,Solar lantern,d-light,DELIGHT,No,No,Yes,Solar Lantern,,,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343409,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343410,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,5.0,No,2.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343411,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343412,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,No,No,Yes,Solar lighting system,2.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343413,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343414,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,No,No,Yes,Solar lighting system,2.0,10.0,5.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343415,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,5.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343501,Solar lantern,Delight,DELIGHT,Yes,No,Yes,Solar Lantern,,,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,Breaks too often, , 
132343502,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,Breaks too often, , 
132343503,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,Battery problems, , 
132343504,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,3.0,Breaks too often, , 
132343505,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132343506,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Duration of service too short, , 
132343507,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,11.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,6.0,Breaks too often, , 
132343508,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Duration of service too short, , 
132343509,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,11.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343510,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132343511,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,11.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343512,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Cannot power large appliances, , 
132343513,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,10.0,11.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,1.0,Breaks too often, , 
132343514,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,11.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Duration of service too short, , 
132343515,None, , ,,,,,,,,,,,,, ,,,,,,,,, , 
132343601,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,10.0,Yes,2.0,2.0,Received for free,Local private organizations (NGO), ,,,,,,No,6.0,Cannot power large appliances, , 
132343602,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,10.0,No,2.0,2.0,Received for free,Local private organizations (NGO), ,,,,,,No,5.0,Cannot power large appliances, , 
132343603,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,10.0,No,1.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,8.0,Cannot power large appliances, , 
132343604,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,10.0,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,5.0,Cannot power large appliances, , 
132343605,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,Yes,Solar lighting system,2.0,10.0,12.0,No,3.0,1.0,Received for free,Local private organizations (NGO), ,,,,,,No,7.0,Cannot power large appliances, , 
132343606,Solar lantern,d-light,DELIGHT,Yes,No,Yes,Solar Lantern,,,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
132343607,Solar lighting system,SW-SHSOO10W,SW-SHSOO10W,Yes,No,No,Solar lighting system,2.0,888.0,,No,1.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,2.0,No problems, , 
132343608,Solar lantern,d-light,DELIGHT,Yes,No,No,Solar Lantern,,,,No,2.0,0.0,Received for free,Local private organizations (NGO), ,,,,,,No,4.0,Breaks too often, , 
