,HHID,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C137_1,C138,C139,C140,C141,C142,C143
3198,12670600303011,,,,,,,,,,,,,,,,,,,,
3199,12670600303012,,,,,,,,,,,,,,,,,,,,
3200,12680100101001,,,,,,,,,,,,,,,,,,,,
3201,12680100101002,,,,,,,,,,,,,,,,,,,,
3202,12680100101003,,,,,,,,,,,,,,,,,,,,
3203,12680100101004,,,,,,,,,,,,,,,,,,,,
3204,12680100101005,,,,,,,,,,,,,,,,,,,,
3205,12680100101006,,,,,,,,,,,,,,,,,,,,
3206,12680100101007,,,,,,,,,,,,,,,,,,,,
3207,12680100101008,,,,,,,,,,,,,,,,,,,,
3208,12680100101009,,,,,,,,,,,,,,,,,,,,
3209,12680100101010,,,,,,,,,,,,,,,,,,,,
3210,12680100101011,,,,,,,,,,,,,,,,,,,,
3211,12680100101012,1.0,3.0,Bright Lantern,1.0,,,,,,,,,,,,,,,,
3212,12690101901001,,,,,,,,,,,,,,,,,,,,
3213,12690101901002,,,,,,,,,,,,,,,,,,,,
3214,12690101901003,,,,,,,,,,,,,,,,,,,,
3215,12690101901004,,,,,,,,,,,,,,,,,,,,
3216,12690101901005,,,,,,,,,,,,,,,,,,,,
3217,12690101901006,,,,,,,,,,,,,,,,,,,,
3218,12690101901007,1.0,10.0,0,1.0,,,,,,,,,,,,,,,,
3219,12690101901008,1.0,10.0,0,1.0,,,,,,,,,,,,,,,,
3220,12690101901009,1.0,10.0,0,1.0,,,,,,,,,,,,,,,,
3221,12690101901010,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
3222,12690101901011,,,,,,,,,,,,,,,,,,,,
3223,12690101901012,,,,,,,,,,,,,,,,,,,,
3224,13700100405001,,,,,,,,,,,,,,,,,,,,
3225,13700100405002,1.0,99.0,kemer oromia,1.0,,,,,,,,,,,,,,,,
3226,13700100405003,1.0,99.0,192,2.0,1.0,888.0,6.0,1.0,2.0,1.0,1.0,,650.0,1.0,3.0,,2.0,2.0,0.0,111.0
3227,13700100405004,,,,,,,,,,,,,,,,,,,,
3228,13700100405005,,,,,,,,,,,,,,,,,,,,
3229,13700100405006,,,,,,,,,,,,,,,,,,,,
3230,13700100405007,1.0,99.0,708,1.0,,,,,,,,,,,,,,,,
3231,13700100405008,,,,,,,,,,,,,,,,,,,,
3232,13700100405009,,,,,,,,,,,,,,,,,,,,
3233,13700100405010,,,,,,,,,,,,,,,,,,,,
3234,13700100405011,,,,,,,,,,,,,,,,,,,,
3235,13700100405012,,,,,,,,,,,,,,,,,,,,
3236,13700100901001,,,,,,,,,,,,,,,,,,,,
3237,13700100901002,,,,,,,,,,,,,,,,,,,,
3238,13700100901003,,,,,,,,,,,,,,,,,,,,
3239,13700100901004,,,,,,,,,,,,,,,,,,,,
3240,13700100901005,,,,,,,,,,,,,,,,,,,,
3241,13700100901006,,,,,,,,,,,,,,,,,,,,
3242,13700100901007,,,,,,,,,,,,,,,,,,,,
3243,13700100901008,,,,,,,,,,,,,,,,,,,,
3244,13700100901009,1.0,4.0,IKEA,1.0,,,,,,,,,,,,,,,,
3245,13700100901010,,,,,,,,,,,,,,,,,,,,
3246,13700100901011,1.0,3.0,solar panal,2.0,1.0,2.0,200.0,2.0,1.0,1.0,1.0,,650.0,1.0,1.0,,2.0,2.0,6.0,111.0
3247,13700100901012,,,,,,,,,,,,,,,,,,,,
3248,13700101407001,,,,,,,,,,,,,,,,,,,,
3249,13700101407002,,,,,,,,,,,,,,,,,,,,
3250,13700101407003,,,,,,,,,,,,,,,,,,,,
3251,13700101407004,,,,,,,,,,,,,,,,,,,,
3252,13700101407005,,,,,,,,,,,,,,,,,,,,
3253,13700101407006,,,,,,,,,,,,,,,,,,,,
3254,13700101407007,,,,,,,,,,,,,,,,,,,,
3255,13700101407008,,,,,,,,,,,,,,,,,,,,
3256,13700101407009,,,,,,,,,,,,,,,,,,,,
3257,13700101407010,,,,,,,,,,,,,,,,,,,,
3258,13700101407011,,,,,,,,,,,,,,,,,,,,
3259,13700101407012,,,,,,,,,,,,,,,,,,,,
3260,13700101901001,,,,,,,,,,,,,,,,,,,,
3261,13700101901002,,,,,,,,,,,,,,,,,,,,
3262,13700101901003,,,,,,,,,,,,,,,,,,,,
3263,13700101901004,,,,,,,,,,,,,,,,,,,,
3264,13700101901005,,,,,,,,,,,,,,,,,,,,
3265,13700101901006,,,,,,,,,,,,,,,,,,,,
3266,13700101901007,,,,,,,,,,,,,,,,,,,,
3267,13700101901008,,,,,,,,,,,,,,,,,,,,
3268,13700101901009,,,,,,,,,,,,,,,,,,,,
3269,13700101901010,,,,,,,,,,,,,,,,,,,,
3270,13700101901011,,,,,,,,,,,,,,,,,,,,
3271,13700101901012,,,,,,,,,,,,,,,,,,,,
3272,14720100113001,,,,,,,,,,,,,,,,,,,,
3273,14720100113002,,,,,,,,,,,,,,,,,,,,
3274,14720100113003,,,,,,,,,,,,,,,,,,,,
3275,14720100113004,,,,,,,,,,,,,,,,,,,,
3276,14720100113006,,,,,,,,,,,,,,,,,,,,
3277,14720100113007,,,,,,,,,,,,,,,,,,,,
3278,14720100113008,,,,,,,,,,,,,,,,,,,,
3279,14720100113009,,,,,,,,,,,,,,,,,,,,
3280,14720100113010,,,,,,,,,,,,,,,,,,,,
3281,14720100113011,,,,,,,,,,,,,,,,,,,,
3282,14720100113012,,,,,,,,,,,,,,,,,,,,
3283,14720100113013,,,,,,,,,,,,,,,,,,,,
3284,14720100113014,,,,,,,,,,,,,,,,,,,,
3285,14720100113015,,,,,,,,,,,,,,,,,,,,
3286,14720100113016,,,,,,,,,,,,,,,,,,,,
3287,14720100113017,,,,,,,,,,,,,,,,,,,,
3288,14720100113018,,,,,,,,,,,,,,,,,,,,
3289,14720100113019,,,,,,,,,,,,,,,,,,,,
3290,14720100113020,,,,,,,,,,,,,,,,,,,,
3291,14720100211001,,,,,,,,,,,,,,,,,,,,
3292,14720100211002,,,,,,,,,,,,,,,,,,,,
3293,14720100211003,,,,,,,,,,,,,,,,,,,,
3294,14720100211004,,,,,,,,,,,,,,,,,,,,
3295,14720100211005,,,,,,,,,,,,,,,,,,,,
3296,14720100211006,,,,,,,,,,,,,,,,,,,,
3297,14720100211007,,,,,,,,,,,,,,,,,,,,
3298,14720100211008,,,,,,,,,,,,,,,,,,,,
3299,14720100211009,,,,,,,,,,,,,,,,,,,,
3300,14720100211010,,,,,,,,,,,,,,,,,,,,
3301,14720100211011,,,,,,,,,,,,,,,,,,,,
3302,14720100211012,,,,,,,,,,,,,,,,,,,,
3303,14720100211013,,,,,,,,,,,,,,,,,,,,
3304,14720100211014,,,,,,,,,,,,,,,,,,,,
3305,14720100211015,,,,,,,,,,,,,,,,,,,,
3306,14720100211016,,,,,,,,,,,,,,,,,,,,
3307,14720100211017,,,,,,,,,,,,,,,,,,,,
3308,14720100211018,,,,,,,,,,,,,,,,,,,,
3309,14720100211019,,,,,,,,,,,,,,,,,,,,
3310,14720100211020,,,,,,,,,,,,,,,,,,,,
3311,14720100222001,,,,,,,,,,,,,,,,,,,,
3312,14720100222002,,,,,,,,,,,,,,,,,,,,
3313,14720100222003,,,,,,,,,,,,,,,,,,,,
3314,14720100222004,,,,,,,,,,,,,,,,,,,,
3315,14720100222005,,,,,,,,,,,,,,,,,,,,
3316,14720100222006,,,,,,,,,,,,,,,,,,,,
3317,14720100222007,,,,,,,,,,,,,,,,,,,,
3318,14720100222008,,,,,,,,,,,,,,,,,,,,
3319,14720100222009,1.0,2.0,2,2.0,3.0,35.0,6.0,1.0,1.0,2.0,1.0,,800.0,1.0,3.0,,2.0,2.0,5.0,111.0
3320,14720100222010,,,,,,,,,,,,,,,,,,,,
3321,14720100222011,,,,,,,,,,,,,,,,,,,,
3322,14720100222012,,,,,,,,,,,,,,,,,,,,
3323,14720100222013,,,,,,,,,,,,,,,,,,,,
3324,14720100222014,,,,,,,,,,,,,,,,,,,,
3325,14720100222015,,,,,,,,,,,,,,,,,,,,
3326,14720100222016,,,,,,,,,,,,,,,,,,,,
3327,14720100222017,,,,,,,,,,,,,,,,,,,,
3328,14720100222018,,,,,,,,,,,,,,,,,,,,
3329,14720100222019,,,,,,,,,,,,,,,,,,,,
3330,14720100222020,,,,,,,,,,,,,,,,,,,,
3331,14720100315001,,,,,,,,,,,,,,,,,,,,
3332,14720100315003,,,,,,,,,,,,,,,,,,,,
3333,14720100315004,,,,,,,,,,,,,,,,,,,,
3334,14720100315005,,,,,,,,,,,,,,,,,,,,
3335,14720100315006,1.0,99.0,there is no model number,1.0,,,,,,,,,,,,,,,,
3336,14720100315012,,,,,,,,,,,,,,,,,,,,
3337,14720100315047,,,,,,,,,,,,,,,,,,,,
3338,14720100315054,,,,,,,,,,,,,,,,,,,,
3339,14720100315061,,,,,,,,,,,,,,,,,,,,
3340,14720100315068,,,,,,,,,,,,,,,,,,,,
3341,14720100315075,,,,,,,,,,,,,,,,,,,,
3342,14720100315082,,,,,,,,,,,,,,,,,,,,
3343,14720100315089,,,,,,,,,,,,,,,,,,,,
3344,14720100315096,,,,,,,,,,,,,,,,,,,,
3345,14720100315103,,,,,,,,,,,,,,,,,,,,
3346,14720100315110,,,,,,,,,,,,,,,,,,,,
3347,14720100315117,,,,,,,,,,,,,,,,,,,,
3348,14720100315124,,,,,,,,,,,,,,,,,,,,
3349,14720100315131,,,,,,,,,,,,,,,,,,,,
3350,14720100315138,,,,,,,,,,,,,,,,,,,,
3351,14720100326001,,,,,,,,,,,,,,,,,,,,
3352,14720100326002,,,,,,,,,,,,,,,,,,,,
3353,14720100326003,,,,,,,,,,,,,,,,,,,,
3354,14720100326004,,,,,,,,,,,,,,,,,,,,
3355,14720100326005,,,,,,,,,,,,,,,,,,,,
3356,14720100326006,,,,,,,,,,,,,,,,,,,,
3357,14720100326007,,,,,,,,,,,,,,,,,,,,
3358,14720100326008,,,,,,,,,,,,,,,,,,,,
3359,14720100326009,,,,,,,,,,,,,,,,,,,,
3360,14720100326010,,,,,,,,,,,,,,,,,,,,
3361,14720100326011,,,,,,,,,,,,,,,,,,,,
3362,14720100326012,,,,,,,,,,,,,,,,,,,,
3363,14720100326013,,,,,,,,,,,,,,,,,,,,
3364,14720100326014,,,,,,,,,,,,,,,,,,,,
3365,14720100326015,,,,,,,,,,,,,,,,,,,,
3366,14720100326016,,,,,,,,,,,,,,,,,,,,
3367,14720100326017,,,,,,,,,,,,,,,,,,,,
3368,14720100326018,,,,,,,,,,,,,,,,,,,,
3369,14720100326019,,,,,,,,,,,,,,,,,,,,
3370,14720100326020,,,,,,,,,,,,,,,,,,,,
3371,14720100406001,,,,,,,,,,,,,,,,,,,,
3372,14720100406002,,,,,,,,,,,,,,,,,,,,
3373,14720100406003,,,,,,,,,,,,,,,,,,,,
3374,14720100406004,,,,,,,,,,,,,,,,,,,,
3375,14720100406005,,,,,,,,,,,,,,,,,,,,
3376,14720100406006,,,,,,,,,,,,,,,,,,,,
3377,14720100406007,,,,,,,,,,,,,,,,,,,,
3378,14720100406008,1.0,2.0,Bw -A780,2.0,3.0,888.0,110.0,2.0,1.0,1.0,1.0,,300.0,1.0,3.0,,2.0,2.0,8.0,111.0
3379,14720100406009,,,,,,,,,,,,,,,,,,,,
3380,14720100406010,,,,,,,,,,,,,,,,,,,,
3381,14720100406011,,,,,,,,,,,,,,,,,,,,
3382,14720100406012,,,,,,,,,,,,,,,,,,,,
3383,14720100512001,,,,,,,,,,,,,,,,,,,,
3384,14720100512002,1.0,99.0,sp-p-3-sw,1.0,,,,,,,,,,,,,,,,
3385,14720100512003,,,,,,,,,,,,,,,,,,,,
3386,14720100512004,,,,,,,,,,,,,,,,,,,,
3387,14720100512006,,,,,,,,,,,,,,,,,,,,
3388,14720100512007,,,,,,,,,,,,,,,,,,,,
3389,14720100512008,,,,,,,,,,,,,,,,,,,,
3390,14720100512009,,,,,,,,,,,,,,,,,,,,
3391,14720100512010,,,,,,,,,,,,,,,,,,,,
3392,14720100512011,,,,,,,,,,,,,,,,,,,,
3393,14720100512012,,,,,,,,,,,,,,,,,,,,
3394,14720100512013,,,,,,,,,,,,,,,,,,,,
3395,14720100512014,,,,,,,,,,,,,,,,,,,,
3396,14720100512015,,,,,,,,,,,,,,,,,,,,
3397,14720100512016,,,,,,,,,,,,,,,,,,,,
3398,14720100512017,,,,,,,,,,,,,,,,,,,,
3399,14720100512018,,,,,,,,,,,,,,,,,,,,
3400,14720100512019,1.0,99.0,sp-p-3.5w,1.0,,,,,,,,,,,,,,,,
3401,14720100512020,,,,,,,,,,,,,,,,,,,,
3402,14720100549006,,,,,,,,,,,,,,,,,,,,
3403,14720100549012,,,,,,,,,,,,,,,,,,,,
3404,14720100549018,,,,,,,,,,,,,,,,,,,,
3405,14720100549024,,,,,,,,,,,,,,,,,,,,
3406,14720100549030,,,,,,,,,,,,,,,,,,,,
3407,14720100549036,,,,,,,,,,,,,,,,,,,,
3408,14720100549042,,,,,,,,,,,,,,,,,,,,
3409,14720100549048,,,,,,,,,,,,,,,,,,,,
3410,14720100549054,,,,,,,,,,,,,,,,,,,,
3411,14720100549060,,,,,,,,,,,,,,,,,,,,
3412,14720100549066,,,,,,,,,,,,,,,,,,,,
3413,14720100549072,,,,,,,,,,,,,,,,,,,,
3414,14720100549078,,,,,,,,,,,,,,,,,,,,
3415,14720100549084,,,,,,,,,,,,,,,,,,,,
3416,14720100549090,,,,,,,,,,,,,,,,,,,,
3417,14720100549096,,,,,,,,,,,,,,,,,,,,
3418,14720100549102,,,,,,,,,,,,,,,,,,,,
3419,14720100549114,,,,,,,,,,,,,,,,,,,,
3420,14720100549120,,,,,,,,,,,,,,,,,,,,
3421,14720100560001,1.0,12.0,GD_8006A,1.0,,,,,,,,,,,,,,,,
3422,14720100560002,3.0,12.0,gdlite,2.0,3.0,7.0,1.0,2.0,1.0,2.0,1.0,,500.0,1.0,3.0,,2.0,2.0,4.0,5.0
3423,14720100560007,,,,,,,,,,,,,,,,,,,,
3424,14720100560008,,,,,,,,,,,,,,,,,,,,
3425,14720100560017,,,,,,,,,,,,,,,,,,,,
3426,14720100560024,,,,,,,,,,,,,,,,,,,,
3427,14720100560031,,,,,,,,,,,,,,,,,,,,
3428,14720100560038,,,,,,,,,,,,,,,,,,,,
3429,14720100560059,,,,,,,,,,,,,,,,,,,,
3430,14720100560066,,,,,,,,,,,,,,,,,,,,
3431,14720100560073,,,,,,,,,,,,,,,,,,,,
3432,14720100560080,,,,,,,,,,,,,,,,,,,,
3433,14720100633001,,,,,,,,,,,,,,,,,,,,
3434,14720100633002,,,,,,,,,,,,,,,,,,,,
3435,14720100633003,,,,,,,,,,,,,,,,,,,,
3436,14720100633004,,,,,,,,,,,,,,,,,,,,
3437,14720100633005,,,,,,,,,,,,,,,,,,,,
3438,14720100633006,,,,,,,,,,,,,,,,,,,,
3439,14720100633007,,,,,,,,,,,,,,,,,,,,
3440,14720100633008,,,,,,,,,,,,,,,,,,,,
3441,14720100633019,,,,,,,,,,,,,,,,,,,,
3442,14720100633052,,,,,,,,,,,,,,,,,,,,
3443,14720100633058,,,,,,,,,,,,,,,,,,,,
3444,14720100633064,,,,,,,,,,,,,,,,,,,,
3445,14720100633070,,,,,,,,,,,,,,,,,,,,
3446,14720100633076,,,,,,,,,,,,,,,,,,,,
3447,14720100633082,,,,,,,,,,,,,,,,,,,,
3448,14720100633088,,,,,,,,,,,,,,,,,,,,
3449,14720100633094,,,,,,,,,,,,,,,,,,,,
3450,14720100633100,,,,,,,,,,,,,,,,,,,,
3451,14720100633106,,,,,,,,,,,,,,,,,,,,
3452,14720100633117,,,,,,,,,,,,,,,,,,,,
3453,14720100702001,,,,,,,,,,,,,,,,,,,,
3454,14720100702002,,,,,,,,,,,,,,,,,,,,
3455,14720100702003,,,,,,,,,,,,,,,,,,,,
3456,14720100702004,,,,,,,,,,,,,,,,,,,,
3457,14720100702005,,,,,,,,,,,,,,,,,,,,
3458,14720100702006,,,,,,,,,,,,,,,,,,,,
3459,14720100702007,,,,,,,,,,,,,,,,,,,,
3460,14720100702008,,,,,,,,,,,,,,,,,,,,
3461,14720100702009,,,,,,,,,,,,,,,,,,,,
3462,14720100702010,,,,,,,,,,,,,,,,,,,,
3463,14720100702011,,,,,,,,,,,,,,,,,,,,
3464,14720100702012,,,,,,,,,,,,,,,,,,,,
3465,14720100702013,,,,,,,,,,,,,,,,,,,,
3466,14720100702014,,,,,,,,,,,,,,,,,,,,
3467,14720100702015,,,,,,,,,,,,,,,,,,,,
3468,14720100702016,,,,,,,,,,,,,,,,,,,,
3469,14720100702017,1.0,11.0,China,2.0,1.0,220.0,110.0,1.0,1.0,1.0,1.0,,150.0,1.0,3.0,,2.0,2.0,4.0,111.0
3470,14720100702018,,,,,,,,,,,,,,,,,,,,
3471,14720100702019,,,,,,,,,,,,,,,,,,,,
3472,14720100702020,,,,,,,,,,,,,,,,,,,,
3473,14730200238003,,,,,,,,,,,,,,,,,,,,
3474,14730200238022,,,,,,,,,,,,,,,,,,,,
3475,14730200238041,,,,,,,,,,,,,,,,,,,,
3476,14730200238060,,,,,,,,,,,,,,,,,,,,
3477,14730200238079,,,,,,,,,,,,,,,,,,,,
3478,14730200238098,,,,,,,,,,,,,,,,,,,,
3479,14730200238117,,,,,,,,,,,,,,,,,,,,
3480,14730200238136,,,,,,,,,,,,,,,,,,,,
3481,14730200238155,,,,,,,,,,,,,,,,,,,,
3482,14730200238174,,,,,,,,,,,,,,,,,,,,
3483,14730200238193,,,,,,,,,,,,,,,,,,,,
3484,14730200238212,,,,,,,,,,,,,,,,,,,,
3485,14730200527001,,,,,,,,,,,,,,,,,,,,
3486,14730200527002,1.0,1.0,??? km7629,3.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,,150.0,1.0,3.0,,2.0,2.0,0.0,111.0
3487,14730200527003,,,,,,,,,,,,,,,,,,,,
3488,14730200527004,,,,,,,,,,,,,,,,,,,,
3489,14730200527005,,,,,,,,,,,,,,,,,,,,
3490,14730200527006,,,,,,,,,,,,,,,,,,,,
3491,14730200527007,,,,,,,,,,,,,,,,,,,,
3492,14730200527008,,,,,,,,,,,,,,,,,,,,
3493,14730200527009,,,,,,,,,,,,,,,,,,,,
3494,14730200527010,,,,,,,,,,,,,,,,,,,,
3495,14730200527011,,,,,,,,,,,,,,,,,,,,
3496,14730200527012,,,,,,,,,,,,,,,,,,,,
3497,14730200833004,1.0,99.0,yl6616,1.0,,,,,,,,,,,,,,,,
3498,14730200833013,,,,,,,,,,,,,,,,,,,,
3499,14730200833014,,,,,,,,,,,,,,,,,,,,
3500,14730200833015,,,,,,,,,,,,,,,,,,,,
3501,14730200833016,,,,,,,,,,,,,,,,,,,,
3502,14730200833021,,,,,,,,,,,,,,,,,,,,
3503,14730200833106,,,,,,,,,,,,,,,,,,,,
3504,14730200833123,,,,,,,,,,,,,,,,,,,,
3505,14730200833140,,,,,,,,,,,,,,,,,,,,
3506,14730200833157,,,,,,,,,,,,,,,,,,,,
3507,14730200833174,,,,,,,,,,,,,,,,,,,,
3508,14730200833191,,,,,,,,,,,,,,,,,,,,
3509,14740300273001,,,,,,,,,,,,,,,,,,,,
3510,14740300273002,,,,,,,,,,,,,,,,,,,,
3511,14740300273003,,,,,,,,,,,,,,,,,,,,
3512,14740300273004,,,,,,,,,,,,,,,,,,,,
3513,14740300273005,,,,,,,,,,,,,,,,,,,,
3514,14740300273006,1.0,2.0,China,1.0,,,,,,,,,,,,,,,,
3515,14740300273007,,,,,,,,,,,,,,,,,,,,
3516,14740300273008,,,,,,,,,,,,,,,,,,,,
3517,14740300273009,1.0,2.0,China,1.0,,,,,,,,,,,,,,,,
3518,14740300273010,,,,,,,,,,,,,,,,,,,,
3519,14740300273011,,,,,,,,,,,,,,,,,,,,
3520,14740300273012,,,,,,,,,,,,,,,,,,,,
3521,14740300546001,,,,,,,,,,,,,,,,,,,,
3522,14740300546013,,,,,,,,,,,,,,,,,,,,
3523,14740300546025,,,,,,,,,,,,,,,,,,,,
3524,14740300546037,1.0,1.0,giz,1.0,,,,,,,,,,,,,,,,
3525,14740300546049,2.0,12.0,GD LITE,2.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,,450.0,1.0,3.0,,2.0,1.0,1.0,3.0
3526,14740300546061,,,,,,,,,,,,,,,,,,,,
3527,14740300546073,,,,,,,,,,,,,,,,,,,,
3528,14740300546085,,,,,,,,,,,,,,,,,,,,
3529,14740300546097,,,,,,,,,,,,,,,,,,,,
3530,14740300546109,,,,,,,,,,,,,,,,,,,,
3531,14740300546121,,,,,,,,,,,,,,,,,,,,
3532,14740300546133,,,,,,,,,,,,,,,,,,,,
3533,14740301003006,,,,,,,,,,,,,,,,,,,,
3534,14740301003030,,,,,,,,,,,,,,,,,,,,
3535,14740301003054,,,,,,,,,,,,,,,,,,,,
3536,14740301003078,,,,,,,,,,,,,,,,,,,,
3537,14740301003126,,,,,,,,,,,,,,,,,,,,
3538,14740301003161,,,,,,,,,,,,,,,,,,,,
3539,14740301003174,,,,,,,,,,,,,,,,,,,,
3540,14740301003176,,,,,,,,,,,,,,,,,,,,
3541,14740301003180,,,,,,,,,,,,,,,,,,,,
3542,14740301003222,,,,,,,,,,,,,,,,,,,,
3543,14740301003246,,,,,,,,,,,,,,,,,,,,
3544,14740301003268,,,,,,,,,,,,,,,,,,,,
3545,14750400317001,,,,,,,,,,,,,,,,,,,,
3546,14750400317002,,,,,,,,,,,,,,,,,,,,
3547,14750400317003,,,,,,,,,,,,,,,,,,,,
3548,14750400317004,,,,,,,,,,,,,,,,,,,,
3549,14750400317005,,,,,,,,,,,,,,,,,,,,
3550,14750400317006,,,,,,,,,,,,,,,,,,,,
3551,14750400317007,,,,,,,,,,,,,,,,,,,,
3552,14750400317008,,,,,,,,,,,,,,,,,,,,
3553,14750400317009,,,,,,,,,,,,,,,,,,,,
3554,14750400317010,,,,,,,,,,,,,,,,,,,,
3555,14750400317011,,,,,,,,,,,,,,,,,,,,
3556,14750400317012,,,,,,,,,,,,,,,,,,,,
3557,14750400612001,,,,,,,,,,,,,,,,,,,,
3558,14750400612002,,,,,,,,,,,,,,,,,,,,
3559,14750400612003,,,,,,,,,,,,,,,,,,,,
3560,14750400612004,,,,,,,,,,,,,,,,,,,,
3561,14750400612005,,,,,,,,,,,,,,,,,,,,
3562,14750400612006,,,,,,,,,,,,,,,,,,,,
3563,14750400612007,,,,,,,,,,,,,,,,,,,,
3564,14750400612008,,,,,,,,,,,,,,,,,,,,
3565,14750400612009,,,,,,,,,,,,,,,,,,,,
3566,14750400612010,,,,,,,,,,,,,,,,,,,,
3567,14750400612011,,,,,,,,,,,,,,,,,,,,
3568,14750400612012,,,,,,,,,,,,,,,,,,,,
3569,14750401001001,,,,,,,,,,,,,,,,,,,,
3570,14750401001002,,,,,,,,,,,,,,,,,,,,
3571,14750401001003,1.0,1.0,,2.0,1.0,300.0,12.0,2.0,1.0,1.0,1.0,,300.0,1.0,1.0,,2.0,2.0,12.0,111.0
3572,14750401001004,,,,,,,,,,,,,,,,,,,,
3573,14750401001005,,,,,,,,,,,,,,,,,,,,
3574,14750401001006,,,,,,,,,,,,,,,,,,,,
3575,14750401001007,,,,,,,,,,,,,,,,,,,,
3576,14750401001008,,,,,,,,,,,,,,,,,,,,
3577,14750401001009,,,,,,,,,,,,,,,,,,,,
3578,14750401001010,,,,,,,,,,,,,,,,,,,,
3579,14750401001011,,,,,,,,,,,,,,,,,,,,
3580,14750401001012,,,,,,,,,,,,,,,,,,,,
3581,14760500307001,,,,,,,,,,,,,,,,,,,,
3582,14760500307002,,,,,,,,,,,,,,,,,,,,
3583,14760500307003,,,,,,,,,,,,,,,,,,,,
3584,14760500307004,,,,,,,,,,,,,,,,,,,,
3585,14760500307005,,,,,,,,,,,,,,,,,,,,
3586,14760500307006,,,,,,,,,,,,,,,,,,,,
3587,14760500307007,,,,,,,,,,,,,,,,,,,,
3588,14760500307008,,,,,,,,,,,,,,,,,,,,
3589,14760500307009,,,,,,,,,,,,,,,,,,,,
3590,14760500307010,,,,,,,,,,,,,,,,,,,,
3591,14760500307011,,,,,,,,,,,,,,,,,,,,
3592,14760500307012,,,,,,,,,,,,,,,,,,,,
3593,14760500307013,,,,,,,,,,,,,,,,,,,,
3594,14760500307014,,,,,,,,,,,,,,,,,,,,
3595,14760500307015,,,,,,,,,,,,,,,,,,,,
3596,14760500307016,,,,,,,,,,,,,,,,,,,,
3597,14760500307017,,,,,,,,,,,,,,,,,,,,
3598,14760500307018,,,,,,,,,,,,,,,,,,,,
3599,14760500307019,,,,,,,,,,,,,,,,,,,,
3600,14760500307020,,,,,,,,,,,,,,,,,,,,
3601,14760500318001,,,,,,,,,,,,,,,,,,,,
3602,14760500318002,,,,,,,,,,,,,,,,,,,,
3603,14760500318003,2.0,1.0,gd  3.5wp,2.0,3.0,4.0,12.0,2.0,1.0,1.0,1.0,,600.0,1.0,3.0,,2.0,2.0,2.0,6.0
3604,14760500318004,,,,,,,,,,,,,,,,,,,,
3605,14760500318005,,,,,,,,,,,,,,,,,,,,
3606,14760500318006,,,,,,,,,,,,,,,,,,,,
3607,14760500318007,,,,,,,,,,,,,,,,,,,,
3608,14760500318008,,,,,,,,,,,,,,,,,,,,
3609,14760500318009,,,,,,,,,,,,,,,,,,,,
3610,14760500318010,,,,,,,,,,,,,,,,,,,,
3611,14760500318011,,,,,,,,,,,,,,,,,,,,
3612,14760500318012,,,,,,,,,,,,,,,,,,,,
3613,14760500318013,,,,,,,,,,,,,,,,,,,,
3614,14760500318014,,,,,,,,,,,,,,,,,,,,
3615,14760500318015,,,,,,,,,,,,,,,,,,,,
3616,14760500318016,,,,,,,,,,,,,,,,,,,,
3617,14760500318017,,,,,,,,,,,,,,,,,,,,
3618,14760500318018,,,,,,,,,,,,,,,,,,,,
3619,14760500318019,,,,,,,,,,,,,,,,,,,,
3620,14760500318020,,,,,,,,,,,,,,,,,,,,
3621,14760500330001,,,,,,,,,,,,,,,,,,,,
3622,14760500330002,,,,,,,,,,,,,,,,,,,,
3623,14760500330003,,,,,,,,,,,,,,,,,,,,
3624,14760500330004,,,,,,,,,,,,,,,,,,,,
3625,14760500330005,,,,,,,,,,,,,,,,,,,,
3626,14760500330006,,,,,,,,,,,,,,,,,,,,
3627,14760500330007,,,,,,,,,,,,,,,,,,,,
3628,14760500330008,,,,,,,,,,,,,,,,,,,,
3629,14760500330009,,,,,,,,,,,,,,,,,,,,
3630,14760500330010,,,,,,,,,,,,,,,,,,,,
3631,14760500330011,,,,,,,,,,,,,,,,,,,,
3632,14760500330012,,,,,,,,,,,,,,,,,,,,
3633,14760500330013,,,,,,,,,,,,,,,,,,,,
3634,14760500330014,,,,,,,,,,,,,,,,,,,,
3635,14760500330015,,,,,,,,,,,,,,,,,,,,
3636,14760500330016,,,,,,,,,,,,,,,,,,,,
3637,14760500330017,,,,,,,,,,,,,,,,,,,,
3638,14760500330018,,,,,,,,,,,,,,,,,,,,
3639,14760500330019,,,,,,,,,,,,,,,,,,,,
3640,14760500330021,,,,,,,,,,,,,,,,,,,,
3641,14760500409001,,,,,,,,,,,,,,,,,,,,
3642,14760500409002,,,,,,,,,,,,,,,,,,,,
3643,14760500409003,,,,,,,,,,,,,,,,,,,,
3644,14760500409004,,,,,,,,,,,,,,,,,,,,
3645,14760500409005,,,,,,,,,,,,,,,,,,,,
3646,14760500409006,,,,,,,,,,,,,,,,,,,,
3647,14760500409007,,,,,,,,,,,,,,,,,,,,
3648,14760500409008,,,,,,,,,,,,,,,,,,,,
3649,14760500409009,,,,,,,,,,,,,,,,,,,,
3650,14760500409010,,,,,,,,,,,,,,,,,,,,
3651,14760500409011,,,,,,,,,,,,,,,,,,,,
