,HHID,IndividualID,quest_id,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,HI_7,A1,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,EAID
18299,14790800514015,1479080051401504,4045,14,79,8,5,14,1,15,4,1,3,25,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,3.0,19.0,12.0,26.0,2000.0,2.0,,14080810800514.0
18300,14790800514015,1479080051401505,4045,14,79,8,5,14,1,15,5,1,3,25,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,1.0,19.0,10.0,22.0,1500.0,2.0,,14080810800514.0
18301,14790800514016,1479080051401601,4046,14,79,8,5,14,1,16,1,2,1,50,1,1.0,2.0,12.0,1.0,1.0,2.0,1.0,3.0,19.0,12.0,30.0,2000.0,1.0,2.0,14080810800514.0
18302,14790800514016,1479080051401602,4046,14,79,8,5,14,1,16,2,1,3,28,1,1.0,2.0,16.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800514.0
18303,14790800514016,1479080051401603,4046,14,79,8,5,14,1,16,3,1,3,27,1,1.0,2.0,16.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800514.0
18304,14790800514016,1479080051401604,4046,14,79,8,5,14,1,16,4,2,3,24,1,1.0,2.0,16.0,1.0,1.0,1.0,1.0,16.0,19.0,12.0,30.0,0.0,2.0,,14080810800514.0
18305,14790800514016,1479080051401605,4046,14,79,8,5,14,1,16,5,1,3,20,1,1.0,1.0,15.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800514.0
18306,14790800514017,1479080051401701,4047,14,79,8,5,14,1,17,1,2,1,45,1,2.0,,,1.0,7.0,1.0,1.0,8.0,,10.0,26.0,1200.0,2.0,,14080810800514.0
18307,14790800514017,1479080051401702,4047,14,79,8,5,14,1,17,2,2,3,35,1,1.0,2.0,11.0,1.0,7.0,2.0,1.0,8.0,,8.0,26.0,800.0,2.0,,14080810800514.0
18308,14790800514017,1479080051401703,4047,14,79,8,5,14,1,17,3,2,3,20,1,1.0,2.0,8.0,1.0,5.0,3.0,1.0,8.0,,8.0,10.0,800.0,2.0,,14080810800514.0
18309,14790800514017,1479080051401704,4047,14,79,8,5,14,1,17,4,1,3,20,1,1.0,1.0,15.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800514.0
18310,14790800514017,1479080051401705,4047,14,79,8,5,14,1,17,5,2,3,18,1,1.0,1.0,10.0,1.0,5.0,2.0,1.0,10.0,,,,,,,14080810800514.0
18311,14790800514017,1479080051401706,4047,14,79,8,5,14,1,17,6,1,4,13,1,1.0,1.0,6.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800514.0
18312,14790800514018,1479080051401801,4048,14,79,8,5,14,1,18,1,2,1,48,1,2.0,,,1.0,7.0,1.0,1.0,8.0,,12.0,30.0,1000.0,2.0,,14080810800514.0
18313,14790800514018,1479080051401802,4048,14,79,8,5,14,1,18,2,1,3,21,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800514.0
18314,14790800514018,1479080051401803,4048,14,79,8,5,14,1,18,3,1,3,19,1,1.0,1.0,10.0,1.0,5.0,2.0,1.0,10.0,,,,,,,14080810800514.0
18315,14790800514019,1479080051401901,4049,14,79,8,5,14,1,19,1,1,1,42,1,1.0,2.0,6.0,1.0,1.0,6.0,1.0,8.0,,12.0,30.0,2000.0,2.0,,14080810800514.0
18316,14790800514019,1479080051401902,4049,14,79,8,5,14,1,19,2,2,2,32,1,2.0,,,1.0,1.0,1.0,1.0,8.0,,12.0,30.0,800.0,2.0,,14080810800514.0
18317,14790800514019,1479080051401903,4049,14,79,8,5,14,1,19,3,2,3,14,1,1.0,1.0,7.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800514.0
18318,14790800514019,1479080051401904,4049,14,79,8,5,14,1,19,4,2,3,12,1,1.0,1.0,5.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800514.0
18319,14790800514019,1479080051401905,4049,14,79,8,5,14,1,19,5,1,3,10,1,1.0,1.0,3.0,2.0,,,,,,,,,,,14080810800514.0
18320,14790800514020,1479080051402001,4050,14,79,8,5,14,1,20,1,1,1,60,1,2.0,,,1.0,1.0,6.0,1.0,11.0,,,,,,,14080810800514.0
18321,14790800514020,1479080051402002,4050,14,79,8,5,14,1,20,2,2,2,55,1,2.0,,,1.0,1.0,6.0,1.0,15.0,,,,,,,14080810800514.0
18322,14790800514020,1479080051402003,4050,14,79,8,5,14,1,20,3,2,3,30,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,1.0,19.0,12.0,30.0,2000.0,2.0,,14080810800514.0
18323,14790800514020,1479080051402004,4050,14,79,8,5,14,1,20,4,2,3,28,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,4.0,19.0,12.0,22.0,1500.0,2.0,,14080810800514.0
18324,14790800611001,1479080061100101,4051,14,79,8,6,11,1,1,1,2,1,70,1,2.0,,,1.0,8.0,1.0,1.0,13.0,,,,,,,14080810800611.0
18325,14790800611001,1479080061100102,4051,14,79,8,6,11,1,1,2,2,4,28,1,1.0,2.0,6.0,1.0,5.0,1.0,1.0,1.0,9.0,8.0,25.0,400.0,2.0,,14080810800611.0
18326,14790800611001,1479080061100103,4051,14,79,8,6,11,1,1,3,2,4,20,1,1.0,2.0,16.0,1.0,5.0,1.0,1.0,14.0,,,,,,,14080810800611.0
18327,14790800611002,1479080061100201,4052,14,79,8,6,11,1,2,1,1,1,70,1,1.0,2.0,3.0,1.0,1.0,6.0,1.0,3.0,7.0,6.0,10.0,300.0,2.0,,14080810800611.0
18328,14790800611002,1479080061100202,4052,14,79,8,6,11,1,2,2,2,2,40,1,2.0,,,1.0,1.0,1.0,1.0,8.0,,9.0,10.0,400.0,2.0,,14080810800611.0
18329,14790800611002,1479080061100203,4052,14,79,8,6,11,1,2,3,1,3,18,1,1.0,2.0,8.0,1.0,5.0,6.0,1.0,8.0,,6.0,15.0,1500.0,2.0,,14080810800611.0
18330,14790800611002,1479080061100204,4052,14,79,8,6,11,1,2,4,1,3,14,1,1.0,1.0,8.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800611.0
18331,14790800611002,1479080061100205,4052,14,79,8,6,11,1,2,5,2,3,16,1,1.0,1.0,2.0,1.0,5.0,1.0,1.0,10.0,,,,,,,14080810800611.0
18332,14790800611003,1479080061100301,4053,14,79,8,6,11,1,3,1,1,1,34,1,1.0,2.0,8.0,1.0,5.0,1.0,1.0,14.0,,,,,,,14080810800611.0
18333,14790800611003,1479080061100302,4053,14,79,8,6,11,1,3,2,1,7,34,1,1.0,2.0,10.0,1.0,1.0,6.0,1.0,1.0,13.0,12.0,23.0,3000.0,2.0,,14080810800611.0
18334,14790800611003,1479080061100303,4053,14,79,8,6,11,1,3,3,1,7,30,1,1.0,2.0,8.0,1.0,5.0,6.0,1.0,8.0,,8.0,15.0,1000.0,2.0,,14080810800611.0
18335,14790800611003,1479080061100304,4053,14,79,8,6,11,1,3,4,2,7,25,1,1.0,2.0,9.0,1.0,5.0,1.0,1.0,14.0,,,,,,,14080810800611.0
18336,14790800611004,1479080061100401,4054,14,79,8,6,11,1,4,1,2,1,30,1,2.0,,,1.0,1.0,1.0,1.0,16.0,20.0,12.0,30.0,0.0,2.0,,14080810800611.0
18337,14790800611004,1479080061100402,4054,14,79,8,6,11,1,4,2,1,2,40,1,1.0,2.0,10.0,1.0,1.0,6.0,1.0,3.0,7.0,12.0,25.0,1500.0,2.0,,14080810800611.0
18338,14790800611004,1479080061100403,4054,14,79,8,6,11,1,4,3,1,3,3,2,,,,,,,,,,,,,,,14080810800611.0
18339,14790800611004,1479080061100404,4054,14,79,8,6,11,1,4,4,2,13,30,1,2.0,,,1.0,5.0,1.0,1.0,17.0,20.0,5.0,30.0,200.0,2.0,,14080810800611.0
18340,14790800611005,1479080061100501,4055,14,79,8,6,11,1,5,1,2,1,35,1,2.0,,,1.0,6.0,1.0,1.0,8.0,,8.0,20.0,1500.0,2.0,,14080810800611.0
18341,14790800611005,1479080061100502,4055,14,79,8,6,11,1,5,2,1,3,17,1,1.0,1.0,1.0,1.0,5.0,6.0,1.0,4.0,7.0,12.0,25.0,1200.0,2.0,,14080810800611.0
18342,14790800611005,1479080061100503,4055,14,79,8,6,11,1,5,3,2,3,9,1,1.0,1.0,1.0,2.0,,,,,,,,,,,14080810800611.0
18343,14790800611006,1479080061100601,4056,14,79,8,6,11,1,6,1,2,1,28,1,1.0,2.0,8.0,1.0,5.0,1.0,1.0,1.0,9.0,6.0,26.0,400.0,2.0,,14080810800611.0
18344,14790800611007,1479080061100701,4057,14,79,8,6,11,1,7,1,2,1,70,1,2.0,,,1.0,8.0,1.0,1.0,4.0,7.0,10.0,25.0,1000.0,2.0,,14080810800611.0
18345,14790800611007,1479080061100702,4057,14,79,8,6,11,1,7,2,2,3,39,1,1.0,1.0,16.0,1.0,5.0,1.0,1.0,1.0,14.0,12.0,25.0,3000.0,2.0,,14080810800611.0
18346,14790800611007,1479080061100703,4057,14,79,8,6,11,1,7,3,1,3,28,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,1.0,13.0,10.0,20.0,5000.0,2.0,,14080810800611.0
18347,14790800611007,1479080061100704,4057,14,79,8,6,11,1,7,4,2,7,23,1,1.0,1.0,9.0,1.0,5.0,1.0,1.0,10.0,,,,,,,14080810800611.0
18348,14790800611007,1479080061100705,4057,14,79,8,6,11,1,7,5,1,4,4,2,,,,,,,,,,,,,,,14080810800611.0
18349,14790800611008,1479080061100801,4058,14,79,8,6,11,1,8,1,2,1,58,1,1.0,2.0,6.0,1.0,8.0,1.0,1.0,11.0,,,,,,,14080810800611.0
18350,14790800611008,1479080061100802,4058,14,79,8,6,11,1,8,2,2,3,35,1,1.0,2.0,12.0,1.0,5.0,1.0,1.0,15.0,,,,,,,14080810800611.0
18351,14790800611008,1479080061100803,4058,14,79,8,6,11,1,8,3,1,4,30,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,8.0,,12.0,28.0,1500.0,2.0,,14080810800611.0
18352,14790800611009,1479080061100901,4059,14,79,8,6,11,1,9,1,2,1,50,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800611.0
18353,14790800611009,1479080061100902,4059,14,79,8,6,11,1,9,2,1,2,70,1,1.0,2.0,12.0,1.0,1.0,6.0,1.0,13.0,,,,,,,14080810800611.0
18354,14790800611009,1479080061100903,4059,14,79,8,6,11,1,9,3,1,3,20,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800611.0
18355,14790800611009,1479080061100904,4059,14,79,8,6,11,1,9,4,1,3,17,1,1.0,1.0,8.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800611.0
18356,14790800611009,1479080061100905,4059,14,79,8,6,11,1,9,5,2,3,15,1,1.0,1.0,8.0,1.0,5.0,1.0,1.0,10.0,,,,,,,14080810800611.0
18357,14790800611009,1479080061100906,4059,14,79,8,6,11,1,9,6,2,3,8,1,1.0,1.0,2.0,2.0,,,,,,,,,,,14080810800611.0
18358,14790800611009,1479080061100907,4059,14,79,8,6,11,1,9,7,2,4,17,1,1.0,2.0,4.0,1.0,6.0,1.0,1.0,14.0,,,,,,,14080810800611.0
18359,14790800611010,1479080061101001,4060,14,79,8,6,11,1,10,1,1,1,23,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,3.0,7.0,12.0,26.0,3000.0,2.0,,14080810800611.0
18360,14790800611010,1479080061101002,4060,14,79,8,6,11,1,10,2,1,6,60,1,1.0,2.0,3.0,1.0,1.0,6.0,1.0,11.0,,,,,,,14080810800611.0
18361,14790800611010,1479080061101003,4060,14,79,8,6,11,1,10,3,1,7,35,1,1.0,2.0,11.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800611.0
18362,14790800611010,1479080061101004,4060,14,79,8,6,11,1,10,4,1,7,18,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,8.0,,10.0,25.0,2000.0,2.0,,14080810800611.0
18363,14790800611010,1479080061101005,4060,14,79,8,6,11,1,10,5,1,7,12,1,1.0,2.0,7.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800611.0
18364,14790800611010,1479080061101006,4060,14,79,8,6,11,1,10,6,2,6,14,1,1.0,2.0,7.0,1.0,5.0,1.0,2.0,,,,,,,,14080810800611.0
18365,14790800611010,1479080061101007,4060,14,79,8,6,11,1,10,7,2,6,58,1,2.0,,,1.0,1.0,1.0,1.0,12.0,,,,,,,14080810800611.0
18366,14790800611011,1479080061101101,4061,14,79,8,6,11,1,11,1,2,1,25,1,1.0,2.0,8.0,1.0,1.0,1.0,1.0,14.0,,,,,,,14080810800611.0
18367,14790800611011,1479080061101102,4061,14,79,8,6,11,1,11,2,1,2,27,1,1.0,2.0,4.0,1.0,1.0,6.0,1.0,14.0,,,,,,,14080810800611.0
18368,14790800611011,1479080061101103,4061,14,79,8,6,11,1,11,3,2,7,20,1,1.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,9.0,12.0,26.0,600.0,2.0,,14080810800611.0
18369,14790800611011,1479080061101104,4061,14,79,8,6,11,1,11,4,2,7,25,1,1.0,2.0,6.0,1.0,5.0,1.0,1.0,1.0,9.0,12.0,26.0,800.0,2.0,,14080810800611.0
18370,14790800611011,1479080061101105,4061,14,79,8,6,11,1,11,5,2,4,5,1,1.0,2.0,0.0,2.0,,,,,,,,,,,14080810800611.0
18371,14790800611012,1479080061101201,4062,14,79,8,6,11,1,12,1,1,1,32,1,1.0,1.0,12.0,1.0,1.0,6.0,1.0,15.0,,,,,,,14080810800611.0
18372,14790800611012,1479080061101202,4062,14,79,8,6,11,1,12,2,2,2,31,1,1.0,1.0,9.0,1.0,1.0,1.0,1.0,14.0,,,,,,,14080810800611.0
18373,14790800611012,1479080061101203,4062,14,79,8,6,11,1,12,3,2,7,38,1,1.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,7.0,12.0,26.0,30000.0,2.0,,14080810800611.0
18374,14790800611012,1479080061101204,4062,14,79,8,6,11,1,12,4,2,7,36,1,1.0,1.0,12.0,1.0,1.0,1.0,1.0,4.0,13.0,12.0,26.0,50000.0,2.0,,14080810800611.0
18375,14790800611012,1479080061101205,4062,14,79,8,6,11,1,12,5,1,12,29,1,1.0,1.0,12.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800611.0
18376,14790800611012,1479080061101206,4062,14,79,8,6,11,1,12,6,1,3,10,1,1.0,1.0,5.0,2.0,,,,,,,,,,,14080810800611.0
18377,14790800611012,1479080061101207,4062,14,79,8,6,11,1,12,7,2,3,8,1,1.0,1.0,1.0,2.0,,,,,,,,,,,14080810800611.0
18378,14790800611013,1479080061101301,4063,14,79,8,6,11,1,13,1,1,1,65,1,1.0,2.0,4.0,1.0,1.0,6.0,1.0,15.0,,,,,,,14080810800611.0
18379,14790800611013,1479080061101302,4063,14,79,8,6,11,1,13,2,2,2,58,1,2.0,,,1.0,1.0,1.0,1.0,12.0,,,,,,,14080810800611.0
18380,14790800611013,1479080061101303,4063,14,79,8,6,11,1,13,3,1,3,22,1,1.0,2.0,8.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800611.0
18381,14790800611013,1479080061101304,4063,14,79,8,6,11,1,13,4,2,3,17,1,1.0,1.0,15.0,1.0,5.0,1.0,1.0,10.0,,,,,,,14080810800611.0
18382,14790800611014,1479080061101401,4064,14,79,8,6,11,1,14,1,2,1,34,1,1.0,2.0,8.0,1.0,1.0,1.0,1.0,14.0,,,,,,,14080810800611.0
18383,14790800611014,1479080061101402,4064,14,79,8,6,11,1,14,2,1,3,14,1,1.0,1.0,9.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800611.0
18384,14790800611014,1479080061101403,4064,14,79,8,6,11,1,14,3,2,3,13,1,1.0,1.0,7.0,1.0,5.0,1.0,2.0,,,,,,,,14080810800611.0
18385,14790800611014,1479080061101404,4064,14,79,8,6,11,1,14,4,2,3,11,1,1.0,1.0,5.0,2.0,,,,,,,,,,,14080810800611.0
18386,14790800611014,1479080061101405,4064,14,79,8,6,11,1,14,5,2,3,1,2,,,,,,,,,,,,,,,14080810800611.0
18387,14790800611014,1479080061101406,4064,14,79,8,6,11,1,14,6,1,7,33,1,1.0,2.0,8.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800611.0
18388,14790800611015,1479080061101501,4065,14,79,8,6,11,1,15,1,2,1,38,1,2.0,,,1.0,8.0,1.0,1.0,3.0,7.0,12.0,26.0,3000.0,2.0,,14080810800611.0
18389,14790800611015,1479080061101502,4065,14,79,8,6,11,1,15,2,2,3,17,1,1.0,1.0,9.0,1.0,5.0,1.0,1.0,10.0,,,,,,,14080810800611.0
18390,14790800611015,1479080061101503,4065,14,79,8,6,11,1,15,3,2,3,15,1,1.0,1.0,5.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800611.0
18391,14790800611015,1479080061101504,4065,14,79,8,6,11,1,15,4,1,3,7,1,1.0,1.0,1.0,2.0,,,,,,,,,,,14080810800611.0
18392,14790800611015,1479080061101505,4065,14,79,8,6,11,1,15,5,2,3,2,2,,,,,,,,,,,,,,,14080810800611.0
18393,14790800611016,1479080061101601,4066,14,79,8,6,11,1,16,1,2,1,27,1,1.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,14.0,12.0,26.0,5000.0,2.0,,14080810800611.0
18394,14790800611016,1479080061101602,4066,14,79,8,6,11,1,16,2,1,2,32,1,1.0,1.0,9.0,1.0,1.0,6.0,1.0,3.0,19.0,12.0,25.0,3000.0,2.0,,14080810800611.0
18395,14790800611016,1479080061101603,4066,14,79,8,6,11,1,16,3,2,7,14,1,1.0,2.0,7.0,1.0,5.0,1.0,2.0,,,,,,,,14080810800611.0
18396,14790800611016,1479080061101604,4066,14,79,8,6,11,1,16,4,1,3,2,2,,,,,,,,,,,,,,,14080810800611.0
18397,14790800611017,1479080061101701,4067,14,79,8,6,11,1,17,1,1,1,28,1,1.0,2.0,8.0,1.0,1.0,6.0,1.0,3.0,7.0,12.0,25.0,3000.0,2.0,,14080810800611.0
18398,14790800611017,1479080061101702,4067,14,79,8,6,11,1,17,2,2,2,20,1,1.0,2.0,6.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800611.0
18399,14790800611017,1479080061101703,4067,14,79,8,6,11,1,17,3,1,7,22,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800611.0
18400,14790800611017,1479080061101704,4067,14,79,8,6,11,1,17,4,2,7,19,1,1.0,2.0,7.0,1.0,5.0,1.0,1.0,14.0,,,,,,,14080810800611.0
18401,14790800611017,1479080061101705,4067,14,79,8,6,11,1,17,5,2,7,1,2,,,,,,,,,,,,,,,14080810800611.0
18402,14790800611018,1479080061101801,4068,14,79,8,6,11,1,18,1,1,1,60,1,1.0,2.0,12.0,1.0,1.0,6.0,1.0,1.0,14.0,12.0,30.0,1500.0,2.0,,14080810800611.0
18403,14790800611018,1479080061101802,4068,14,79,8,6,11,1,18,2,2,2,44,1,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,12.0,26.0,800.0,2.0,,14080810800611.0
18404,14790800611018,1479080061101803,4068,14,79,8,6,11,1,18,3,2,3,28,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,13.0,12.0,30.0,1500.0,2.0,,14080810800611.0
18405,14790800611018,1479080061101804,4068,14,79,8,6,11,1,18,4,1,3,25,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800611.0
18406,14790800611018,1479080061101805,4068,14,79,8,6,11,1,18,5,2,3,19,1,1.0,1.0,15.0,1.0,5.0,1.0,1.0,10.0,,,,,,,14080810800611.0
18407,14790800611019,1479080061101901,4069,14,79,8,6,11,1,19,1,1,1,64,1,1.0,2.0,6.0,1.0,1.0,6.0,1.0,1.0,14.0,7.0,28.0,1000.0,2.0,,14080810800611.0
18408,14790800611019,1479080061101902,4069,14,79,8,6,11,1,19,2,2,2,50,1,2.0,,,1.0,1.0,1.0,1.0,12.0,,,,,,,14080810800611.0
18409,14790800611019,1479080061101903,4069,14,79,8,6,11,1,19,3,1,3,34,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,13.0,,,,,,,14080810800611.0
18410,14790800611019,1479080061101904,4069,14,79,8,6,11,1,19,4,1,3,32,1,1.0,2.0,16.0,1.0,5.0,6.0,1.0,1.0,14.0,12.0,28.0,3000.0,2.0,,14080810800611.0
18411,14790800611019,1479080061101905,4069,14,79,8,6,11,1,19,5,1,3,26,1,1.0,2.0,16.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800611.0
18412,14790800611020,1479080061102001,4070,14,79,8,6,11,1,20,1,2,1,25,1,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,25.0,500.0,2.0,,14080810800611.0
18413,14790800611020,1479080061102002,4070,14,79,8,6,11,1,20,2,1,2,27,1,1.0,2.0,10.0,1.0,1.0,6.0,1.0,4.0,19.0,12.0,25.0,2500.0,2.0,,14080810800611.0
18414,14790800611020,1479080061102003,4070,14,79,8,6,11,1,20,3,1,3,5,1,1.0,1.0,0.0,2.0,,,,,,,,,,,14080810800611.0
18415,14790800611020,1479080061102004,4070,14,79,8,6,11,1,20,4,2,3,1,2,,,,,,,,,,,,,,,14080810800611.0
18416,14790800611020,1479080061102005,4070,14,79,8,6,11,1,20,5,1,3,1,2,,,,,,,,,,,,,,,14080810800611.0
18417,14790800622001,1479080062200101,4071,14,79,8,6,22,1,1,1,2,1,45,1,2.0,,,1.0,8.0,1.0,1.0,3.0,7.0,12.0,20.0,10.0,2.0,,14080810800622.0
18418,14790800622001,1479080062200102,4071,14,79,8,6,22,1,1,2,1,3,30,1,1.0,2.0,6.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800622.0
18419,14790800622001,1479080062200103,4071,14,79,8,6,22,1,1,3,1,3,20,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800622.0
18420,14790800622001,1479080062200104,4071,14,79,8,6,22,1,1,4,2,3,14,1,1.0,1.0,8.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800622.0
18421,14790800622002,1479080062200201,4072,14,79,8,6,22,1,2,1,2,1,35,1,1.0,1.0,15.0,1.0,8.0,1.0,1.0,1.0,16.0,12.0,22.0,1200.0,2.0,,14080810800622.0
18422,14790800622002,1479080062200202,4072,14,79,8,6,22,1,2,2,2,7,25,1,1.0,1.0,14.0,1.0,5.0,1.0,1.0,10.0,,,,,,,14080810800622.0
18423,14790800622002,1479080062200203,4072,14,79,8,6,22,1,2,3,1,3,21,1,1.0,1.0,13.0,1.0,5.0,2.0,1.0,10.0,,,,,,,14080810800622.0
18424,14790800622002,1479080062200204,4072,14,79,8,6,22,1,2,4,2,7,15,1,1.0,1.0,8.0,1.0,5.0,1.0,1.0,10.0,,,,,,,14080810800622.0
18425,14790800622002,1479080062200205,4072,14,79,8,6,22,1,2,5,2,4,9,1,1.0,1.0,3.0,2.0,,,,,,,,,,,14080810800622.0
18426,14790800622003,1479080062200301,4073,14,79,8,6,22,1,3,1,2,1,55,1,2.0,,,1.0,8.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18427,14790800622003,1479080062200302,4073,14,79,8,6,22,1,3,2,1,3,28,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800622.0
18428,14790800622003,1479080062200303,4073,14,79,8,6,22,1,3,3,2,3,20,1,1.0,2.0,10.0,1.0,5.0,1.0,1.0,14.0,,,,,,,14080810800622.0
18429,14790800622004,1479080062200401,4074,14,79,8,6,22,1,4,1,1,1,30,1,1.0,2.0,10.0,1.0,1.0,6.0,1.0,1.0,3.0,12.0,15.0,700.0,2.0,,14080810800622.0
18430,14790800622004,1479080062200402,4074,14,79,8,6,22,1,4,2,2,2,28,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,14.0,,,,,,,14080810800622.0
18431,14790800622004,1479080062200403,4074,14,79,8,6,22,1,4,3,1,5,38,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,1.0,1.0,12.0,28.0,3000.0,2.0,,14080810800622.0
18432,14790800622004,1479080062200404,4074,14,79,8,6,22,1,4,4,2,3,11,1,1.0,1.0,6.0,2.0,,,,,,,,,,,14080810800622.0
18433,14790800622004,1479080062200405,4074,14,79,8,6,22,1,4,5,1,3,4,2,,,,,,,,,,,,,,,14080810800622.0
18434,14790800622004,1479080062200406,4074,14,79,8,6,22,1,4,6,1,13,4,2,,,,,,,,,,,,,,,14080810800622.0
18435,14790800622005,1479080062200501,4075,14,79,8,6,22,1,5,1,2,1,35,1,1.0,2.0,5.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18436,14790800622005,1479080062200502,4075,14,79,8,6,22,1,5,2,1,2,40,1,1.0,2.0,10.0,1.0,1.0,6.0,1.0,14.0,,,,,,,14080810800622.0
18437,14790800622005,1479080062200503,4075,14,79,8,6,22,1,5,3,2,3,19,1,1.0,1.0,15.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800622.0
18438,14790800622005,1479080062200504,4075,14,79,8,6,22,1,5,4,2,3,20,1,1.0,2.0,5.0,1.0,5.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18439,14790800622006,1479080062200601,4076,14,79,8,6,22,1,6,1,1,1,60,1,2.0,,,1.0,1.0,6.0,1.0,8.0,,12.0,26.0,800.0,2.0,,14080810800622.0
18440,14790800622006,1479080062200602,4076,14,79,8,6,22,1,6,2,2,2,45,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18441,14790800622006,1479080062200603,4076,14,79,8,6,22,1,6,3,2,3,40,1,1.0,2.0,6.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18442,14790800622006,1479080062200604,4076,14,79,8,6,22,1,6,4,2,4,3,2,,,,,,,,,,,,,,,14080810800622.0
18443,14790800622007,1479080062200701,4077,14,79,8,6,22,1,7,1,1,1,40,1,1.0,2.0,12.0,1.0,1.0,6.0,1.0,1.0,7.0,12.0,20.0,1000.0,2.0,,14080810800622.0
18444,14790800622007,1479080062200702,4077,14,79,8,6,22,1,7,2,2,2,35,1,1.0,2.0,8.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18445,14790800622007,1479080062200703,4077,14,79,8,6,22,1,7,3,1,5,25,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,8.0,,12.0,18.0,1000.0,2.0,,14080810800622.0
18446,14790800622007,1479080062200704,4077,14,79,8,6,22,1,7,4,2,5,10,1,1.0,2.0,5.0,2.0,,,,,,,,,,,14080810800622.0
18447,14790800622007,1479080062200705,4077,14,79,8,6,22,1,7,5,2,3,8,1,1.0,1.0,3.0,2.0,,,,,,,,,,,14080810800622.0
18448,14790800622007,1479080062200706,4077,14,79,8,6,22,1,7,6,2,3,3,2,,,,,,,,,,,,,,,14080810800622.0
18449,14790800622008,1479080062200801,4078,14,79,8,6,22,1,8,1,2,1,30,1,1.0,2.0,4.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18450,14790800622008,1479080062200802,4078,14,79,8,6,22,1,8,2,1,2,40,1,1.0,2.0,12.0,1.0,1.0,6.0,1.0,8.0,,6.0,26.0,500.0,2.0,,14080810800622.0
18451,14790800622008,1479080062200803,4078,14,79,8,6,22,1,8,3,2,3,11,1,1.0,1.0,5.0,2.0,,,,,,,,,,,14080810800622.0
18452,14790800622008,1479080062200804,4078,14,79,8,6,22,1,8,4,1,5,30,1,1.0,2.0,4.0,1.0,1.0,6.0,1.0,15.0,,,,,,,14080810800622.0
