,HHID,H2,H3,H4,H5,H6,H7,H8,H9,H12,H13,H14,H14_unit,H15,C2
476,01010400404027,2,2,,,,,,,,,,,,2
477,01010400404027,3,1,,1.0,,1.0,,10.0,3.0,3.0,0.0,-88.0,,2
478,01010400404027,4,1,,,,,,11.0,12.0,1.0,50.0,1.0,0.0,2
479,01010400404027,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
480,01010400404027,6,2,,,,,,,,,,,,2
481,01010400404027,7,2,,,,,,,,,,,,2
482,01010400404027,8,2,,,,,,,,,,,,2
483,01010400404027,9,2,,,,,,,,,,,,2
484,01010400404027,10,2,,,,,,,,,,,,2
485,01010400404027,11,2,,,,,,,,,,,,2
486,01010400404027,12,2,,,,,,,,,,,,2
487,01010400404027,13,2,,,,,,,,,,,,2
488,01010400404027,14,2,,,,,,,,,,,,2
489,01010400404027,15,2,,,,,,,,,,,,2
490,01010400404027,16,2,,,,,,,,,,,,2
491,01010400404027,17,2,,,,,,,,,,,,2
492,01010400404027,18,2,,,,,,,,,,,,2
493,01010400404027,19,2,,,,,,,,,,,,2
494,01010400404046,1,2,,,,,,,,,,,,2
495,01010400404046,2,2,,,,,,,,,,,,2
496,01010400404046,3,1,,1.0,,1.0,,10.0,2.0,3.0,8.0,3.0,0.0,2
497,01010400404046,4,1,,,,,,11.0,12.0,1.0,50.0,1.0,0.0,2
498,01010400404046,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
499,01010400404046,6,2,,,,,,,,,,,,2
500,01010400404046,7,2,,,,,,,,,,,,2
501,01010400404046,8,2,,,,,,,,,,,,2
502,01010400404046,9,2,,,,,,,,,,,,2
503,01010400404046,10,2,,,,,,,,,,,,2
504,01010400404046,11,2,,,,,,,,,,,,2
505,01010400404046,12,2,,,,,,,,,,,,2
506,01010400404046,13,2,,,,,,,,,,,,2
507,01010400404046,14,2,,,,,,,,,,,,2
508,01010400404046,15,2,,,,,,,,,,,,2
509,01010400404046,16,2,,,,,,,,,,,,2
510,01010400404046,17,2,,,,,,,,,,,,2
511,01010400404046,18,2,,,,,,,,,,,,2
512,01010400404046,19,2,,,,,,,,,,,,2
513,01010400404060,1,2,,,,,,,,,,,,2
514,01010400404060,2,2,,,,,,,,,,,,2
515,01010400404060,3,1,,1.0,,1.0,,10.0,3.0,3.0,0.0,-88.0,,2
516,01010400404060,4,1,,,,,,11.0,25.0,1.0,,,0.0,2
517,01010400404060,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
518,01010400404060,6,1,1.0,,,,,,1.0,7.0,2.0,7.0,32.0,2
519,01010400404060,7,2,,,,,,,,,,,,2
520,01010400404060,8,2,,,,,,,,,,,,2
521,01010400404060,9,2,,,,,,,,,,,,2
522,01010400404060,10,2,,,,,,,,,,,,2
523,01010400404060,11,2,,,,,,,,,,,,2
524,01010400404060,12,2,,,,,,,,,,,,2
525,01010400404060,13,2,,,,,,,,,,,,2
526,01010400404060,14,2,,,,,,,,,,,,2
527,01010400404060,15,2,,,,,,,,,,,,2
528,01010400404060,16,2,,,,,,,,,,,,2
529,01010400404060,17,2,,,,,,,,,,,,2
530,01010400404060,18,2,,,,,,,,,,,,2
531,01010400404060,19,2,,,,,,,,,,,,2
532,01010400404084,1,2,,,,,,,,,,,,2
533,01010400404084,2,2,,,,,,,,,,,,2
534,01010400404084,3,1,,1.0,,,,10.0,1.0,12.0,4.0,12.0,0.0,2
535,01010400404084,4,2,,,,,,,,,,,,2
536,01010400404084,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
537,01010400404084,6,2,,,,,,,,,,,,2
538,01010400404084,7,2,,,,,,,,,,,,2
539,01010400404084,8,2,,,,,,,,,,,,2
540,01010400404084,9,2,,,,,,,,,,,,2
541,01010400404084,10,2,,,,,,,,,,,,2
542,01010400404084,11,2,,,,,,,,,,,,2
543,01010400404084,12,2,,,,,,,,,,,,2
544,01010400404084,13,2,,,,,,,,,,,,2
545,01010400404084,14,2,,,,,,,,,,,,2
546,01010400404084,15,2,,,,,,,,,,,,2
547,01010400404084,16,2,,,,,,,,,,,,2
548,01010400404084,17,2,,,,,,,,,,,,2
549,01010400404084,18,2,,,,,,,,,,,,2
550,01010400404084,19,2,,,,,,,,,,,,2
551,01010400404103,1,2,,,,,,,,,,,,2
552,01010400404103,2,2,,,,,,,,,,,,2
553,01010400404103,3,1,,1.0,,1.0,,10.0,2.0,3.0,8.0,3.0,0.0,2
554,01010400404103,4,1,,,,,,11.0,6.0,1.0,25.0,1.0,0.0,2
555,01010400404103,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
556,01010400404103,6,2,,,,,,,,,,,,2
557,01010400404103,7,2,,,,,,,,,,,,2
558,01010400404103,8,2,,,,,,,,,,,,2
559,01010400404103,9,2,,,,,,,,,,,,2
560,01010400404103,10,2,,,,,,,,,,,,2
561,01010400404103,11,2,,,,,,,,,,,,2
562,01010400404103,12,2,,,,,,,,,,,,2
563,01010400404103,13,2,,,,,,,,,,,,2
564,01010400404103,14,2,,,,,,,,,,,,2
565,01010400404103,15,2,,,,,,,,,,,,2
566,01010400404103,16,2,,,,,,,,,,,,2
567,01010400404103,17,2,,,,,,,,,,,,2
568,01010400404103,18,2,,,,,,,,,,,,2
569,01010400404103,19,2,,,,,,,,,,,,2
570,01010400404122,1,2,,,,,,,,,,,,2
571,01010400404122,2,2,,,,,,,,,,,,2
572,01010400404122,3,1,,1.0,,1.0,,11.0,5.0,3.0,20.0,3.0,0.0,2
573,01010400404122,4,1,,,,,,11.0,12.0,1.0,50.0,1.0,0.0,2
574,01010400404122,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
575,01010400404122,6,2,,,,,,,,,,,,2
576,01010400404122,7,2,,,,,,,,,,,,2
577,01010400404122,8,2,,,,,,,,,,,,2
578,01010400404122,9,2,,,,,,,,,,,,2
579,01010400404122,10,2,,,,,,,,,,,,2
580,01010400404122,11,2,,,,,,,,,,,,2
581,01010400404122,12,2,,,,,,,,,,,,2
582,01010400404122,13,2,,,,,,,,,,,,2
583,01010400404122,14,2,,,,,,,,,,,,2
584,01010400404122,15,2,,,,,,,,,,,,2
585,01010400404122,16,2,,,,,,,,,,,,2
586,01010400404122,17,2,,,,,,,,,,,,2
587,01010400404122,18,2,,,,,,,,,,,,2
588,01010400404122,19,2,,,,,,,,,,,,2
589,01010400404141,1,2,,,,,,,,,,,,2
590,01010400404141,2,2,,,,,,,,,,,,2
591,01010400404141,3,1,,1.0,,1.0,,11.0,1.0,3.0,4.0,3.0,0.0,2
592,01010400404141,4,2,,,,,,,,,,,,2
593,01010400404141,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
594,01010400404141,6,2,,,,,,,,,,,,2
595,01010400404141,7,2,,,,,,,,,,,,2
596,01010400404141,8,2,,,,,,,,,,,,2
597,01010400404141,9,2,,,,,,,,,,,,2
598,01010400404141,10,2,,,,,,,,,,,,2
599,01010400404141,11,2,,,,,,,,,,,,2
600,01010400404141,12,2,,,,,,,,,,,,2
601,01010400404141,13,2,,,,,,,,,,,,2
602,01010400404141,14,2,,,,,,,,,,,,2
603,01010400404141,15,2,,,,,,,,,,,,2
604,01010400404141,16,2,,,,,,,,,,,,2
605,01010400404141,17,2,,,,,,,,,,,,2
606,01010400404141,18,2,,,,,,,,,,,,2
607,01010400404141,19,2,,,,,,,,,,,,2
608,01010400404160,1,2,,,,,,,,,,,,2
609,01010400404160,2,2,,,,,,,,,,,,2
610,01010400404160,3,1,,1.0,,1.0,,10.0,3.0,3.0,12.0,3.0,0.0,2
611,01010400404160,4,1,,,,,,11.0,10.0,1.0,40.0,1.0,0.0,2
612,01010400404160,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
613,01010400404160,6,2,,,,,,,,,,,,2
614,01010400404160,7,2,,,,,,,,,,,,2
615,01010400404160,8,2,,,,,,,,,,,,2
616,01010400404160,9,2,,,,,,,,,,,,2
617,01010400404160,10,2,,,,,,,,,,,,2
618,01010400404160,11,2,,,,,,,,,,,,2
619,01010400404160,12,2,,,,,,,,,,,,2
620,01010400404160,13,2,,,,,,,,,,,,2
621,01010400404160,14,2,,,,,,,,,,,,2
622,01010400404160,15,2,,,,,,,,,,,,2
623,01010400404160,16,2,,,,,,,,,,,,2
624,01010400404160,17,2,,,,,,,,,,,,2
625,01010400404160,18,2,,,,,,,,,,,,2
626,01010400404160,19,2,,,,,,,,,,,,2
627,01010400404178,1,2,,,,,,,,,,,,2
628,01010400404178,2,2,,,,,,,,,,,,2
629,01010400404178,3,1,,1.0,,1.0,,10.0,3.0,3.0,12.0,3.0,0.0,2
630,01010400404178,4,1,,,,,,11.0,12.0,1.0,50.0,1.0,0.0,2
631,01010400404178,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
632,01010400404178,6,1,1.0,,,,,,1.0,7.0,1.0,7.0,19.0,2
633,01010400404178,7,2,,,,,,,,,,,,2
634,01010400404178,8,2,,,,,,,,,,,,2
635,01010400404178,9,2,,,,,,,,,,,,2
636,01010400404178,10,2,,,,,,,,,,,,2
637,01010400404178,11,2,,,,,,,,,,,,2
638,01010400404178,12,2,,,,,,,,,,,,2
639,01010400404178,13,2,,,,,,,,,,,,2
640,01010400404178,14,2,,,,,,,,,,,,2
641,01010400404178,15,2,,,,,,,,,,,,2
642,01010400404178,16,2,,,,,,,,,,,,2
643,01010400404178,17,2,,,,,,,,,,,,2
644,01010400404178,18,2,,,,,,,,,,,,2
645,01010400404178,19,2,,,,,,,,,,,,2
646,01010400404197,1,2,,,,,,,,,,,,2
647,01010400404197,2,2,,,,,,,,,,,,2
648,01010400404197,3,1,,1.0,,1.0,,11.0,1.0,3.0,4.0,3.0,0.0,2
649,01010400404197,4,1,,,,,,11.0,12.0,1.0,50.0,1.0,0.0,2
650,01010400404197,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
651,01010400404197,6,2,,,,,,,,,,,,2
652,01010400404197,7,2,,,,,,,,,,,,2
653,01010400404197,8,2,,,,,,,,,,,,2
654,01010400404197,9,2,,,,,,,,,,,,2
655,01010400404197,10,2,,,,,,,,,,,,2
656,01010400404197,11,2,,,,,,,,,,,,2
657,01010400404197,12,2,,,,,,,,,,,,2
658,01010400404197,13,2,,,,,,,,,,,,2
659,01010400404197,14,2,,,,,,,,,,,,2
660,01010400404197,15,2,,,,,,,,,,,,2
661,01010400404197,16,2,,,,,,,,,,,,2
662,01010400404197,17,2,,,,,,,,,,,,2
663,01010400404197,18,2,,,,,,,,,,,,2
664,01010400404197,19,2,,,,,,,,,,,,2
665,01010400404216,1,2,,,,,,,,,,,,2
666,01010400404216,2,2,,,,,,,,,,,,2
667,01010400404216,3,1,,1.0,,1.0,,10.0,1.0,3.0,4.0,3.0,0.0,2
668,01010400404216,4,1,,,,,,11.0,12.0,1.0,50.0,1.0,0.0,2
669,01010400404216,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
670,01010400404216,6,2,,,,,,,,,,,,2
671,01010400404216,7,2,,,,,,,,,,,,2
672,01010400404216,8,2,,,,,,,,,,,,2
673,01010400404216,9,2,,,,,,,,,,,,2
674,01010400404216,10,2,,,,,,,,,,,,2
675,01010400404216,11,2,,,,,,,,,,,,2
676,01010400404216,12,2,,,,,,,,,,,,2
677,01010400404216,13,2,,,,,,,,,,,,2
678,01010400404216,14,2,,,,,,,,,,,,2
679,01010400404216,15,2,,,,,,,,,,,,2
680,01010400404216,16,2,,,,,,,,,,,,2
681,01010400404216,17,2,,,,,,,,,,,,2
682,01010400404216,18,2,,,,,,,,,,,,2
683,01010400404216,19,2,,,,,,,,,,,,2
684,01010400804007,1,2,,,,,,,,,,,,2
685,01010400804007,2,2,,,,,,,,,,,,2
686,01010400804007,3,1,,1.0,,1.0,,,15.0,6.0,30.0,6.0,0.0,2
687,01010400804007,4,1,,1.0,,,,11.0,1.0,5.0,1.0,4.0,0.0,2
688,01010400804007,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
689,01010400804007,6,2,,,,,,,,,,,,2
690,01010400804007,7,2,,,,,,,,,,,,2
691,01010400804007,8,2,,,,,,,,,,,,2
692,01010400804007,9,1,,1.0,,,,,30.0,10.0,,,0.0,2
693,01010400804007,10,1,,1.0,,,,,1.0,3.0,4.0,3.0,0.0,2
694,01010400804007,11,2,,,,,,,,,,,,2
695,01010400804007,12,2,,,,,,,,,,,,2
696,01010400804007,13,2,,,,,,,,,,,,2
697,01010400804007,14,2,,,,,,,,,,,,2
698,01010400804007,15,2,,,,,,,,,,,,2
699,01010400804007,16,2,,,,,,,,,,,,2
700,01010400804007,17,2,,,,,,,,,,,,2
701,01010400804007,18,2,,,,,,,,,,,,2
702,01010400804007,19,2,,,,,,,,,,,,2
703,01010400804027,1,2,,,,,,,,,,,,2
704,01010400804027,2,1,,1.0,,,,,1.0,6.0,4.0,6.0,160.0,2
705,01010400804027,3,2,,,,,,,,,,,,2
706,01010400804027,4,1,,1.0,,1.0,,11.0,10.0,8.0,1.0,5.0,60.0,2
707,01010400804027,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
708,01010400804027,6,2,,,,,,,,,,,,2
709,01010400804027,7,2,,,,,,,,,,,,2
710,01010400804027,8,2,,,,,,,,,,,,2
711,01010400804027,9,2,,,,,,,,,,,,2
712,01010400804027,10,2,,,,,,,,,,,,2
713,01010400804027,11,2,,,,,,,,,,,,2
714,01010400804027,12,2,,,,,,,,,,,,2
715,01010400804027,13,2,,,,,,,,,,,,2
716,01010400804027,14,2,,,,,,,,,,,,2
717,01010400804027,15,2,,,,,,,,,,,,2
718,01010400804027,16,2,,,,,,,,,,,,2
719,01010400804027,17,2,,,,,,,,,,,,2
720,01010400804027,18,2,,,,,,,,,,,,2
721,01010400804027,19,2,,,,,,,,,,,,2
722,01010400804047,1,2,,,,,,,,,,,,2
723,01010400804047,2,2,,,,,,,,,,,,2
724,01010400804047,3,2,,,,,,,,,,,,2
725,01010400804047,4,1,,,,,,11.0,10.0,8.0,3.0,5.0,160.0,2
726,01010400804047,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
727,01010400804047,6,2,,,,,,,,,,,,2
728,01010400804047,7,2,,,,,,,,,,,,2
729,01010400804047,8,2,,,,,,,,,,,,2
730,01010400804047,9,2,,,,,,,,,,,,2
731,01010400804047,10,2,,,,,,,,,,,,2
732,01010400804047,11,2,,,,,,,,,,,,2
733,01010400804047,12,2,,,,,,,,,,,,2
734,01010400804047,13,2,,,,,,,,,,,,2
735,01010400804047,14,2,,,,,,,,,,,,2
736,01010400804047,15,1,,1.0,,1.0,,,1.0,5.0,4.0,5.0,0.0,2
737,01010400804047,16,2,,,,,,,,,,,,2
738,01010400804047,17,2,,,,,,,,,,,,2
739,01010400804047,18,2,,,,,,,,,,,,2
740,01010400804047,19,2,,,,,,,,,,,,2
741,01010400804067,1,2,,,,,,,,,,,,2
742,01010400804067,2,1,,1.0,,,,,1.0,12.0,4.0,12.0,200.0,2
743,01010400804067,3,2,,,,,,,,,,,,2
744,01010400804067,4,1,,1.0,,1.0,,11.0,8.0,1.0,50.0,1.0,200.0,2
745,01010400804067,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
746,01010400804067,6,2,,,,,,,,,,,,2
747,01010400804067,7,2,,,,,,,,,,,,2
748,01010400804067,8,2,,,,,,,,,,,,2
749,01010400804067,9,2,,,,,,,,,,,,2
750,01010400804067,10,2,,,,,,,,,,,,2
751,01010400804067,11,2,,,,,,,,,,,,2
752,01010400804067,12,2,,,,,,,,,,,,2
753,01010400804067,13,2,,,,,,,,,,,,2
754,01010400804067,14,2,,,,,,,,,,,,2
755,01010400804067,15,2,,,,,,,,,,,,2
756,01010400804067,16,2,,,,,,,,,,,,2
757,01010400804067,17,2,,,,,,,,,,,,2
758,01010400804067,18,2,,,,,,,,,,,,2
759,01010400804067,19,2,,,,,,,,,,,,2
760,01010400804087,1,2,,,,,,,,,,,,2
761,01010400804087,2,1,,1.0,,1.0,,,2.0,12.0,8.0,12.0,400.0,2
762,01010400804087,3,2,,,,,,,,,,,,2
763,01010400804087,4,1,,,,,,11.0,12.0,1.0,50.0,1.0,100.0,2
764,01010400804087,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
765,01010400804087,6,2,,,,,,,,,,,,2
766,01010400804087,7,2,,,,,,,,,,,,2
767,01010400804087,8,2,,,,,,,,,,,,2
768,01010400804087,9,1,,1.0,,,,,10.0,13.0,40.0,13.0,0.0,2
769,01010400804087,10,2,,,,,,,,,,,,2
770,01010400804087,11,2,,,,,,,,,,,,2
771,01010400804087,12,2,,,,,,,,,,,,2
772,01010400804087,13,2,,,,,,,,,,,,2
773,01010400804087,14,2,,,,,,,,,,,,2
774,01010400804087,15,2,,,,,,,,,,,,2
775,01010400804087,16,2,,,,,,,,,,,,2
776,01010400804087,17,2,,,,,,,,,,,,2
777,01010400804087,18,2,,,,,,,,,,,,2
778,01010400804087,19,2,,,,,,,,,,,,2
779,01010400804107,1,2,,,,,,,,,,,,2
780,01010400804107,2,1,,1.0,,1.0,,,1.0,12.0,4.0,12.0,120.0,2
781,01010400804107,3,2,,,,,,,,,,,,2
782,01010400804107,4,1,,1.0,,,,11.0,1.0,5.0,2.0,5.0,100.0,2
783,01010400804107,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
784,01010400804107,6,1,1.0,,,,,,150.0,16.0,,,20.0,2
785,01010400804107,7,2,,,,,,,,,,,,2
786,01010400804107,8,2,,,,,,,,,,,,2
787,01010400804107,9,1,,1.0,,,,,1.0,5.0,4.0,5.0,0.0,2
788,01010400804107,10,2,,,,,,,,,,,,2
789,01010400804107,11,2,,,,,,,,,,,,2
790,01010400804107,12,2,,,,,,,,,,,,2
791,01010400804107,13,2,,,,,,,,,,,,2
792,01010400804107,14,2,,,,,,,,,,,,2
793,01010400804107,15,2,,,,,,,,,,,,2
794,01010400804107,16,2,,,,,,,,,,,,2
795,01010400804107,17,2,,,,,,,,,,,,2
796,01010400804107,18,2,,,,,,,,,,,,2
797,01010400804107,19,2,,,,,,,,,,,,2
798,01010400804127,1,2,,,,,,,,,,,,2
799,01010400804127,2,1,,1.0,,,,,1.0,12.0,4.0,12.0,200.0,2
800,01010400804127,3,2,,,,,,,,,,,,2
801,01010400804127,4,1,,1.0,,1.0,,11.0,12.0,1.0,50.0,1.0,120.0,2
802,01010400804127,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
803,01010400804127,6,2,,,,,,,,,,,,2
804,01010400804127,7,2,,,,,,,,,,,,2
805,01010400804127,8,2,,,,,,,,,,,,2
806,01010400804127,9,2,,,,,,,,,,,,2
807,01010400804127,10,2,,,,,,,,,,,,2
808,01010400804127,11,2,,,,,,,,,,,,2
809,01010400804127,12,2,,,,,,,,,,,,2
810,01010400804127,13,2,,,,,,,,,,,,2
811,01010400804127,14,2,,,,,,,,,,,,2
812,01010400804127,15,2,,,,,,,,,,,,2
813,01010400804127,16,2,,,,,,,,,,,,2
814,01010400804127,17,2,,,,,,,,,,,,2
815,01010400804127,18,2,,,,,,,,,,,,2
816,01010400804127,19,2,,,,,,,,,,,,2
817,01010400804147,1,2,,,,,,,,,,,,2
818,01010400804147,2,1,,1.0,,,,,2.0,12.0,8.0,12.0,400.0,2
819,01010400804147,3,2,,,,,,,,,,,,2
820,01010400804147,4,1,,1.0,,1.0,,11.0,12.0,1.0,50.0,1.0,200.0,2
821,01010400804147,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
822,01010400804147,6,2,,,,,,,,,,,,2
823,01010400804147,7,2,,,,,,,,,,,,2
824,01010400804147,8,2,,,,,,,,,,,,2
825,01010400804147,9,2,,,,,,,,,,,,2
826,01010400804147,10,2,,,,,,,,,,,,2
827,01010400804147,11,2,,,,,,,,,,,,2
828,01010400804147,12,2,,,,,,,,,,,,2
829,01010400804147,13,2,,,,,,,,,,,,2
830,01010400804147,14,2,,,,,,,,,,,,2
831,01010400804147,15,2,,,,,,,,,,,,2
832,01010400804147,16,2,,,,,,,,,,,,2
833,01010400804147,17,2,,,,,,,,,,,,2
834,01010400804147,18,2,,,,,,,,,,,,2
835,01010400804147,19,2,,,,,,,,,,,,2
836,01010400804167,1,2,,,,,,,,,,,,2
837,01010400804167,2,1,,1.0,,1.0,,,4.0,12.0,16.0,12.0,400.0,2
838,01010400804167,3,2,,,,,,,,,,,,2
839,01010400804167,4,1,,1.0,,,,11.0,13.0,1.0,50.0,1.0,160.0,2
840,01010400804167,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
841,01010400804167,6,2,,,,,,,,,,,,2
842,01010400804167,7,2,,,,,,,,,,,,2
843,01010400804167,8,2,,,,,,,,,,,,2
844,01010400804167,9,2,,,,,,,,,,,,2
845,01010400804167,10,2,,,,,,,,,,,,2
846,01010400804167,11,2,,,,,,,,,,,,2
847,01010400804167,12,2,,,,,,,,,,,,2
848,01010400804167,13,2,,,,,,,,,,,,2
849,01010400804167,14,2,,,,,,,,,,,,2
850,01010400804167,15,2,,,,,,,,,,,,2
851,01010400804167,16,2,,,,,,,,,,,,2
852,01010400804167,17,2,,,,,,,,,,,,2
853,01010400804167,18,2,,,,,,,,,,,,2
854,01010400804167,19,2,,,,,,,,,,,,2
855,01010400804187,1,2,,,,,,,,,,,,2
856,01010400804187,2,1,,1.0,,1.0,,,2.0,12.0,8.0,12.0,240.0,2
857,01010400804187,3,2,,,,,,,,,,,,2
858,01010400804187,4,1,,1.0,,,,11.0,6.0,1.0,25.0,1.0,70.0,2
859,01010400804187,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
860,01010400804187,6,2,,,,,,,,,,,,2
861,01010400804187,7,2,,,,,,,,,,,,2
862,01010400804187,8,2,,,,,,,,,,,,2
863,01010400804187,9,1,,1.0,,,,,1.0,5.0,4.0,5.0,0.0,2
864,01010400804187,10,2,,,,,,,,,,,,2
865,01010400804187,11,2,,,,,,,,,,,,2
866,01010400804187,12,2,,,,,,,,,,,,2
867,01010400804187,13,2,,,,,,,,,,,,2
868,01010400804187,14,2,,,,,,,,,,,,2
869,01010400804187,15,2,,,,,,,,,,,,2
870,01010400804187,16,2,,,,,,,,,,,,2
871,01010400804187,17,2,,,,,,,,,,,,2
872,01010400804187,18,2,,,,,,,,,,,,2
873,01010400804187,19,2,,,,,,,,,,,,2
874,01010400804207,1,2,,,,,,,,,,,,2
875,01010400804207,2,1,,1.0,,1.0,,,3.0,12.0,12.0,12.0,300.0,2
876,01010400804207,3,2,,,,,,,,,,,,2
877,01010400804207,4,1,,1.0,,,,11.0,13.0,1.0,50.0,1.0,240.0,2
878,01010400804207,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
879,01010400804207,6,2,,,,,,,,,,,,2
880,01010400804207,7,2,,,,,,,,,,,,2
881,01010400804207,8,2,,,,,,,,,,,,2
882,01010400804207,9,2,,,,,,,,,,,,2
883,01010400804207,10,2,,,,,,,,,,,,2
884,01010400804207,11,2,,,,,,,,,,,,2
885,01010400804207,12,2,,,,,,,,,,,,2
886,01010400804207,13,2,,,,,,,,,,,,2
887,01010400804207,14,2,,,,,,,,,,,,2
888,01010400804207,15,2,,,,,,,,,,,,2
889,01010400804207,16,2,,,,,,,,,,,,2
890,01010400804207,17,2,,,,,,,,,,,,2
891,01010400804207,18,2,,,,,,,,,,,,2
892,01010400804207,19,2,,,,,,,,,,,,2
893,01010400804227,1,2,,,,,,,,,,,,2
894,01010400804227,2,1,,1.0,,1.0,,,3.0,12.0,12.0,12.0,300.0,2
895,01010400804227,3,2,,,,,,,,,,,,2
896,01010400804227,4,1,,1.0,,,,11.0,12.0,1.0,50.0,1.0,240.0,2
897,01010400804227,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
898,01010400804227,6,2,,,,,,,,,,,,2
899,01010400804227,7,2,,,,,,,,,,,,2
900,01010400804227,8,2,,,,,,,,,,,,2
901,01010400804227,9,2,,,,,,,,,,,,2
902,01010400804227,10,2,,,,,,,,,,,,2
903,01010400804227,11,2,,,,,,,,,,,,2
904,01010400804227,12,2,,,,,,,,,,,,2
905,01010400804227,13,2,,,,,,,,,,,,2
906,01010400804227,14,2,,,,,,,,,,,,2
907,01010400804227,15,2,,,,,,,,,,,,2
908,01010400804227,16,2,,,,,,,,,,,,2
909,01010400804227,17,2,,,,,,,,,,,,2
910,01010400804227,18,2,,,,,,,,,,,,2
911,01010400804227,19,2,,,,,,,,,,,,2
912,01020600113003,1,2,,,,,,,,,,,,1
913,01020600113003,2,2,,,,,,,,,,,,1
914,01020600113003,3,2,,,,,,,,,,,,1
915,01020600113003,4,1,,1.0,,1.0,,,7.0,8.0,1.0,4.0,200.0,1
916,01020600113003,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
917,01020600113003,6,2,,,,,,,,,,,,1
918,01020600113003,7,2,,,,,,,,,,,,1
919,01020600113003,8,2,,,,,,,,,,,,1
920,01020600113003,9,2,,,,,,,,,,,,1
921,01020600113003,10,2,,,,,,,,,,,,1
922,01020600113003,11,2,,,,,,,,,,,,1
923,01020600113003,12,2,,,,,,,,,,,,1
924,01020600113003,13,2,,,,,,,,,,,,1
925,01020600113003,14,2,,,,,,,,,,,,1
926,01020600113003,15,2,,,,,,,,,,,,1
927,01020600113003,16,2,,,,,,,,,,,,1
928,01020600113003,17,2,,,,,,,,,,,,1
929,01020600113003,18,2,,,,,,,,,,,,1
930,01020600113003,19,2,,,,,,,,,,,,1
931,01020600113011,1,2,,,,,,,,,,,,1
932,01020600113011,2,2,,,,,,,,,,,,1
933,01020600113011,3,2,,,,,,,,,,,,1
934,01020600113011,4,1,,1.0,,1.0,,,7.0,8.0,2.0,5.0,140.0,1
935,01020600113011,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
936,01020600113011,6,2,,,,,,,,,,,,1
937,01020600113011,7,2,,,,,,,,,,,,1
938,01020600113011,8,2,,,,,,,,,,,,1
939,01020600113011,9,2,,,,,,,,,,,,1
940,01020600113011,10,2,,,,,,,,,,,,1
941,01020600113011,11,2,,,,,,,,,,,,1
942,01020600113011,12,2,,,,,,,,,,,,1
943,01020600113011,13,2,,,,,,,,,,,,1
944,01020600113011,14,2,,,,,,,,,,,,1
945,01020600113011,15,2,,,,,,,,,,,,1
946,01020600113011,16,2,,,,,,,,,,,,1
947,01020600113011,17,2,,,,,,,,,,,,1
948,01020600113011,18,2,,,,,,,,,,,,1
949,01020600113011,19,2,,,,,,,,,,,,1
950,01020600113019,1,2,,,,,,,,,,,,1
951,01020600113019,2,2,,,,,,,,,,,,1
952,01020600113019,3,2,,,,,,,,,,,,1
953,01020600113019,4,1,,1.0,,1.0,,,7.0,8.0,1.0,4.0,140.0,1
954,01020600113019,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
955,01020600113019,6,2,,,,,,,,,,,,1
956,01020600113019,7,2,,,,,,,,,,,,1
957,01020600113019,8,2,,,,,,,,,,,,1
958,01020600113019,9,2,,,,,,,,,,,,1
959,01020600113019,10,2,,,,,,,,,,,,1
960,01020600113019,11,2,,,,,,,,,,,,1
961,01020600113019,12,2,,,,,,,,,,,,1
962,01020600113019,13,2,,,,,,,,,,,,1
963,01020600113019,14,2,,,,,,,,,,,,1
964,01020600113019,15,2,,,,,,,,,,,,1
965,01020600113019,16,2,,,,,,,,,,,,1
966,01020600113019,17,2,,,,,,,,,,,,1
967,01020600113019,18,2,,,,,,,,,,,,1
