,HHID,I35,I36_1,I36_2,HI_1o
2175,04390700103007,5.0,150.0,0.0,17:11:29
2176,04390700103008,5.0,0.0,0.0,19:30:10
2177,04390700103009,5.0,35.0,0.0,20:28:53
2178,04390700103010,5.0,45.0,0.0,07:31:48
2179,04390700103011,5.0,48.0,0.0,00:05:34
2180,04390700103012,,0.0,0.0,10:12:31
2181,04391000302001,2.0,45.0,45.0,06:09:28
2182,04391000302002,2.0,120.0,120.0,08:08:08
2183,04391000302003,,0.0,0.0,07:04:35
2184,04391000302004,2.0,0.0,0.0,07:01:07
2185,04391000302005,5.0,100.0,0.0,15:21:20
2186,04391000302006,1.0,0.0,0.0,13:39:39
2187,04391000302007,2.0,0.0,0.0,08:53:15
2188,04391000302008,2.0,0.0,0.0,05:36:39
2189,04391000302009,3.0,0.0,0.0,11:45:21
2190,04391000302010,3.0,0.0,0.0,01:38:41
2191,04391000302011,5.0,0.0,0.0,08:34:17
2192,04391000302012,5.0,0.0,0.0,02:30:54
2193,05400100401002,5.0,150.0,100.0,03:29:02
2194,05400100401005,5.0,100.0,0.0,05:29:59
2195,05400100401008,,200.0,0.0,07:44:13
2196,05400100401011,,200.0,0.0,09:50:35
2197,05400100401012,,0.0,0.0,10:06:43
2198,05400100401014,,200.0,100.0,03:52:19
2199,05400100401017,,100.0,0.0,05:50:37
2200,05400100401020,,100.0,100.0,03:45:38
2201,05400100401023,,0.0,25.0,05:31:49
2202,05400100401026,,0.0,100.0,08:33:33
2203,05400100401036,,0.0,0.0,03:52:58
2204,05400100401060,,0.0,0.0,05:23:31
2205,05400101201003,,150.0,400.0,04:13:03
2206,05400101201008,5.0,200.0,100.0,06:14:17
2207,05400101201011,2.0,90.0,80.0,09:47:46
2208,05400101201013,5.0,300.0,100.0,08:10:53
2209,05400101201018,5.0,200.0,0.0,09:36:57
2210,05400101201023,5.0,200.0,50.0,03:55:11
2211,05400101201028,5.0,200.0,0.0,06:03:37
2212,05400101201033,1.0,160.0,180.0,15:49:56
2213,05400101201034,2.0,150.0,180.0,05:52:21
2214,05400101201038,2.0,190.0,230.0,05:30:38
2215,05400101201043,1.0,150.0,200.0,07:58:42
2216,05400101201057,1.0,150.0,150.0,03:34:25
2217,05400300103005,,100.0,120.0,03:56:00
2218,05400300103010,,0.0,0.0,09:02:03
2219,05400300103014,5.0,120.0,140.0,17:47:49
2220,05400300103023,5.0,100.0,135.0,20:05:14
2221,05400300103030,,0.0,50.0,04:03:38
2222,05400300103032,5.0,100.0,120.0,10:44:09
2223,05400300103041,5.0,110.0,130.0,03:51:17
2224,05400300103047,,0.0,0.0,05:35:26
2225,05400300103050,5.0,130.0,120.0,06:54:08
2226,05400300103059,,0.0,0.0,03:40:58
2227,05400300103068,,0.0,0.0,05:55:48
2228,05400300103077,,0.0,0.0,07:45:45
2229,05400301101001,1.0,120.0,100.0,03:40:42
2230,05400301101013,,0.0,0.0,04:34:53
2231,05400301101025,5.0,100.0,80.0,07:52:17
2232,05400301101037,1.0,100.0,0.0,09:45:43
2233,05400301101049,5.0,130.0,80.0,03:55:33
2234,05400301101061,,0.0,0.0,05:33:31
2235,05400301101073,,0.0,0.0,03:56:48
2236,05400301101085,,0.0,0.0,05:37:38
2237,05400301101097,,0.0,0.0,07:26:37
2238,05400301101109,,0.0,0.0,08:55:52
2239,05400301101121,,0.0,0.0,03:55:28
2240,05400301101133,,0.0,0.0,05:54:32
2241,05400401501020,5.0,350.0,130.0,02:08:29
2242,05400401501048,,200.0,180.0,18:37:53
2243,05400401501076,,100.0,80.0,10:45:02
2244,05400401501104,,160.0,0.0,14:11:29
2245,05400401501132,,200.0,100.0,22:00:15
2246,05400401501160,,440.0,0.0,17:36:46
2247,05400401501188,5.0,100.0,0.0,19:03:43
2248,05400401501216,5.0,100.0,0.0,18:07:07
2249,05400401501244,2.0,0.0,0.0,17:32:04
2250,05400401501270,5.0,50.0,0.0,14:48:40
2251,05400401501286,5.0,50.0,0.0,06:21:50
2252,05400401501302,5.0,100.0,0.0,15:24:49
2253,05400601201005,2.0,0.0,0.0,18:23:35
2254,05400601201015,2.0,0.0,0.0,10:42:53
2255,05400601201025,2.0,0.0,0.0,12:07:53
2256,05400601201035,2.0,0.0,0.0,13:33:37
2257,05400601201045,2.0,0.0,0.0,03:04:44
2258,05400601201055,2.0,0.0,0.0,16:41:41
2259,05400601201065,,280.0,0.0,15:08:44
2260,05400601201075,,280.0,0.0,11:52:14
2261,05400601201085,,500.0,0.0,12:46:33
2262,05400601201095,,440.0,0.0,15:48:17
2263,05400601201105,,260.0,0.0,15:16:56
2264,05400601201115,,440.0,0.0,05:12:45
2265,05410400405001,5.0,200.0,0.0,08:05:40
2266,05410400405004,2.0,800.0,0.0,04:41:41
2267,05410400405015,2.0,70.0,120.0,06:19:39
2268,05410400405026,5.0,350.0,0.0,08:20:44
2269,05410400405037,5.0,420.0,0.0,09:55:17
2270,05410400405048,5.0,450.0,0.0,04:50:46
2271,05410400405059,5.0,450.0,0.0,09:33:04
2272,05410400405070,5.0,200.0,0.0,06:35:00
2273,05410400405081,5.0,200.0,0.0,04:22:38
2274,05410400405092,5.0,450.0,0.0,05:45:06
2275,05410400405103,5.0,450.0,0.0,07:38:03
2276,05410400405114,,0.0,0.0,08:53:54
2277,05410400634003,2.0,250.0,170.0,03:54:16
2278,05410400634019,5.0,400.0,0.0,05:42:48
2279,05410400634035,5.0,350.0,0.0,07:48:26
2280,05410400634051,5.0,350.0,0.0,09:54:54
2281,05410400634067,5.0,450.0,0.0,03:44:27
2282,05410400634083,5.0,400.0,0.0,05:45:33
2283,05410400634099,2.0,450.0,0.0,07:44:42
2284,05410400634115,2.0,250.0,0.0,09:43:01
2285,05410400634131,2.0,400.0,0.0,03:31:45
2286,05410400634147,2.0,250.0,29.0,05:26:24
2287,05410400634163,2.0,50.0,420.0,07:40:19
2288,05410400634179,5.0,200.0,0.0,09:11:44
2289,05410403801005,5.0,120.0,50.0,06:37:35
2290,05410403801014,5.0,0.0,0.0,06:04:05
2291,05410403801023,5.0,50.0,50.0,07:00:10
2292,05410403801032,5.0,0.0,0.0,08:25:32
2293,05410403801041,,0.0,0.0,13:07:36
2294,05410403801050,5.0,75.0,25.0,08:22:38
2295,05410403801059,5.0,0.0,0.0,10:55:37
2296,05410403801068,5.0,10.0,0.0,12:30:28
2297,05410403801077,,0.0,0.0,06:37:21
2298,05410403801086,5.0,30.0,0.0,09:12:41
2299,05410403801095,,0.0,0.0,11:15:53
2300,05410403801104,5.0,45.0,30.0,12:41:46
2301,05410415801002,,0.0,0.0,02:30:42
2302,05410415801008,5.0,0.0,0.0,03:25:33
2303,05410415801014,1.0,25.0,100.0,01:24:57
2304,05410415801015,5.0,0.0,0.0,02:12:25
2305,05410415801020,,0.0,0.0,04:06:00
2306,05410415801026,,0.0,0.0,04:42:09
2307,05410415801032,5.0,0.0,0.0,04:17:56
2308,05410415801038,,0.0,0.0,02:08:16
2309,05410415801044,1.0,0.0,0.0,03:02:42
2310,05410415801050,1.0,200.0,0.0,03:38:44
2311,05410415801054,,0.0,0.0,02:35:54
2312,05410415801093,5.0,0.0,0.0,03:06:04
2313,05410600103004,5.0,450.0,0.0,09:53:11
2314,05410600103012,5.0,600.0,0.0,02:59:21
2315,05410600103020,,0.0,0.0,08:37:21
2316,05410600103028,5.0,150.0,0.0,04:52:37
2317,05410600103036,2.0,0.0,0.0,15:57:15
2318,05410600103044,,0.0,0.0,11:43:28
2319,05410600103052,5.0,200.0,0.0,18:15:04
2320,05410600103060,5.0,150.0,0.0,08:40:09
2321,05410600103068,5.0,200.0,0.0,10:27:56
2322,05410600103076,5.0,150.0,0.0,05:01:23
2323,05410600103084,5.0,0.0,0.0,03:59:30
2324,05410600103092,5.0,300.0,0.0,08:14:52
2325,05410603406003,5.0,120.0,0.0,04:01:12
2326,05410603406016,5.0,90.0,65.0,06:02:49
2327,05410603406029,5.0,230.0,0.0,07:58:01
2328,05410603406042,5.0,65.0,0.0,17:44:16
2329,05410603406055,5.0,150.0,0.0,03:38:02
2330,05410603406068,5.0,120.0,80.0,06:08:21
2331,05410603406081,5.0,95.0,80.0,08:00:41
2332,05410603406094,5.0,140.0,90.0,09:51:17
2333,05410603406107,5.0,110.0,50.0,03:02:23
2334,05410603406120,5.0,100.0,70.0,05:52:16
2335,05410603406133,5.0,50.0,30.0,07:45:42
2336,05410603406146,5.0,120.0,0.0,09:52:01
2337,05410700301001,5.0,0.0,0.0,11:22:17
2338,05410700301002,5.0,400.0,0.0,08:32:15
2339,05410700301005,5.0,100.0,0.0,03:53:31
2340,05410700301009,5.0,100.0,0.0,10:14:18
2341,05410700301010,5.0,200.0,0.0,02:42:22
2342,05410700301018,5.0,400.0,0.0,10:02:31
2343,05410700301026,5.0,400.0,0.0,07:19:55
2344,05410700301034,5.0,200.0,0.0,10:00:47
2345,05410700301042,5.0,200.0,0.0,04:40:56
2346,05410700301050,5.0,300.0,0.0,03:14:33
2347,05410700301058,,0.0,0.0,02:41:02
2348,05410700301066,5.0,400.0,0.0,08:35:30
2349,05410700901007,1.0,95.0,60.0,06:30:44
2350,05410700901021,5.0,150.0,50.0,07:24:37
2351,05410700901035,5.0,50.0,50.0,03:15:58
2352,05410700901049,5.0,60.0,50.0,04:25:45
2353,05410700901063,5.0,0.0,0.0,06:01:12
2354,05410700901077,2.0,100.0,50.0,03:46:23
2355,05410700901091,5.0,100.0,20.0,05:35:41
2356,05410700901105,5.0,30.0,20.0,20:05:56
2357,05410700901119,5.0,133.0,0.0,20:32:30
2358,05410700901133,5.0,100.0,0.0,22:14:04
2359,05410700901147,5.0,200.0,0.0,23:41:13
2360,05410700901161,,0.0,0.0,10:55:10
2361,05420299912007,5.0,400.0,0.0,03:35:40
2362,05420299912017,5.0,200.0,0.0,06:59:59
2363,05420299912027,5.0,160.0,0.0,20:44:17
2364,05420299912037,5.0,800.0,0.0,10:36:20
2365,05420299912047,5.0,200.0,0.0,03:23:04
2366,05420299912057,,0.0,0.0,05:14:01
2367,05420299912067,1.0,150.0,50.0,04:31:49
2368,05420299912077,,50.0,200.0,06:11:14
2369,05420299912087,5.0,150.0,75.0,08:28:44
2370,05420299912097,5.0,140.0,200.0,10:27:09
2371,05420299912107,5.0,100.0,140.0,16:01:21
2372,05420299912117,5.0,200.0,200.0,05:44:50
2373,06460301303013,5.0,80.0,0.0,04:38:12
2374,06460301303028,,45.0,0.0,09:52:26
2375,06460301303043,,5.0,0.0,23:58:09
2376,06460301303058,,0.0,0.0,00:23:20
2377,06460301303073,1.0,0.0,0.0,02:59:29
2378,06460301303088,1.0,0.0,0.0,04:37:48
2379,06460301303103,1.0,0.0,0.0,18:56:16
2380,06460301303118,1.0,0.0,0.0,00:37:13
2381,06460301303133,1.0,0.0,0.0,03:23:31
2382,06460301303148,1.0,300.0,120.0,04:52:59
2383,06460301303163,1.0,0.0,0.0,06:51:18
2384,06460301303178,1.0,0.0,0.0,08:50:23
2385,06460500108001,5.0,80.0,0.0,08:46:48
2386,06460500108002,5.0,100.0,0.0,09:37:04
2387,06460500108003,5.0,220.0,0.0,10:11:13
2388,06460500108004,2.0,0.0,0.0,18:41:18
2389,06460500108005,2.0,0.0,0.0,20:38:27
2390,06460500108006,2.0,0.0,0.0,21:34:32
2391,06460500108007,5.0,200.0,0.0,22:28:23
2392,06460500108008,5.0,210.0,0.0,04:37:22
2393,06460500108009,5.0,150.0,0.0,05:21:56
2394,06460500108010,5.0,150.0,0.0,06:18:27
2395,06460500108011,5.0,75.0,0.0,08:47:53
2396,06460500108012,5.0,210.0,0.0,09:49:35
2397,06460701104012,,400.0,0.0,01:04:11
2398,06460701104028,,50.0,0.0,21:30:37
2399,06460701104044,,0.0,0.0,22:24:54
2400,06460701104060,,0.0,0.0,23:00:32
2401,06460701104076,1.0,0.0,0.0,05:11:47
2402,06460701104092,1.0,0.0,0.0,07:03:18
2403,06460701104108,1.0,0.0,0.0,03:24:53
2404,06460701104124,1.0,0.0,0.0,08:26:35
2405,06460701104140,1.0,0.0,0.0,02:49:58
2406,06460701104156,1.0,0.0,0.0,04:32:01
2407,06460701104172,1.0,0.0,0.0,06:06:40
2408,06460701104188,1.0,0.0,0.0,07:44:30
2409,06460701302014,,0.0,0.0,01:40:56
2410,06460701302030,,0.0,0.0,22:02:23
2411,06460701302046,,0.0,0.0,22:38:17
2412,06460701302062,2.0,0.0,0.0,23:32:23
2413,06460701302078,1.0,0.0,0.0,04:08:37
2414,06460701302094,1.0,0.0,0.0,06:31:02
2415,06460701302110,1.0,0.0,0.0,08:06:17
2416,06460701302126,1.0,0.0,0.0,09:42:39
2417,06460701302142,1.0,0.0,0.0,11:04:45
2418,06460701302158,2.0,0.0,0.0,07:24:31
2419,06460701302174,1.0,0.0,0.0,09:15:25
2420,06460701302190,1.0,0.0,0.0,05:03:29
2421,06470300204001,,53.0,0.0,15:22:29
2422,06470300204002,5.0,250.0,0.0,16:15:59
2423,06470300204003,2.0,50.0,0.0,14:19:41
2424,06470300204004,5.0,180.0,0.0,12:12:53
2425,06470300204005,5.0,150.0,0.0,13:04:35
2426,06470300204006,,250.0,250.0,10:52:22
2427,06470300204007,5.0,250.0,0.0,12:56:06
2428,06470300204008,,0.0,0.0,13:49:54
2429,06470300204009,5.0,250.0,0.0,18:20:30
2430,06470300204010,5.0,300.0,0.0,19:12:56
2431,06470300204011,5.0,250.0,0.0,21:03:28
2432,06470300204012,5.0,260.0,0.0,21:49:48
2433,06470300314001,5.0,280.0,0.0,19:24:04
2434,06470300314002,5.0,280.0,0.0,20:52:42
2435,06470300314003,5.0,250.0,0.0,21:41:36
2436,06470300314004,5.0,300.0,0.0,14:56:28
2437,06470300314005,5.0,360.0,0.0,15:48:56
2438,06470300314006,5.0,120.0,0.0,16:38:59
2439,06470300314007,5.0,320.0,0.0,18:00:12
2440,06470300314008,5.0,360.0,0.0,17:31:44
2441,06470300314009,5.0,330.0,0.0,18:32:56
2442,06470300314010,5.0,300.0,300.0,13:07:31
2443,06470300314011,5.0,300.0,0.0,11:42:39
2444,06470300314012,5.0,360.0,0.0,12:23:50
2445,06470301201001,1.0,0.0,0.0,11:28:53
2446,06470301201002,1.0,0.0,0.0,03:46:57
2447,06470301201003,1.0,0.0,0.0,01:04:59
2448,06470301201004,1.0,0.0,0.0,06:26:12
2449,06470301201005,,0.0,0.0,10:36:16
2450,06470301201006,1.0,0.0,0.0,12:46:57
2451,06470301201007,5.0,0.0,0.0,04:47:26
2452,06470301201008,5.0,0.0,0.0,04:19:08
2453,06470301201009,5.0,0.0,0.0,05:24:51
2454,06470301201010,5.0,0.0,0.0,02:58:03
2455,06470301201011,5.0,0.0,0.0,06:28:27
2456,06470301201012,5.0,0.0,0.0,07:28:13
2457,06470305101001,1.0,0.0,0.0,10:58:46
2458,06470305101002,1.0,0.0,0.0,13:27:09
2459,06470305101003,1.0,0.0,0.0,16:17:09
2460,06470305101004,1.0,0.0,0.0,14:03:45
2461,06470305101005,1.0,0.0,0.0,12:26:18
2462,06470305101006,5.0,125.0,0.0,10:36:46
2463,06470305101007,2.0,65.0,65.0,04:34:30
2464,06470305101008,5.0,85.0,85.0,09:17:16
2465,06470305101009,2.0,55.0,55.0,06:00:50
2466,06470305101010,2.0,55.0,50.0,15:23:33
2467,06470305101011,2.0,45.0,45.0,07:08:36
2468,06470305101012,2.0,50.0,40.0,16:47:36
2469,06480200101001,2.0,0.0,0.0,20:42:09
2470,06480200101002,5.0,150.0,0.0,10:40:13
2471,06480200101003,,0.0,0.0,11:17:43
2472,06480200101004,2.0,0.0,0.0,12:23:45
2473,06480200101005,2.0,0.0,0.0,14:43:29
2474,06480200101006,,30.0,30.0,16:59:19
2475,06480200101007,2.0,70.0,0.0,16:27:20
2476,06480200101008,2.0,0.0,0.0,16:56:16
2477,06480200101009,2.0,0.0,0.0,18:09:44
2478,06480200101010,2.0,0.0,0.0,09:23:03
2479,06480200101011,2.0,0.0,0.0,10:33:44
2480,06480200101012,2.0,60.0,0.0,11:42:56
2481,06480201401001,1.0,0.0,0.0,04:19:30
2482,06480201401002,1.0,0.0,0.0,05:22:20
2483,06480201401003,1.0,0.0,0.0,06:13:24
2484,06480201401004,1.0,0.0,0.0,07:15:41
2485,06480201401005,1.0,0.0,0.0,22:58:13
2486,06480201401006,1.0,0.0,0.0,21:03:06
2487,06480201401007,1.0,0.0,0.0,02:49:15
2488,06480201401008,1.0,0.0,0.0,04:55:20
2489,06480201401009,1.0,0.0,0.0,06:19:46
2490,06480201401010,1.0,0.0,0.0,21:10:22
2491,06480201401011,1.0,0.0,0.0,22:56:23
2492,06480201401012,1.0,0.0,0.0,00:47:07
2493,06490800103001,2.0,0.0,0.0,17:40:28
2494,06490800103002,2.0,0.0,0.0,18:35:55
2495,06490800103003,2.0,0.0,0.0,09:42:37
2496,06490800103004,5.0,200.0,0.0,10:30:16
2497,06490800103005,,0.0,0.0,11:26:48
2498,06490800103006,5.0,200.0,0.0,20:28:47
2499,06490800103007,5.0,200.0,0.0,22:27:12
2500,06490800103008,5.0,150.0,0.0,23:56:21
2501,06490800103009,5.0,150.0,0.0,00:32:50
2502,06490800103010,5.0,120.0,0.0,01:15:52
2503,06490800103011,5.0,130.0,130.0,02:35:00
2504,06490800103012,5.0,100.0,120.0,03:06:00
2505,07500600204010,,120.0,0.0,12:27:24
2506,07500600204024,,75.0,0.0,07:38:02
2507,07500600204038,,90.0,0.0,13:07:54
2508,07500600204052,,60.0,0.0,14:37:05
2509,07500600204066,,120.0,0.0,16:18:45
2510,07500600204080,,60.0,0.0,09:03:17
2511,07500600204094,,75.0,0.0,14:08:14
2512,07500600204108,,240.0,0.0,15:39:53
2513,07500600204122,,120.0,0.0,07:44:28
2514,07500600204136,,45.0,0.0,10:49:12
2515,07500600204150,,20.0,0.0,14:58:21
2516,07500600204164,,45.0,0.0,13:48:38
2517,07500601802001,,30.0,20.0,10:22:12
2518,07500601802003,,60.0,0.0,08:20:40
2519,07500601802013,,65.0,0.0,13:55:05
2520,07500601802023,,60.0,0.0,10:43:15
2521,07500601802033,,60.0,0.0,11:43:08
2522,07500601802043,,60.0,48.0,09:14:00
2523,07500601802044,,20.0,0.0,08:53:37
2524,07500601802053,,40.0,0.0,11:59:06
2525,07500601802063,,30.0,0.0,12:04:31
2526,07500601802073,,80.0,25.0,11:06:20
2527,07500601802083,,30.0,60.0,11:32:52
2528,07500601802087,,30.0,20.0,11:51:20
2529,07500901704001,,150.0,0.0,15:51:55
2530,07500901704002,,100.0,0.0,09:11:19
2531,07500901704003,,135.0,0.0,12:09:45
2532,07500901704004,,60.0,60.0,13:33:07
2533,07500901704005,,105.0,0.0,16:57:12
2534,07500901704025,,180.0,0.0,09:29:10
2535,07500901704049,,150.0,0.0,08:37:08
2536,07500901704073,,180.0,0.0,16:19:44
2537,07500901704097,,90.0,0.0,12:21:34
2538,07500901704101,,120.0,0.0,13:08:23
2539,07500901704121,,180.0,0.0,09:56:55
2540,07500901704145,,120.0,0.0,11:07:10
2541,07501400105001,,350.0,65.0,10:10:58
2542,07501400105002,,160.0,32.0,11:18:15
2543,07501400105003,1.0,30.0,70.0,16:10:29
2544,07501400105004,,0.0,39.0,12:19:39
2545,07501400105005,5.0,120.0,150.0,12:49:17
2546,07501400105006,,30.0,43.0,17:19:48
2547,07501400105007,,350.0,140.0,12:02:09
2548,07501400105008,,350.0,150.0,15:12:40
2549,07501400105009,,900.0,130.0,14:11:10
2550,07501400105010,,700.0,70.0,10:51:01
2551,07501400105011,,400.0,30.0,11:01:03
2552,07501400105012,,300.0,120.0,09:58:44
2553,07510100104001,,30.0,140.0,11:02:18
2554,07510100104002,,30.0,80.0,13:35:31
2555,07510100104003,,30.0,120.0,12:06:35
2556,07510100104004,,30.0,80.0,13:01:59
2557,07510100104005,,30.0,120.0,11:44:49
2558,07510100104006,,30.0,80.0,11:11:48
2559,07510100104007,,30.0,80.0,15:45:32
2560,07510100104008,,30.0,70.0,12:34:06
2561,07510100104009,,30.0,80.0,14:28:06
2562,07510100104010,,150.0,85.0,15:09:22
2563,07510100104011,,60.0,120.0,14:06:25
2564,07510100104012,,120.0,0.0,16:28:09
2565,07511000702001,,280.0,0.0,16:14:22
2566,07511000702002,,140.0,0.0,14:44:22
2567,07511000702003,,100.0,0.0,14:37:48
2568,07511000702004,,105.0,0.0,10:55:37
2569,07511000702005,,200.0,30.0,16:54:34
2570,07511000702006,,120.0,80.0,08:51:52
2571,07511000702007,,240.0,100.0,11:18:54
2572,07511000702043,,240.0,0.0,08:32:56
2573,07511000702086,,170.0,0.0,09:54:02
2574,07511000702129,,250.0,0.0,14:16:50
2575,07511000702172,,140.0,0.0,09:03:07
2576,07511000702215,,160.0,0.0,16:37:28
2577,07511100128001,,150.0,0.0,12:18:52
2578,07511100128002,,65.0,0.0,16:30:27
2579,07511100128003,,150.0,0.0,17:10:23
2580,07511100128004,,150.0,0.0,15:38:52
2581,07511100128005,,150.0,0.0,13:17:38
2582,07511100128006,,140.0,0.0,11:11:03
2583,07511100128007,5.0,190.0,0.0,12:08:34
2584,07511100128008,,180.0,120.0,12:57:28
2585,07511100128009,4.0,350.0,100.0,14:47:42
2586,07511100128010,3.0,300.0,80.0,10:54:05
2587,07511100128011,,90.0,60.0,13:41:13
2588,07511100128012,,700.0,130.0,12:09:25
2589,07511100224001,5.0,20.0,140.0,09:56:52
2590,07511100224002,,30.0,150.0,10:44:11
2591,07511100224003,,250.0,140.0,11:40:02
2592,07511100224004,,100.0,0.0,12:22:47
2593,07511100224005,,50.0,140.0,13:21:18
2594,07511100224006,,0.0,0.0,13:04:11
2595,07511100224007,,140.0,0.0,12:25:12
2596,07511100224008,,120.0,0.0,15:09:14
2597,07511100224009,,350.0,120.0,11:37:00
2598,07511100224010,,150.0,80.0,10:56:59
2599,07511100224011,4.0,700.0,140.0,10:12:42
2600,07511100224012,,140.0,0.0,09:22:15
2601,07520100101001,,30.0,80.0,16:22:09
2602,07520100101002,,30.0,80.0,17:04:10
2603,07520100101003,,30.0,80.0,10:25:20
2604,07520100101004,,25.0,65.0,17:44:12
2605,07520100101005,,30.0,120.0,18:33:57
2606,07520100101006,,15.0,130.0,11:21:20
2607,07520100101007,,15.0,100.0,12:05:01
2608,07520100101008,,30.0,120.0,12:39:59
2609,07520100101009,,30.0,40.0,13:38:40
2610,07520100101010,,30.0,80.0,14:12:31
2611,07520100101011,,30.0,80.0,15:29:46
2612,07520100101012,,30.0,60.0,14:48:29
2613,07520301304006,,270.0,0.0,16:52:44
2614,07520301304023,,340.0,0.0,17:54:03
2615,07520301304040,,360.0,0.0,15:45:45
2616,07520301304057,,330.0,0.0,19:02:31
2617,07520301304074,,180.0,0.0,10:42:33
2618,07520301304091,,120.0,0.0,11:47:24
2619,07520301304108,,130.0,0.0,13:04:45
2620,07520301304125,,80.0,0.0,14:16:05
2621,07520301304142,,120.0,0.0,11:21:34
2622,07520301304159,,240.0,0.0,12:42:11
2623,07520301304176,,240.0,50.0,13:44:25
2624,07520301304193,,480.0,0.0,09:57:17
2625,07520500901005,,184.0,0.0,14:40:29
2626,07520500901016,,280.0,0.0,18:28:42
2627,07520500901027,,290.0,0.0,20:33:50
2628,07520500901038,,320.0,0.0,21:22:55
2629,07520500901049,,220.0,0.0,13:32:35
2630,07520500901060,,360.0,120.0,12:40:57
2631,07520500901071,,360.0,90.0,13:47:06
2632,07520500901082,,260.0,0.0,16:01:58
2633,07520500901093,,300.0,0.0,17:10:33
2634,07520500901104,,240.0,0.0,14:55:17
2635,07520500901115,,360.0,0.0,16:03:12
2636,07520500901126,,270.0,0.0,19:42:42
2637,07520701406006,,140.0,0.0,17:41:35
2638,07520701406008,,200.0,0.0,15:07:18
2639,07520701406017,,325.0,0.0,22:10:17
2640,07520701406026,,180.0,0.0,13:30:32
2641,07520701406028,,280.0,80.0,16:32:42
2642,07520701406044,,160.0,0.0,16:45:37
2643,07520701406062,,380.0,0.0,23:12:57
2644,07520701406080,,400.0,0.0,21:01:12
2645,07520701406098,,300.0,0.0,19:37:46
2646,07520701406116,,360.0,0.0,13:58:10
2647,07520701406134,,420.0,40.0,15:30:14
2648,07520701406152,,420.0,30.0,17:36:10
2649,07530300603004,,50.0,0.0,20:09:22
2650,07530300603022,,30.0,0.0,18:38:44
2651,07530300603040,,0.0,0.0,17:12:11
2652,07530300603058,,250.0,0.0,22:51:24
2653,07530300603076,,240.0,0.0,21:14:04
2654,07530300603094,,240.0,0.0,00:26:22
2655,07530300603112,,120.0,0.0,20:35:03
2656,07530300603130,,160.0,0.0,22:07:28
2657,07530300603148,,120.0,0.0,23:33:39
2658,07530300603166,,40.0,0.0,16:23:23
2659,07530300603184,,40.0,0.0,17:37:11
2660,07530300603202,,40.0,0.0,18:42:19
2661,07530302901004,,30.0,0.0,12:17:45
2662,07530302901030,,30.0,0.0,14:02:29
2663,07530302901056,,70.0,0.0,15:28:57
2664,07530302901082,,60.0,0.0,11:11:19
2665,07530302901108,,70.0,0.0,13:10:16
2666,07530302901134,,30.0,0.0,12:14:36
2667,07530302901160,,35.0,0.0,17:10:54
2668,07530302901186,,45.0,0.0,18:52:56
2669,07530302901212,,50.0,0.0,20:38:20
2670,07530302901238,,20.0,0.0,22:24:27
2671,07530302901264,,40.0,0.0,12:26:57
2672,07530302901290,,16.0,0.0,11:19:04
2673,07530400605003,5.0,120.0,120.0,17:12:03
2674,07530400605007,5.0,0.0,0.0,11:49:29
2675,07530400605011,5.0,128.0,128.0,15:58:59
2676,07530400605015,3.0,80.0,80.0,09:22:57
2677,07530400605019,5.0,125.0,125.0,10:23:45
2678,07530400605023,5.0,120.0,120.0,11:12:11
2679,07530400605027,3.0,40.0,20.0,17:13:44
2680,07530400605031,3.0,50.0,40.0,16:30:50
2681,07530400605035,3.0,100.0,0.0,16:04:04
2682,07530400605039,3.0,50.0,30.0,09:23:02
2683,07530400605043,3.0,50.0,20.0,11:48:39
2684,07530400605047,3.0,50.0,30.0,10:25:26
2685,07540401003002,,80.0,0.0,09:26:20
2686,07540401003018,,40.0,0.0,11:22:41
2687,07540401003034,,0.0,0.0,18:57:53
2688,07540401003050,,150.0,0.0,22:41:55
2689,07540401003066,,100.0,0.0,21:00:46
2690,07540401003082,,180.0,0.0,23:56:07
2691,07540401003098,,100.0,0.0,17:00:04
2692,07540401003114,,0.0,0.0,09:39:18
2693,07540401003130,,80.0,0.0,10:49:47
2694,07540401003146,,320.0,0.0,20:49:06
2695,07540401003162,,90.0,0.0,15:40:16
2696,07540401003178,,320.0,0.0,19:10:27
2697,07540401303003,,160.0,0.0,15:49:09
2698,07540401303025,,140.0,0.0,15:12:03
2699,07540401303047,,160.0,0.0,14:26:29
2700,07540401303069,,200.0,0.0,13:34:21
2701,07540401303091,,320.0,0.0,00:50:43
2702,07540401303113,,480.0,0.0,02:16:22
2703,07540401303135,,160.0,0.0,23:33:51
2704,07540401303157,,480.0,0.0,03:57:49
2705,07540401303179,,60.0,0.0,17:51:54
2706,07540401303201,,120.0,0.0,16:40:36
2707,07540401303223,2.0,33.0,0.0,15:11:14
2708,07540401303245,,120.0,0.0,13:36:19
2709,07540700103003,5.0,200.0,200.0,09:55:14
2710,07540700103011,5.0,60.0,60.0,13:39:04
2711,07540700103019,,0.0,0.0,19:44:29
2712,07540700103027,,90.0,90.0,12:34:38
2713,07540700103035,5.0,50.0,50.0,11:57:41
2714,07540700103043,,0.0,0.0,14:22:57
2715,07540700103051,5.0,150.0,150.0,15:19:56
2716,07540700103059,5.0,200.0,200.0,10:00:55
2717,07540700103067,5.0,400.0,400.0,11:39:29
2718,07540700103075,,0.0,0.0,13:23:28
2719,07540700103083,5.0,30.0,30.0,16:19:50
2720,07540700103091,5.0,60.0,60.0,14:37:53
