,HHID,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I14,I15,I16,I17,I18,I19,I20_a,I20_b,I21_a,I21_b,I22,I23,I24,I25,I26,I27,I28,I29,I31,I32,I33,I34_1,I34_2
5116,04311200105006,3,1,,,,,,,,1.0,30.0,2.0,1.0,34.0,1.0,2.0,,6.0,,1.0,,3.0,2.0,2.0,30.0,20.0,0.0,0.0,2.0,,9.0,1.0,9.0,555.0
5117,04311200105006,4,1,,,,,,,,1.0,300.0,1.0,1.0,34.0,1.0,2.0,,14.0,,3.0,,2.0,1.0,1.0,30.0,0.0,0.0,0.0,2.0,,9.0,1.0,1.0,555.0
5118,04311200105007,1,1,,,,,,,,1.0,0.0,1.0,3.0,24.0,1.0,2.0,,2.0,,1.0,,15.0,3.0,3.0,30.0,60.0,30.0,0.0,2.0,,9.0,555.0,555.0,10.0
5119,04311200105007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,04311200105007,3,1,,,,,,,,1.0,100.0,2.0,1.0,30.0,1.0,2.0,,4.0,,1.0,,5.0,1.0,1.0,0.0,0.0,60.0,0.0,2.0,,9.0,555.0,555.0,555.0
5121,04311200105008,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,04311200105008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,04311200105008,3,1,,,,,,,,1.0,50.0,2.0,2.0,24.0,1.0,2.0,,4.0,,1.0,,5.0,2.0,2.0,0.0,60.0,20.0,0.0,2.0,,9.0,1.0,6.0,555.0
5124,04311200105008,4,1,,,,,,,,1.0,20.0,2.0,2.0,24.0,1.0,2.0,,6.0,,2.0,,3.0,1.0,1.0,30.0,0.0,0.0,0.0,2.0,,9.0,1.0,10.0,555.0
5125,04311200105009,1,1,,,,,,,,1.0,0.0,1.0,3.0,24.0,1.0,2.0,,2.0,,1.0,,20.0,1.0,1.0,0.0,120.0,0.0,0.0,2.0,,9.0,555.0,555.0,555.0
5126,04311200105009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,04311200105009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,04311200105010,1,1,,,,,,,,1.0,0.0,1.0,3.0,24.0,1.0,2.0,,2.0,,1.0,,20.0,2.0,2.0,60.0,60.0,0.0,0.0,2.0,,9.0,555.0,6.0,555.0
5129,04311200105010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,04311200105010,3,1,,,,,,,,1.0,20.0,2.0,1.0,30.0,2.0,2.0,,6.0,,1.0,,3.0,1.0,1.0,0.0,30.0,0.0,0.0,2.0,,9.0,1.0,555.0,555.0
5131,04311200105011,1,1,,,,,,,,1.0,0.0,1.0,3.0,24.0,1.0,2.0,,2.0,,1.0,,15.0,3.0,3.0,30.0,20.0,60.0,0.0,2.0,,9.0,555.0,555.0,555.0
5132,04311200105011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,04311200105011,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,04311200105012,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,04311200105012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,04311200105012,3,1,,,,,,,,1.0,50.0,2.0,1.0,25.0,1.0,2.0,,4.0,,1.0,,10.0,2.0,2.0,30.0,60.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
5137,04320400608001,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,04320400608001,2,1,,,,,,,2.0,1.0,15.0,2.0,2.0,1.0,1.0,2.0,,2.0,3.0,1.0,1.0,10.0,3.0,3.0,120.0,180.0,60.0,50.0,1.0,3.0,9.0,2.0,3.0,8.0
5139,04320400608001,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,04320400608002,1,1,,,,,,,,1.0,0.0,2.0,3.0,5.0,1.0,2.0,,9.0,3.0,1.0,3.0,15.0,3.0,3.0,120.0,90.0,60.0,0.0,2.0,,9.0,2.0,4.0,6.0
5141,04320400608002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,04320400608002,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,04320400608003,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,04320400608003,2,1,,,,,,,1.0,1.0,100.0,2.0,3.0,4.0,1.0,2.0,,3.0,9.0,1.0,1.0,15.0,3.0,3.0,60.0,120.0,80.0,0.0,2.0,,9.0,2.0,555.0,555.0
5145,04320400608003,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,04320400608004,1,1,,,,,,,,1.0,0.0,2.0,2.0,1.0,1.0,2.0,,3.0,9.0,1.0,1.0,10.0,3.0,3.0,120.0,60.0,120.0,45.0,1.0,3.0,9.0,,3.0,6.0
5147,04320400608004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,04320400608004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,04320400608005,1,1,,,,,,,,1.0,20.0,1.0,3.0,3.0,1.0,2.0,,9.0,2.0,1.0,2.0,8.0,3.0,2.0,60.0,60.0,60.0,30.0,2.0,,9.0,2.0,5.0,3.0
5150,04320400608005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,04320400608005,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,04320400608006,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,04320400608006,2,1,,,,,,,1.0,,10.0,1.0,3.0,3.0,1.0,2.0,,2.0,9.0,1.0,2.0,10.0,3.0,3.0,40.0,60.0,40.0,0.0,2.0,,9.0,2.0,3.0,5.0
5154,04320400608006,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,04320400608007,1,1,,,,,,,,,20.0,1.0,3.0,4.0,1.0,2.0,,9.0,2.0,1.0,2.0,10.0,3.0,3.0,50.0,60.0,55.0,0.0,2.0,,9.0,2.0,6.0,3.0
5156,04320400608007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,04320400608007,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,04320400608008,1,1,,,,,,,,1.0,30.0,1.0,3.0,3.0,1.0,2.0,,9.0,3.0,1.0,2.0,5.0,3.0,3.0,60.0,60.0,60.0,30.0,2.0,,9.0,555.0,4.0,8.0
5159,04320400608008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,04320400608008,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,04320400608009,1,1,,,,,,,,1.0,15.0,1.0,3.0,12.0,1.0,2.0,,3.0,9.0,1.0,2.0,12.0,3.0,3.0,70.0,50.0,90.0,0.0,2.0,,9.0,2.0,7.0,10.0
5162,04320400608009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,04320400608009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,04320400608010,1,1,,,,,,,,1.0,20.0,1.0,3.0,16.0,1.0,2.0,,3.0,9.0,1.0,2.0,15.0,2.0,2.0,70.0,0.0,80.0,20.0,2.0,,9.0,2.0,10.0,7.0
5165,04320400608010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,04320400608010,3,1,15.0,1.0,130.0,,1.0,7.0,1.0,1.0,50.0,2.0,1.0,9.0,2.0,2.0,,4.0,,2.0,,5.0,3.0,3.0,30.0,45.0,30.0,15.0,2.0,,9.0,2.0,10.0,10.0
5167,04320400608011,1,1,,,,,,,,1.0,20.0,1.0,3.0,16.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,3.0,60.0,80.0,90.0,0.0,2.0,,9.0,2.0,7.0,10.0
5168,04320400608011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,04320400608011,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,04320400608012,1,1,,,,,,,,1.0,20.0,1.0,3.0,20.0,1.0,2.0,,3.0,9.0,1.0,2.0,8.0,3.0,3.0,70.0,50.0,90.0,15.0,2.0,,9.0,2.0,10.0,10.0
5171,04320400608012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,04320400608012,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,04320501610001,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,04320501610001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,04320501610001,3,1,24.0,1.0,200.0,,2.0,1.0,2.0,1.0,300.0,2.0,3.0,3.0,1.0,2.0,,2.0,,1.0,,10.0,1.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
5176,04320501610001,4,1,12.0,1.0,100.0,,2.0,6.0,2.0,2.0,150.0,2.0,3.0,3.0,1.0,2.0,,4.0,,1.0,,20.0,3.0,3.0,60.0,50.0,60.0,30.0,2.0,,9.0,2.0,4.0,3.0
5177,04320501610002,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,04320501610002,2,1,,,,,,,2.0,1.0,300.0,2.0,3.0,8.0,1.0,1.0,2.0,2.0,,1.0,,15.0,1.0,1.0,0.0,0.0,120.0,0.0,2.0,,9.0,2.0,555.0,555.0
5179,04320501610002,3,1,12.0,1.0,100.0,,2.0,7.0,2.0,1.0,120.0,2.0,3.0,8.0,1.0,1.0,2.0,4.0,,1.0,,15.0,3.0,3.0,60.0,120.0,60.0,0.0,1.0,2.0,9.0,2.0,3.0,4.0
5180,04320501610003,1,1,,,,,,,,1.0,0.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,,1.0,,15.0,3.0,2.0,60.0,120.0,60.0,0.0,2.0,,9.0,2.0,3.0,3.0
5181,04320501610003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,04320501610003,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,04320501610004,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,04320501610004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,04320501610004,3,1,36.0,1.0,250.0,,2.0,1.0,2.0,2.0,300.0,2.0,3.0,6.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,15.0,3.0,2.0,120.0,120.0,60.0,0.0,2.0,,9.0,2.0,3.0,555.0
5186,04320501610005,1,1,,,,,,,,1.0,0.0,2.0,3.0,4.0,1.0,2.0,,2.0,,1.0,,15.0,3.0,3.0,60.0,120.0,90.0,0.0,2.0,,9.0,2.0,3.0,4.0
5187,04320501610005,2,1,,,,,,,2.0,1.0,350.0,2.0,3.0,4.0,1.0,2.0,,3.0,,1.0,,20.0,1.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
5188,04320501610005,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,04320501610006,1,1,,,,,,,,1.0,0.0,2.0,3.0,6.0,1.0,2.0,,3.0,,1.0,,10.0,3.0,3.0,80.0,120.0,45.0,0.0,2.0,,9.0,2.0,3.0,4.0
5190,04320501610006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,04320501610006,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,04320501610007,1,1,,,,,,,,,5.0,1.0,3.0,4.0,1.0,2.0,,3.0,9.0,1.0,1.0,10.0,3.0,2.0,60.0,60.0,40.0,0.0,2.0,,9.0,2.0,3.0,4.0
5193,04320501610007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,04320501610007,3,1,12.0,1.0,30.0,,2.0,9.0,2.0,1.0,15.0,2.0,1.0,1.0,1.0,2.0,,4.0,,1.0,,5.0,1.0,1.0,0.0,60.0,30.0,15.0,2.0,,9.0,2.0,6.0,5.0
5195,04320501610008,1,1,,,,,,,,,20.0,1.0,3.0,3.0,1.0,2.0,,3.0,,1.0,,10.0,2.0,2.0,60.0,60.0,40.0,30.0,2.0,,9.0,2.0,3.0,4.0
5196,04320501610008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,04320501610008,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,04320501610009,1,1,,,,,,,,1.0,30.0,1.0,3.0,4.0,1.0,2.0,,3.0,9.0,1.0,1.0,10.0,3.0,2.0,60.0,60.0,40.0,30.0,2.0,,9.0,2.0,3.0,4.0
5199,04320501610009,2,1,,,,,,,2.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,,1.0,,5.0,2.0,1.0,0.0,60.0,30.0,0.0,2.0,,9.0,2.0,5.0,4.0
5200,04320501610009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,04320501610010,1,1,,,,,,,,,-888.0,1.0,3.0,4.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,2.0,60.0,60.0,60.0,0.0,2.0,,9.0,2.0,3.0,4.0
5202,04320501610010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,04320501610010,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,04320501610011,1,1,,,,,,,,,5.0,1.0,3.0,5.0,3.0,2.0,,3.0,,1.0,,10.0,3.0,3.0,60.0,60.0,60.0,0.0,2.0,,9.0,2.0,3.0,4.0
5205,04320501610011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,04320501610011,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,04320501610012,1,1,,,,,,,,,5.0,1.0,3.0,4.0,1.0,2.0,,2.0,3.0,1.0,2.0,10.0,3.0,3.0,40.0,60.0,40.0,30.0,2.0,,9.0,2.0,4.0,5.0
5208,04320501610012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,04320501610012,3,1,29.0,1.0,80.0,,2.0,9.0,1.0,1.0,30.0,2.0,1.0,1.0,1.0,2.0,,4.0,,1.0,,5.0,1.0,1.0,0.0,60.0,0.0,0.0,2.0,,9.0,2.0,4.0,4.0
5210,04320600302001,1,1,,,,,,,,1.0,0.0,2.0,3.0,5.0,1.0,2.0,,3.0,,1.0,,15.0,3.0,3.0,120.0,120.0,90.0,50.0,2.0,,9.0,,3.0,6.0
5211,04320600302001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,04320600302001,3,1,12.0,1.0,300.0,,2.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,,3.0,,1.0,,20.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
5213,04320600302002,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,04320600302002,2,1,,,,,,,2.0,1.0,16.0,2.0,3.0,6.0,1.0,1.0,2.0,3.0,,1.0,,15.0,3.0,3.0,120.0,120.0,60.0,50.0,2.0,,9.0,,4.0,3.0
5215,04320600302002,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,04320600302002,4,1,36.0,1.0,180.0,,2.0,1.0,2.0,1.0,300.0,2.0,3.0,6.0,1.0,1.0,2.0,9.0,3.0,1.0,1.0,25.0,1.0,1.0,180.0,0.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
5217,04320600302003,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,04320600302003,2,1,,,,,,,2.0,1.0,30.0,2.0,3.0,4.0,1.0,2.0,,3.0,,1.0,,15.0,2.0,2.0,120.0,120.0,30.0,0.0,2.0,,9.0,,4.0,3.0
5219,04320600302003,3,1,72.0,1.0,60.0,,2.0,1.0,2.0,1.0,300.0,2.0,3.0,4.0,1.0,2.0,,9.0,3.0,1.0,1.0,20.0,1.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,1.0,555.0,555.0
5220,04320600302004,1,1,,,,,,,,1.0,0.0,2.0,3.0,4.0,1.0,2.0,,3.0,,1.0,,15.0,3.0,3.0,120.0,90.0,60.0,0.0,2.0,,9.0,,3.0,555.0
5221,04320600302004,2,1,,,,,,,2.0,1.0,75.0,2.0,3.0,4.0,1.0,2.0,,3.0,,1.0,,20.0,1.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,1.0,555.0,555.0
5222,04320600302004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,04320600302005,1,1,,,,,,,,1.0,0.0,2.0,3.0,6.0,1.0,1.0,2.0,3.0,,1.0,,15.0,3.0,3.0,180.0,90.0,60.0,50.0,2.0,,9.0,,4.0,8.0
5224,04320600302005,2,1,,,,,,,2.0,1.0,300.0,2.0,3.0,6.0,1.0,1.0,2.0,3.0,,1.0,,20.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,1.0,555.0,555.0
5225,04320600302005,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,04320600302006,1,1,,,,,,,,1.0,0.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,,1.0,,15.0,3.0,3.0,90.0,120.0,60.0,0.0,2.0,,9.0,,4.0,3.0
5227,04320600302006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,04320600302006,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,04320600302007,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,04320600302007,2,1,,,,,,,1.0,1.0,30.0,1.0,3.0,4.0,1.0,2.0,,3.0,9.0,1.0,2.0,5.0,3.0,3.0,60.0,60.0,60.0,20.0,2.0,,9.0,2.0,4.0,4.0
5231,04320600302007,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,04320600302008,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,04320600302008,2,1,,,,,,,1.0,1.0,30.0,2.0,3.0,4.0,1.0,2.0,,4.0,,1.0,,7.0,2.0,2.0,30.0,60.0,0.0,0.0,2.0,,9.0,2.0,4.0,4.0
5234,04320600302008,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,04320600302009,1,1,,,,,,,,,20.0,1.0,1.0,2.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,2.0,2.0,30.0,60.0,40.0,0.0,2.0,,9.0,555.0,4.0,3.0
5236,04320600302009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,04320600302009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,04320600302010,1,1,,,,,,,,,20.0,1.0,3.0,3.0,1.0,2.0,,3.0,9.0,1.0,2.0,10.0,3.0,2.0,50.0,60.0,60.0,0.0,2.0,,9.0,2.0,3.0,4.0
5239,04320600302010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,04320600302010,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,04320600302011,1,1,,,,,,,,,5.0,1.0,3.0,3.0,1.0,2.0,,3.0,9.0,1.0,1.0,7.0,3.0,2.0,45.0,60.0,30.0,25.0,2.0,,9.0,2.0,3.0,5.0
5242,04320600302011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,04320600302011,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,04320600302012,1,1,,,,,,,,,10.0,1.0,3.0,4.0,1.0,2.0,,3.0,9.0,1.0,1.0,8.0,2.0,2.0,40.0,60.0,40.0,30.0,2.0,,9.0,2.0,3.0,6.0
5245,04320600302012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,04320600302012,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,04321100307001,1,1,,,,,,,,1.0,5.0,1.0,1.0,8.0,1.0,2.0,,3.0,,1.0,,8.0,2.0,2.0,110.0,0.0,90.0,0.0,2.0,,9.0,2.0,555.0,555.0
5248,04321100307001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,04321100307001,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,04321100307002,1,1,,,,,,,,1.0,10.0,1.0,3.0,16.0,1.0,2.0,,3.0,,1.0,,15.0,3.0,3.0,90.0,40.0,60.0,0.0,2.0,,9.0,2.0,555.0,555.0
5251,04321100307002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,04321100307002,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,04321100307003,1,1,,,,,,,,1.0,3.0,1.0,3.0,9.0,1.0,2.0,,3.0,,1.0,,8.0,3.0,3.0,80.0,40.0,60.0,0.0,2.0,,9.0,2.0,555.0,555.0
5254,04321100307003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,04321100307003,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,04321100307004,1,1,,,,,,,,1.0,2.0,1.0,1.0,12.0,1.0,2.0,,3.0,,1.0,,8.0,2.0,2.0,80.0,0.0,60.0,0.0,2.0,,9.0,2.0,555.0,555.0
5257,04321100307004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,04321100307004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,04321100307005,1,1,,,,,,,,1.0,5.0,1.0,3.0,20.0,1.0,2.0,,3.0,,1.0,,12.0,3.0,3.0,80.0,40.0,70.0,0.0,2.0,,9.0,2.0,555.0,555.0
5260,04321100307005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,04321100307005,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,04321100307006,1,1,,,,,,,,1.0,8.0,1.0,3.0,14.0,1.0,2.0,,3.0,,1.0,,5.0,2.0,2.0,120.0,0.0,70.0,0.0,2.0,,9.0,2.0,555.0,555.0
5263,04321100307006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,04321100307006,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,04321100307007,1,1,,,,,,,,1.0,8.0,1.0,3.0,16.0,1.0,2.0,,3.0,,1.0,,6.0,3.0,3.0,85.0,45.0,60.0,0.0,2.0,,9.0,2.0,555.0,555.0
5266,04321100307007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,04321100307007,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,04321100307008,1,1,,,,,,,,1.0,5.0,1.0,3.0,12.0,1.0,2.0,,3.0,,1.0,,6.0,2.0,2.0,80.0,0.0,60.0,0.0,2.0,,9.0,2.0,555.0,10.0
5269,04321100307008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,04321100307008,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5271,04321100307009,1,1,,,,,,,,1.0,3.0,1.0,3.0,10.0,1.0,2.0,,3.0,,1.0,,7.0,3.0,3.0,70.0,30.0,80.0,0.0,2.0,,9.0,2.0,555.0,10.0
5272,04321100307009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273,04321100307009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5274,04321100307010,1,1,,,,,,,,1.0,7.0,1.0,3.0,20.0,1.0,2.0,,2.0,,1.0,,8.0,3.0,3.0,80.0,30.0,100.0,0.0,2.0,,9.0,2.0,10.0,555.0
5275,04321100307010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,04321100307010,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5277,04321100307011,1,1,,,,,,,,1.0,7.0,1.0,3.0,1.0,1.0,2.0,,3.0,,1.0,,5.0,3.0,3.0,90.0,40.0,60.0,0.0,2.0,,9.0,2.0,555.0,555.0
5278,04321100307011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279,04321100307011,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5280,04321100307012,1,1,,,,,,,,1.0,4.0,1.0,1.0,6.0,1.0,2.0,,3.0,,1.0,,10.0,2.0,2.0,140.0,0.0,70.0,0.0,2.0,,9.0,2.0,555.0,555.0
5281,04321100307012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5282,04321100307012,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5283,04321100505001,1,1,,,,,,,,1.0,5.0,1.0,3.0,10.0,1.0,2.0,,2.0,,1.0,,10.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,555.0,8.0,8.0
5284,04321100505001,2,1,,,,,,,1.0,1.0,20.0,2.0,3.0,10.0,1.0,2.0,,4.0,,1.0,,25.0,4.0,4.0,40.0,40.0,40.0,0.0,2.0,,9.0,2.0,10.0,10.0
5285,04321100505001,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5286,04321100505002,1,1,,,,,,,,1.0,5.0,1.0,3.0,20.0,1.0,2.0,,3.0,,1.0,,15.0,1.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,2.0,10.0,10.0
5287,04321100505002,2,1,,,,,,,2.0,1.0,25.0,2.0,3.0,20.0,1.0,2.0,,4.0,,1.0,,20.0,3.0,3.0,60.0,60.0,70.0,0.0,2.0,,9.0,2.0,10.0,10.0
5288,04321100505002,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5289,04321100505003,1,1,,,,,,,,1.0,5.0,1.0,3.0,25.0,1.0,2.0,,3.0,,1.0,,6.0,3.0,3.0,40.0,40.0,40.0,0.0,2.0,,9.0,2.0,555.0,555.0
5290,04321100505003,2,1,,,,,,,1.0,1.0,40.0,2.0,1.0,20.0,2.0,2.0,,4.0,,1.0,,15.0,3.0,3.0,35.0,45.0,60.0,0.0,2.0,,9.0,2.0,10.0,10.0
5291,04321100505003,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,04321100505004,1,1,,,,,,,,1.0,7.0,1.0,3.0,20.0,1.0,2.0,,3.0,,1.0,,15.0,3.0,3.0,80.0,40.0,60.0,0.0,2.0,,9.0,2.0,555.0,555.0
5293,04321100505004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5294,04321100505004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,04321100505005,1,1,,,,,,,,1.0,15.0,1.0,3.0,12.0,1.0,2.0,,3.0,,1.0,,10.0,2.0,2.0,90.0,0.0,120.0,0.0,2.0,,9.0,555.0,555.0,555.0
5296,04321100505005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,04321100505005,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298,04321100505006,1,1,,,,,,,,1.0,5.0,1.0,3.0,20.0,1.0,2.0,,3.0,,1.0,,6.0,2.0,2.0,90.0,0.0,110.0,0.0,2.0,,9.0,2.0,555.0,555.0
5299,04321100505006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,04321100505006,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,04321100505007,1,1,,,,,,,,1.0,8.0,1.0,3.0,16.0,1.0,2.0,,3.0,,1.0,,7.0,3.0,3.0,90.0,60.0,60.0,0.0,2.0,,9.0,2.0,555.0,555.0
5302,04321100505007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
