,HHID,M_a,M_b,M1
62790,14800900802074,0.0,,6
62791,14800900802074,0.0,,7
62792,14800900802074,0.0,,8
62793,14800900802074,0.0,,9
62794,14800900802074,0.0,,10
62795,14800900802074,0.0,,11
62796,14800900802074,0.0,,12
62797,14800900802074,0.0,,13
62798,14800900802074,0.0,,14
62799,14800900802074,0.0,,15
62800,14800900802081,0.0,,1
62801,14800900802081,0.0,,2
62802,14800900802081,0.0,,3
62803,14800900802081,0.0,,4
62804,14800900802081,0.0,,5
62805,14800900802081,0.0,,6
62806,14800900802081,0.0,,7
62807,14800900802081,0.0,,8
62808,14800900802081,0.0,,9
62809,14800900802081,0.0,,10
62810,14800900802081,0.0,,11
62811,14800900802081,0.0,,12
62812,14800900802081,0.0,,13
62813,14800900802081,0.0,,14
62814,14800900802081,0.0,,15
62815,14800900802081,8.0,,16
62816,14811000201003,0.0,,1
62817,14811000201003,0.0,,2
62818,14811000201003,0.0,,3
62819,14811000201003,0.0,,4
62820,14811000201003,0.0,,5
62821,14811000201003,0.0,,6
62822,14811000201003,0.0,,7
62823,14811000201003,0.0,,8
62824,14811000201003,0.0,,9
62825,14811000201003,0.0,,10
62826,14811000201003,0.0,,11
62827,14811000201003,0.0,,12
62828,14811000201003,0.0,,13
62829,14811000201003,0.0,,14
62830,14811000201003,0.0,,15
62831,14811000201008,0.0,,1
62832,14811000201008,0.0,,2
62833,14811000201008,0.0,,3
62834,14811000201008,0.0,,4
62835,14811000201008,0.0,,5
62836,14811000201008,0.0,,6
62837,14811000201008,0.0,,7
62838,14811000201008,0.0,,8
62839,14811000201008,0.0,,9
62840,14811000201008,0.0,,10
62841,14811000201008,0.0,,11
62842,14811000201008,0.0,,12
62843,14811000201008,0.0,,13
62844,14811000201008,0.0,,14
62845,14811000201008,0.0,,15
62846,14811000201008,2.0,,16
62847,14811000201013,0.0,,1
62848,14811000201013,0.0,,2
62849,14811000201013,0.0,,3
62850,14811000201013,0.0,,4
62851,14811000201013,0.0,,5
62852,14811000201013,0.0,,6
62853,14811000201013,0.0,,7
62854,14811000201013,0.0,,8
62855,14811000201013,0.0,,9
62856,14811000201013,0.0,,10
62857,14811000201013,0.0,,11
62858,14811000201013,0.0,,12
62859,14811000201013,0.0,,13
62860,14811000201013,0.0,,14
62861,14811000201013,0.0,,15
62862,14811000201018,0.0,,1
62863,14811000201018,0.0,,2
62864,14811000201018,0.0,,3
62865,14811000201018,0.0,,4
62866,14811000201018,0.0,,5
62867,14811000201018,0.0,,6
62868,14811000201018,0.0,,7
62869,14811000201018,0.0,,8
62870,14811000201018,0.0,,9
62871,14811000201018,0.0,,10
62872,14811000201018,0.0,,11
62873,14811000201018,0.0,,12
62874,14811000201018,0.0,,13
62875,14811000201018,0.0,,14
62876,14811000201018,0.0,,15
62877,14811000201023,0.0,,1
62878,14811000201023,0.0,,2
62879,14811000201023,0.0,,3
62880,14811000201023,0.0,,4
62881,14811000201023,0.0,,5
62882,14811000201023,0.0,,6
62883,14811000201023,0.0,,7
62884,14811000201023,0.0,,8
62885,14811000201023,0.0,,9
62886,14811000201023,0.0,,10
62887,14811000201023,0.0,,11
62888,14811000201023,0.0,,12
62889,14811000201023,0.0,,13
62890,14811000201023,0.0,,14
62891,14811000201023,0.0,,15
62892,14811000201028,0.0,,1
62893,14811000201028,0.0,,2
62894,14811000201028,0.0,,3
62895,14811000201028,0.0,,4
62896,14811000201028,0.0,,5
62897,14811000201028,0.0,,6
62898,14811000201028,0.0,,7
62899,14811000201028,0.0,,8
62900,14811000201028,0.0,,9
62901,14811000201028,0.0,,10
62902,14811000201028,0.0,,11
62903,14811000201028,0.0,,12
62904,14811000201028,0.0,,13
62905,14811000201028,0.0,,14
62906,14811000201028,0.0,,15
62907,14811000201033,0.0,,1
62908,14811000201033,0.0,,2
62909,14811000201033,0.0,,3
62910,14811000201033,0.0,,4
62911,14811000201033,0.0,,5
62912,14811000201033,0.0,,6
62913,14811000201033,0.0,,7
62914,14811000201033,0.0,,8
62915,14811000201033,0.0,,9
62916,14811000201033,0.0,,10
62917,14811000201033,0.0,,11
62918,14811000201033,0.0,,12
62919,14811000201033,0.0,,13
62920,14811000201033,0.0,,14
62921,14811000201033,0.0,,15
62922,14811000201038,0.0,,1
62923,14811000201038,0.0,,2
62924,14811000201038,0.0,,3
62925,14811000201038,0.0,,4
62926,14811000201038,0.0,,5
62927,14811000201038,0.0,,6
62928,14811000201038,0.0,,7
62929,14811000201038,0.0,,8
62930,14811000201038,0.0,,9
62931,14811000201038,0.0,,10
62932,14811000201038,0.0,,11
62933,14811000201038,0.0,,12
62934,14811000201038,0.0,,13
62935,14811000201038,0.0,,14
62936,14811000201038,0.0,,15
62937,14811000201043,0.0,,1
62938,14811000201043,0.0,,2
62939,14811000201043,0.0,,3
62940,14811000201043,0.0,,4
62941,14811000201043,0.0,,5
62942,14811000201043,0.0,,6
62943,14811000201043,0.0,,7
62944,14811000201043,0.0,,8
62945,14811000201043,0.0,,9
62946,14811000201043,0.0,,10
62947,14811000201043,0.0,,11
62948,14811000201043,0.0,,12
62949,14811000201043,0.0,,13
62950,14811000201043,0.0,,14
62951,14811000201043,0.0,,15
62952,14811000201048,0.0,,1
62953,14811000201048,0.0,,2
62954,14811000201048,0.0,,3
62955,14811000201048,0.0,,4
62956,14811000201048,0.0,,5
62957,14811000201048,0.0,,6
62958,14811000201048,0.0,,7
62959,14811000201048,0.0,,8
62960,14811000201048,0.0,,9
62961,14811000201048,0.0,,10
62962,14811000201048,0.0,,11
62963,14811000201048,0.0,,12
62964,14811000201048,0.0,,13
62965,14811000201048,0.0,,14
62966,14811000201048,0.0,,15
62967,14811000201053,0.0,,1
62968,14811000201053,0.0,,2
62969,14811000201053,0.0,,3
62970,14811000201053,0.0,,4
62971,14811000201053,0.0,,5
62972,14811000201053,0.0,,6
62973,14811000201053,0.0,,7
62974,14811000201053,0.0,,8
62975,14811000201053,0.0,,9
62976,14811000201053,0.0,,10
62977,14811000201053,0.0,,11
62978,14811000201053,0.0,,12
62979,14811000201053,0.0,,13
62980,14811000201053,0.0,,14
62981,14811000201053,0.0,,15
62982,14811000201058,0.0,,1
62983,14811000201058,0.0,,2
62984,14811000201058,0.0,,3
62985,14811000201058,0.0,,4
62986,14811000201058,0.0,,5
62987,14811000201058,0.0,,6
62988,14811000201058,0.0,,7
62989,14811000201058,0.0,,8
62990,14811000201058,0.0,,9
62991,14811000201058,0.0,,10
62992,14811000201058,0.0,,11
62993,14811000201058,0.0,,12
62994,14811000201058,0.0,,13
62995,14811000201058,0.0,,14
62996,14811000201058,0.0,,15
62997,14811000527009,0.0,,1
62998,14811000527009,1.0,10.0,2
62999,14811000527009,0.0,,3
63000,14811000527009,0.0,,4
63001,14811000527009,0.0,,5
63002,14811000527009,0.0,,6
63003,14811000527009,0.0,,7
63004,14811000527009,0.0,,8
63005,14811000527009,0.0,,9
63006,14811000527009,0.0,,10
63007,14811000527009,0.0,,11
63008,14811000527009,0.0,,12
63009,14811000527009,0.0,,13
63010,14811000527009,0.0,,14
63011,14811000527009,0.0,,15
63012,14811000527010,0.0,,1
63013,14811000527010,0.0,,2
63014,14811000527010,0.0,,3
63015,14811000527010,0.0,,4
63016,14811000527010,0.0,,5
63017,14811000527010,0.0,,6
63018,14811000527010,0.0,,7
63019,14811000527010,0.0,,8
63020,14811000527010,0.0,,9
63021,14811000527010,0.0,,10
63022,14811000527010,0.0,,11
63023,14811000527010,0.0,,12
63024,14811000527010,0.0,,13
63025,14811000527010,0.0,,14
63026,14811000527010,0.0,,15
63027,14811000527010,1.0,,16
63028,14811000527020,0.0,,1
63029,14811000527020,0.0,,2
63030,14811000527020,0.0,,3
63031,14811000527020,0.0,,4
63032,14811000527020,0.0,,5
63033,14811000527020,0.0,,6
63034,14811000527020,0.0,,7
63035,14811000527020,0.0,,8
63036,14811000527020,0.0,,9
63037,14811000527020,0.0,,10
63038,14811000527020,0.0,,11
63039,14811000527020,0.0,,12
63040,14811000527020,0.0,,13
63041,14811000527020,0.0,,14
63042,14811000527020,0.0,,15
63043,14811000527031,1.0,7.0,1
63044,14811000527031,0.0,,2
63045,14811000527031,0.0,,3
63046,14811000527031,0.0,,4
63047,14811000527031,0.0,,5
63048,14811000527031,0.0,,6
63049,14811000527031,0.0,,7
63050,14811000527031,0.0,,8
63051,14811000527031,0.0,,9
63052,14811000527031,0.0,,10
63053,14811000527031,0.0,,11
63054,14811000527031,0.0,,12
63055,14811000527031,0.0,,13
63056,14811000527031,0.0,,14
63057,14811000527031,0.0,,15
63058,14811000527042,0.0,,1
63059,14811000527042,0.0,,2
63060,14811000527042,0.0,,3
63061,14811000527042,0.0,,4
63062,14811000527042,0.0,,5
63063,14811000527042,0.0,,6
63064,14811000527042,0.0,,7
63065,14811000527042,0.0,,8
63066,14811000527042,0.0,,9
63067,14811000527042,0.0,,10
63068,14811000527042,0.0,,11
63069,14811000527042,0.0,,12
63070,14811000527042,0.0,,13
63071,14811000527042,0.0,,14
63072,14811000527042,0.0,,15
63073,14811000527053,1.0,7.0,1
63074,14811000527053,0.0,,2
63075,14811000527053,0.0,,3
63076,14811000527053,0.0,,4
63077,14811000527053,0.0,,5
63078,14811000527053,0.0,,6
63079,14811000527053,0.0,,7
63080,14811000527053,0.0,,8
63081,14811000527053,0.0,,9
63082,14811000527053,0.0,,10
63083,14811000527053,0.0,,11
63084,14811000527053,0.0,,12
63085,14811000527053,0.0,,13
63086,14811000527053,0.0,,14
63087,14811000527053,0.0,,15
63088,14811000527064,0.0,,1
63089,14811000527064,0.0,,2
63090,14811000527064,0.0,,3
63091,14811000527064,0.0,,4
63092,14811000527064,0.0,,5
63093,14811000527064,0.0,,6
63094,14811000527064,0.0,,7
63095,14811000527064,0.0,,8
63096,14811000527064,0.0,,9
63097,14811000527064,0.0,,10
63098,14811000527064,0.0,,11
63099,14811000527064,0.0,,12
63100,14811000527064,0.0,,13
63101,14811000527064,0.0,,14
63102,14811000527064,0.0,,15
63103,14811000527064,3.0,,16
63104,14811000527075,0.0,,1
63105,14811000527075,0.0,,2
63106,14811000527075,0.0,,3
63107,14811000527075,0.0,,4
63108,14811000527075,0.0,,5
63109,14811000527075,0.0,,6
63110,14811000527075,0.0,,7
63111,14811000527075,0.0,,8
63112,14811000527075,0.0,,9
63113,14811000527075,0.0,,10
63114,14811000527075,0.0,,11
63115,14811000527075,0.0,,12
63116,14811000527075,0.0,,13
63117,14811000527075,0.0,,14
63118,14811000527075,0.0,,15
63119,14811000527086,0.0,,1
63120,14811000527086,0.0,,2
63121,14811000527086,0.0,,3
63122,14811000527086,0.0,,4
63123,14811000527086,0.0,,5
63124,14811000527086,0.0,,6
63125,14811000527086,0.0,,7
63126,14811000527086,0.0,,8
63127,14811000527086,0.0,,9
63128,14811000527086,0.0,,10
63129,14811000527086,0.0,,11
63130,14811000527086,0.0,,12
63131,14811000527086,0.0,,13
63132,14811000527086,0.0,,14
63133,14811000527086,0.0,,15
63134,14811000527097,0.0,,1
63135,14811000527097,0.0,,2
63136,14811000527097,0.0,,3
63137,14811000527097,0.0,,4
63138,14811000527097,0.0,,5
63139,14811000527097,0.0,,6
63140,14811000527097,0.0,,7
63141,14811000527097,0.0,,8
63142,14811000527097,0.0,,9
63143,14811000527097,0.0,,10
63144,14811000527097,0.0,,11
63145,14811000527097,0.0,,12
63146,14811000527097,0.0,,13
63147,14811000527097,0.0,,14
63148,14811000527097,0.0,,15
63149,14811000527119,0.0,,1
63150,14811000527119,0.0,,2
63151,14811000527119,0.0,,3
63152,14811000527119,0.0,,4
63153,14811000527119,0.0,,5
63154,14811000527119,0.0,,6
63155,14811000527119,0.0,,7
63156,14811000527119,0.0,,8
63157,14811000527119,0.0,,9
63158,14811000527119,0.0,,10
63159,14811000527119,0.0,,11
63160,14811000527119,0.0,,12
63161,14811000527119,0.0,,13
63162,14811000527119,0.0,,14
63163,14811000527119,0.0,,15
63164,14811000527130,0.0,,1
63165,14811000527130,0.0,,2
63166,14811000527130,0.0,,3
63167,14811000527130,0.0,,4
63168,14811000527130,0.0,,5
63169,14811000527130,0.0,,6
63170,14811000527130,0.0,,7
63171,14811000527130,0.0,,8
63172,14811000527130,0.0,,9
63173,14811000527130,0.0,,10
63174,14811000527130,0.0,,11
63175,14811000527130,0.0,,12
63176,14811000527130,0.0,,13
63177,14811000527130,0.0,,14
63178,14811000527130,0.0,,15
63179,14811000825005,0.0,,1
63180,14811000825005,0.0,,2
63181,14811000825005,0.0,,3
63182,14811000825005,0.0,,4
63183,14811000825005,0.0,,5
63184,14811000825005,0.0,,6
63185,14811000825005,0.0,,7
63186,14811000825005,0.0,,8
63187,14811000825005,0.0,,9
63188,14811000825005,0.0,,10
63189,14811000825005,0.0,,11
63190,14811000825005,0.0,,12
63191,14811000825005,0.0,,13
63192,14811000825005,0.0,,14
63193,14811000825005,0.0,,15
63194,14811000825013,0.0,,1
63195,14811000825013,0.0,,2
63196,14811000825013,0.0,,3
63197,14811000825013,0.0,,4
63198,14811000825013,0.0,,5
63199,14811000825013,0.0,,6
63200,14811000825013,0.0,,7
63201,14811000825013,0.0,,8
63202,14811000825013,0.0,,9
63203,14811000825013,0.0,,10
63204,14811000825013,0.0,,11
63205,14811000825013,0.0,,12
63206,14811000825013,0.0,,13
63207,14811000825013,0.0,,14
63208,14811000825013,0.0,,15
63209,14811000825021,0.0,,1
63210,14811000825021,0.0,,2
63211,14811000825021,0.0,,3
63212,14811000825021,0.0,,4
63213,14811000825021,0.0,,5
63214,14811000825021,0.0,,6
63215,14811000825021,0.0,,7
63216,14811000825021,0.0,,8
63217,14811000825021,0.0,,9
63218,14811000825021,0.0,,10
63219,14811000825021,0.0,,11
63220,14811000825021,0.0,,12
63221,14811000825021,0.0,,13
63222,14811000825021,0.0,,14
63223,14811000825021,0.0,,15
63224,14811000825029,0.0,,1
63225,14811000825029,0.0,,2
63226,14811000825029,0.0,,3
63227,14811000825029,0.0,,4
63228,14811000825029,0.0,,5
63229,14811000825029,0.0,,6
63230,14811000825029,0.0,,7
63231,14811000825029,0.0,,8
63232,14811000825029,0.0,,9
63233,14811000825029,0.0,,10
63234,14811000825029,0.0,,11
63235,14811000825029,0.0,,12
63236,14811000825029,0.0,,13
63237,14811000825029,0.0,,14
63238,14811000825029,0.0,,15
63239,14811000825037,0.0,,1
63240,14811000825037,0.0,,2
63241,14811000825037,0.0,,3
63242,14811000825037,0.0,,4
63243,14811000825037,0.0,,5
63244,14811000825037,0.0,,6
63245,14811000825037,0.0,,7
63246,14811000825037,0.0,,8
63247,14811000825037,0.0,,9
63248,14811000825037,0.0,,10
63249,14811000825037,0.0,,11
63250,14811000825037,0.0,,12
63251,14811000825037,0.0,,13
63252,14811000825037,0.0,,14
63253,14811000825037,0.0,,15
63254,14811000825045,0.0,,1
63255,14811000825045,0.0,,2
63256,14811000825045,0.0,,3
63257,14811000825045,0.0,,4
63258,14811000825045,0.0,,5
63259,14811000825045,0.0,,6
63260,14811000825045,0.0,,7
63261,14811000825045,0.0,,8
63262,14811000825045,0.0,,9
63263,14811000825045,0.0,,10
63264,14811000825045,0.0,,11
63265,14811000825045,0.0,,12
63266,14811000825045,0.0,,13
63267,14811000825045,0.0,,14
63268,14811000825045,0.0,,15
63269,14811000825053,0.0,,1
63270,14811000825053,0.0,,2
63271,14811000825053,0.0,,3
63272,14811000825053,0.0,,4
63273,14811000825053,0.0,,5
63274,14811000825053,0.0,,6
63275,14811000825053,0.0,,7
63276,14811000825053,0.0,,8
63277,14811000825053,0.0,,9
63278,14811000825053,0.0,,10
63279,14811000825053,0.0,,11
63280,14811000825053,0.0,,12
63281,14811000825053,0.0,,13
63282,14811000825053,0.0,,14
63283,14811000825053,0.0,,15
63284,14811000825061,0.0,,1
63285,14811000825061,0.0,,2
63286,14811000825061,0.0,,3
63287,14811000825061,0.0,,4
63288,14811000825061,0.0,,5
63289,14811000825061,0.0,,6
63290,14811000825061,0.0,,7
63291,14811000825061,0.0,,8
63292,14811000825061,0.0,,9
63293,14811000825061,0.0,,10
63294,14811000825061,0.0,,11
63295,14811000825061,0.0,,12
63296,14811000825061,0.0,,13
63297,14811000825061,0.0,,14
63298,14811000825061,0.0,,15
63299,14811000825069,0.0,,1
63300,14811000825069,0.0,,2
63301,14811000825069,0.0,,3
63302,14811000825069,0.0,,4
63303,14811000825069,0.0,,5
63304,14811000825069,0.0,,6
63305,14811000825069,0.0,,7
63306,14811000825069,0.0,,8
63307,14811000825069,0.0,,9
63308,14811000825069,0.0,,10
63309,14811000825069,0.0,,11
63310,14811000825069,0.0,,12
63311,14811000825069,0.0,,13
63312,14811000825069,0.0,,14
63313,14811000825069,0.0,,15
63314,14811000825077,0.0,,1
63315,14811000825077,0.0,,2
63316,14811000825077,0.0,,3
63317,14811000825077,0.0,,4
63318,14811000825077,0.0,,5
63319,14811000825077,0.0,,6
63320,14811000825077,0.0,,7
63321,14811000825077,0.0,,8
63322,14811000825077,0.0,,9
63323,14811000825077,0.0,,10
63324,14811000825077,0.0,,11
63325,14811000825077,0.0,,12
63326,14811000825077,0.0,,13
63327,14811000825077,0.0,,14
63328,14811000825077,0.0,,15
63329,14811000825085,0.0,,1
63330,14811000825085,0.0,,2
63331,14811000825085,0.0,,3
63332,14811000825085,0.0,,4
63333,14811000825085,0.0,,5
63334,14811000825085,0.0,,6
63335,14811000825085,0.0,,7
63336,14811000825085,0.0,,8
63337,14811000825085,0.0,,9
63338,14811000825085,0.0,,10
63339,14811000825085,0.0,,11
63340,14811000825085,0.0,,12
63341,14811000825085,0.0,,13
63342,14811000825085,0.0,,14
63343,14811000825085,0.0,,15
63344,14811000825093,0.0,,1
63345,14811000825093,0.0,,2
63346,14811000825093,0.0,,3
63347,14811000825093,0.0,,4
63348,14811000825093,0.0,,5
63349,14811000825093,0.0,,6
63350,14811000825093,0.0,,7
63351,14811000825093,0.0,,8
63352,14811000825093,0.0,,9
63353,14811000825093,0.0,,10
63354,14811000825093,0.0,,11
63355,14811000825093,0.0,,12
63356,14811000825093,0.0,,13
63357,14811000825093,0.0,,14
63358,14811000825093,0.0,,15
63359,15710100216013,0.0,,1
63360,15710100216013,0.0,,2
63361,15710100216013,0.0,,3
63362,15710100216013,0.0,,4
63363,15710100216013,0.0,,5
63364,15710100216013,0.0,,6
63365,15710100216013,0.0,,7
63366,15710100216013,0.0,,8
63367,15710100216013,0.0,,9
63368,15710100216013,0.0,,10
63369,15710100216013,0.0,,11
63370,15710100216013,0.0,,12
63371,15710100216013,0.0,,13
63372,15710100216013,0.0,,14
63373,15710100216013,0.0,,15
63374,15710100216013,1.0,,16
63375,15710100216014,0.0,,1
63376,15710100216014,0.0,,2
63377,15710100216014,0.0,,3
63378,15710100216014,0.0,,4
63379,15710100216014,0.0,,5
63380,15710100216014,0.0,,6
63381,15710100216014,0.0,,7
63382,15710100216014,0.0,,8
63383,15710100216014,0.0,,9
63384,15710100216014,0.0,,10
63385,15710100216014,0.0,,11
63386,15710100216014,0.0,,12
63387,15710100216014,0.0,,13
63388,15710100216014,0.0,,14
63389,15710100216014,0.0,,15
63390,15710100216015,0.0,,1
63391,15710100216015,0.0,,2
63392,15710100216015,0.0,,3
63393,15710100216015,0.0,,4
63394,15710100216015,0.0,,5
63395,15710100216015,0.0,,6
63396,15710100216015,0.0,,7
63397,15710100216015,0.0,,8
63398,15710100216015,0.0,,9
63399,15710100216015,0.0,,10
63400,15710100216015,0.0,,11
63401,15710100216015,0.0,,12
63402,15710100216015,0.0,,13
63403,15710100216015,0.0,,14
63404,15710100216015,0.0,,15
63405,15710100216017,0.0,,1
63406,15710100216017,0.0,,2
63407,15710100216017,0.0,,3
63408,15710100216017,0.0,,4
63409,15710100216017,0.0,,5
63410,15710100216017,0.0,,6
63411,15710100216017,0.0,,7
63412,15710100216017,0.0,,8
63413,15710100216017,0.0,,9
63414,15710100216017,0.0,,10
63415,15710100216017,0.0,,11
63416,15710100216017,0.0,,12
63417,15710100216017,0.0,,13
63418,15710100216017,0.0,,14
63419,15710100216017,0.0,,15
63420,15710100216017,1.0,,16
63421,15710100216018,0.0,,1
63422,15710100216018,0.0,,2
63423,15710100216018,0.0,,3
63424,15710100216018,0.0,,4
63425,15710100216018,0.0,,5
63426,15710100216018,0.0,,6
63427,15710100216018,0.0,,7
63428,15710100216018,0.0,,8
63429,15710100216018,0.0,,9
63430,15710100216018,0.0,,10
63431,15710100216018,0.0,,11
63432,15710100216018,0.0,,12
63433,15710100216018,0.0,,13
63434,15710100216018,0.0,,14
63435,15710100216018,0.0,,15
63436,15710100216019,0.0,,1
63437,15710100216019,0.0,,2
63438,15710100216019,0.0,,3
63439,15710100216019,0.0,,4
63440,15710100216019,0.0,,5
63441,15710100216019,0.0,,6
63442,15710100216019,0.0,,7
63443,15710100216019,0.0,,8
63444,15710100216019,0.0,,9
63445,15710100216019,0.0,,10
63446,15710100216019,0.0,,11
63447,15710100216019,0.0,,12
63448,15710100216019,0.0,,13
63449,15710100216019,0.0,,14
63450,15710100216019,0.0,,15
63451,15710100216020,0.0,,1
63452,15710100216020,0.0,,2
63453,15710100216020,0.0,,3
63454,15710100216020,0.0,,4
63455,15710100216020,0.0,,5
63456,15710100216020,0.0,,6
63457,15710100216020,0.0,,7
63458,15710100216020,0.0,,8
63459,15710100216020,0.0,,9
63460,15710100216020,0.0,,10
63461,15710100216020,0.0,,11
63462,15710100216020,0.0,,12
63463,15710100216020,0.0,,13
63464,15710100216020,0.0,,14
63465,15710100216020,0.0,,15
63466,15710100216021,0.0,,1
63467,15710100216021,0.0,,2
63468,15710100216021,0.0,,3
63469,15710100216021,0.0,,4
63470,15710100216021,0.0,,5
63471,15710100216021,0.0,,6
63472,15710100216021,0.0,,7
63473,15710100216021,0.0,,8
63474,15710100216021,0.0,,9
63475,15710100216021,0.0,,10
63476,15710100216021,0.0,,11
63477,15710100216021,0.0,,12
63478,15710100216021,0.0,,13
63479,15710100216021,0.0,,14
63480,15710100216021,0.0,,15
63481,15710100216021,1.0,,16
63482,15710100216023,0.0,,1
63483,15710100216023,0.0,,2
63484,15710100216023,0.0,,3
63485,15710100216023,0.0,,4
63486,15710100216023,0.0,,5
63487,15710100216023,0.0,,6
63488,15710100216023,0.0,,7
63489,15710100216023,0.0,,8
63490,15710100216023,0.0,,9
63491,15710100216023,0.0,,10
63492,15710100216023,0.0,,11
63493,15710100216023,0.0,,12
63494,15710100216023,0.0,,13
63495,15710100216023,0.0,,14
63496,15710100216023,0.0,,15
63497,15710100216024,0.0,,1
63498,15710100216024,0.0,,2
63499,15710100216024,0.0,,3
63500,15710100216024,0.0,,4
63501,15710100216024,0.0,,5
63502,15710100216024,0.0,,6
63503,15710100216024,0.0,,7
63504,15710100216024,0.0,,8
63505,15710100216024,0.0,,9
63506,15710100216024,0.0,,10
63507,15710100216024,0.0,,11
63508,15710100216024,0.0,,12
63509,15710100216024,0.0,,13
63510,15710100216024,0.0,,14
63511,15710100216024,0.0,,15
63512,15710100216025,0.0,,1
63513,15710100216025,0.0,,2
63514,15710100216025,0.0,,3
63515,15710100216025,0.0,,4
63516,15710100216025,0.0,,5
63517,15710100216025,0.0,,6
63518,15710100216025,0.0,,7
63519,15710100216025,0.0,,8
63520,15710100216025,0.0,,9
63521,15710100216025,0.0,,10
63522,15710100216025,0.0,,11
63523,15710100216025,0.0,,12
63524,15710100216025,0.0,,13
63525,15710100216025,0.0,,14
63526,15710100216025,0.0,,15
63527,15710100216026,0.0,,1
63528,15710100216026,0.0,,2
63529,15710100216026,0.0,,3
63530,15710100216026,0.0,,4
63531,15710100216026,0.0,,5
63532,15710100216026,0.0,,6
63533,15710100216026,0.0,,7
63534,15710100216026,0.0,,8
63535,15710100216026,0.0,,9
63536,15710100216026,0.0,,10
63537,15710100216026,0.0,,11
63538,15710100216026,0.0,,12
63539,15710100216026,0.0,,13
63540,15710100216026,0.0,,14
63541,15710100216026,0.0,,15
63542,15710100267001,0.0,,1
63543,15710100267001,1.0,10.0,2
63544,15710100267001,0.0,,3
63545,15710100267001,0.0,,4
63546,15710100267001,0.0,,5
63547,15710100267001,0.0,,6
63548,15710100267001,0.0,,7
63549,15710100267001,0.0,,8
63550,15710100267001,0.0,,9
63551,15710100267001,0.0,,10
63552,15710100267001,0.0,,11
63553,15710100267001,0.0,,12
63554,15710100267001,0.0,,13
63555,15710100267001,0.0,,14
63556,15710100267001,0.0,,15
63557,15710100267002,0.0,,1
63558,15710100267002,0.0,,2
63559,15710100267002,0.0,,3
63560,15710100267002,0.0,,4
63561,15710100267002,0.0,,5
63562,15710100267002,0.0,,6
63563,15710100267002,0.0,,7
63564,15710100267002,0.0,,8
63565,15710100267002,0.0,,9
63566,15710100267002,0.0,,10
63567,15710100267002,0.0,,11
63568,15710100267002,0.0,,12
63569,15710100267002,0.0,,13
63570,15710100267002,0.0,,14
63571,15710100267002,0.0,,15
63572,15710100267003,0.0,,1
63573,15710100267003,0.0,,2
63574,15710100267003,0.0,,3
63575,15710100267003,0.0,,4
63576,15710100267003,0.0,,5
63577,15710100267003,0.0,,6
63578,15710100267003,0.0,,7
63579,15710100267003,0.0,,8
63580,15710100267003,0.0,,9
63581,15710100267003,0.0,,10
63582,15710100267003,0.0,,11
63583,15710100267003,0.0,,12
63584,15710100267003,0.0,,13
63585,15710100267003,0.0,,14
63586,15710100267003,0.0,,15
63587,15710100267004,0.0,,1
63588,15710100267004,0.0,,2
63589,15710100267004,0.0,,3
63590,15710100267004,0.0,,4
63591,15710100267004,0.0,,5
63592,15710100267004,0.0,,6
63593,15710100267004,0.0,,7
63594,15710100267004,0.0,,8
63595,15710100267004,0.0,,9
63596,15710100267004,0.0,,10
63597,15710100267004,0.0,,11
63598,15710100267004,0.0,,12
63599,15710100267004,0.0,,13
63600,15710100267004,0.0,,14
63601,15710100267004,0.0,,15
63602,15710100267005,0.0,,1
63603,15710100267005,0.0,,2
63604,15710100267005,0.0,,3
63605,15710100267005,0.0,,4
63606,15710100267005,0.0,,5
63607,15710100267005,0.0,,6
63608,15710100267005,0.0,,7
63609,15710100267005,0.0,,8
63610,15710100267005,0.0,,9
63611,15710100267005,0.0,,10
63612,15710100267005,0.0,,11
63613,15710100267005,0.0,,12
63614,15710100267005,0.0,,13
63615,15710100267005,0.0,,14
63616,15710100267005,0.0,,15
63617,15710100267006,0.0,,1
63618,15710100267006,0.0,,2
63619,15710100267006,0.0,,3
63620,15710100267006,0.0,,4
63621,15710100267006,0.0,,5
63622,15710100267006,0.0,,6
63623,15710100267006,0.0,,7
63624,15710100267006,0.0,,8
63625,15710100267006,0.0,,9
63626,15710100267006,0.0,,10
63627,15710100267006,0.0,,11
63628,15710100267006,0.0,,12
63629,15710100267006,0.0,,13
63630,15710100267006,0.0,,14
63631,15710100267006,0.0,,15
63632,15710100267007,0.0,,1
63633,15710100267007,1.0,10.0,2
63634,15710100267007,0.0,,3
63635,15710100267007,0.0,,4
63636,15710100267007,0.0,,5
63637,15710100267007,0.0,,6
63638,15710100267007,0.0,,7
63639,15710100267007,0.0,,8
63640,15710100267007,0.0,,9
63641,15710100267007,0.0,,10
63642,15710100267007,0.0,,11
63643,15710100267007,0.0,,12
63644,15710100267007,0.0,,13
63645,15710100267007,0.0,,14
63646,15710100267007,0.0,,15
63647,15710100267008,0.0,,1
63648,15710100267008,0.0,,2
63649,15710100267008,0.0,,3
63650,15710100267008,0.0,,4
63651,15710100267008,0.0,,5
63652,15710100267008,0.0,,6
63653,15710100267008,0.0,,7
63654,15710100267008,0.0,,8
63655,15710100267008,0.0,,9
63656,15710100267008,0.0,,10
63657,15710100267008,0.0,,11
63658,15710100267008,0.0,,12
63659,15710100267008,0.0,,13
63660,15710100267008,0.0,,14
63661,15710100267008,0.0,,15
63662,15710100267009,0.0,,1
