,HHID,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18
335,02080300404156,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
336,02090100104008,2.0,2.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,,
337,02090100104020,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
338,02090100104032,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
339,02090100104044,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,,,
340,02090100104056,1.0,2.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,
341,02090100104068,2.0,1.0,2.0,888.0,2.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
342,02090100104080,4.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,
343,02090100104092,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
344,02090100104104,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
345,02090100104116,4.0,,,,,,,,,4.0,,,,,,,,
346,02090100104128,2.0,3.0,2.0,1.0,,,,,,1.0,3.0,2.0,1.0,,,,,
347,02090100104140,1.0,2.0,1.0,,,,,,,3.0,,,,,,,,
348,02090200123004,4.0,,,,,,,,,2.0,,,,,,,,
349,02090200123018,4.0,,,,,,,,,4.0,,,,,,,,
350,02090200123032,4.0,,,,,,,,,3.0,,,,,,,,
351,02090200123046,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,4.0,,,,,,,,
352,02090200123060,4.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,
353,02090200123074,4.0,,,,,,,,,3.0,,,,,,,,
354,02090200123088,4.0,,,,,,,,,3.0,,,,,,,,
355,02090200123102,4.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,
356,02090200123116,4.0,,,,,,,,,1.0,2.0,1.0,,,,,,
357,02090200123130,4.0,,,,,,,,,3.0,,,,,,,,
358,02090200123144,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
359,02090200123158,4.0,,,,,,,,,4.0,,,,,,,,
360,02100100401006,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
361,02100100401026,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,
362,02100100401046,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
363,02100100401066,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,
364,02100100401086,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,
365,02100100401106,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
366,02100100401126,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
367,02100100401146,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
368,02100100401166,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
369,02100100401186,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
370,02100100401206,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
371,02100100401226,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
372,02100100501005,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
373,02100100501024,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
374,02100100501043,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
375,02100100501062,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
376,02100100501081,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
377,02100100501100,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
378,02100100501119,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
379,02100100501138,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
380,02100100501157,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
381,02100100501176,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
382,02100100501195,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
383,02100100501214,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
384,02100200904005,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,
385,02100200904016,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,
386,02100200904027,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
387,02100200904038,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
388,02100200904049,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
389,02100200904060,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
390,02100200904071,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,
391,02100200904082,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
392,02100200904093,5.0,,,,,,,,,4.0,,,,,,,,
393,02100200904104,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
394,02100200904115,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
395,02100200904126,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
396,03110300605013,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
397,03110300605030,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
398,03110300605047,1.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
399,03110300605064,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
400,03110300605081,1.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
401,03110300605098,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,4.0,2.0,2.0,1.0,1.0,,,
402,03110300605115,1.0,3.0,2.0,2.0,1.0,1.0,,,,1.0,3.0,2.0,2.0,1.0,1.0,,,
403,03110300605132,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,
404,03110300605149,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
405,03110300605166,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,1.0,,,,,
406,03110300605183,1.0,2.0,2.0,888.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
407,03110300605200,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
408,03110301501010,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
409,03110301501025,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
410,03110301501040,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
411,03110301501055,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,2.0,1.0,,,
412,03110301501070,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
413,03110301501085,1.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
414,03110301501100,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
415,03110301501115,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
416,03110301501130,1.0,1.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
417,03110301501145,1.0,2.0,2.0,888.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
418,03110301501160,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
419,03110301501175,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
420,03110800110001,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,
421,03110800110002,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
422,03110800110003,2.0,1.0,2.0,2.0,1.0,1.0,,,,2.0,,,,,,,,
423,03110800110008,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
424,03110800110030,3.0,,,,,,,,,2.0,,,,,,,,
425,03110800110052,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
426,03110800110074,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
427,03110800110096,2.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,
428,03110800110118,5.0,,,,,,,,,4.0,,,,,,,,
429,03110800110140,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
430,03110800110162,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
431,03110800110184,2.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,
432,03110800701014,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
433,03110800701029,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
434,03110800701044,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
435,03110800701059,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
436,03110800701074,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
437,03110800701089,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
438,03110800701104,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
439,03110800701119,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
440,03110800701134,1.0,3.0,2.0,1.0,,,,,,1.0,3.0,2.0,1.0,,,,,
441,03110800701149,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
442,03110800701164,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
443,03110800701179,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
444,03111700101001,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
445,03111700101002,2.0,1.0,2.0,1.0,,,,,,3.0,,,,,,,,
446,03111700101003,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,
447,03111700101013,4.0,,,,,,,,,3.0,,,,,,,,
448,03111700101037,2.0,1.0,2.0,1.0,,,,,,3.0,,,,,,,,
449,03111700101061,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
450,03111700101085,2.0,2.0,2.0,1.0,,,,,,3.0,,,,,,,,
451,03111700101109,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
452,03111700101133,2.0,2.0,2.0,1.0,,,,,,3.0,,,,,,,,
453,03111700101157,2.0,1.0,2.0,1.0,,,,,,3.0,,,,,,,,
454,03111700101181,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
455,03111700101205,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
456,03111800604007,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,
457,03111800604026,2.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,
458,03111800604045,2.0,5.0,2.0,1.0,,,,,,1.0,5.0,1.0,,,,,,
459,03111800604064,2.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,
460,03111800604083,2.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,
461,03111800604102,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
462,03111800604121,4.0,,,,,,,,,3.0,,,,,,,,
463,03111800604140,2.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,
464,03111800604159,4.0,,,,,,,,,1.0,2.0,1.0,,,,,,
465,03111800604178,4.0,,,,,,,,,3.0,,,,,,,,
466,03111800604197,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
467,03111800604216,2.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,
468,03111801205008,4.0,,,,,,,,,3.0,,,,,,,,
469,03111801205017,4.0,,,,,,,,,3.0,,,,,,,,
470,03111801205026,2.0,1.0,2.0,1.0,,,,,,3.0,,,,,,,,
471,03111801205035,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
472,03111801205044,4.0,,,,,,,,,3.0,,,,,,,,
473,03111801205053,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
474,03111801205062,4.0,,,,,,,,,3.0,,,,,,,,
475,03111801205071,5.0,,,,,,,,,4.0,,,,,,,,
476,03111801205080,4.0,,,,,,,,,3.0,,,,,,,,
477,03111801205089,4.0,,,,,,,,,3.0,,,,,,,,
478,03111801205098,4.0,,,,,,,,,3.0,,,,,,,,
479,03111801205107,4.0,,,,,,,,,3.0,,,,,,,,
480,03111802013001,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,
481,03111802013004,2.0,1.0,2.0,2.0,1.0,1.0,,,,2.0,,,,,,,,
482,03111802013018,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
483,03111802013032,4.0,,,,,,,,,3.0,,,,,,,,
484,03111802013046,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
485,03111802013060,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
486,03111802013074,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
487,03111802013088,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
488,03111802013102,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
489,03111802013116,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
490,03111802013130,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
491,03111802013144,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
492,03112101007015,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,,,,,
493,03112101007031,1.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
494,03112101007047,1.0,4.0,2.0,2.0,1.0,1.0,,,,1.0,4.0,2.0,2.0,1.0,1.0,,,
495,03112101007063,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
496,03112101007079,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
497,03112101007095,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
498,03112101007111,1.0,4.0,2.0,2.0,1.0,1.0,,,,1.0,4.0,2.0,2.0,1.0,1.0,,,
499,03112101007127,1.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,
500,03112101007143,1.0,3.0,2.0,2.0,9.0,2.0,1.0,1.0,,1.0,3.0,2.0,888.0,1.0,2.0,1.0,1.0,
501,03112101007159,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
502,03112101007175,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
503,03112101007191,1.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
504,03120102608012,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
505,03120102608028,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
506,03120102608044,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
507,03120102608060,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
508,03120102608076,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
509,03120102608092,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
510,03120102608108,2.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,
511,03120102608124,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,1.0,,,,,
512,03120102608140,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,
513,03120102608156,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
514,03120102608172,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
515,03120102608188,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
516,03120200303028,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
517,03120200303049,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
518,03120200303070,4.0,,,,,,,,,3.0,,,,,,,,
519,03120200303091,2.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,
520,03120200303112,3.0,,,,,,,,,4.0,,,,,,,,
521,03120200303133,4.0,,,,,,,,,3.0,,,,,,,,
522,03120200303154,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
523,03120200303175,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
524,03120200303196,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
525,03120200303217,4.0,,,,,,,,,3.0,,,,,,,,
526,03120200303238,4.0,,,,,,,,,3.0,,,,,,,,
527,03120300709007,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
528,03120300709022,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
529,03120300709037,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
530,03120300709052,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
531,03120300709067,1.0,,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
532,03120300709082,1.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,
533,03120300709097,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
534,03120300709112,1.0,2.0,2.0,1.0,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,
535,03120300709127,1.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,
536,03120300709142,1.0,,,,,,,,,1.0,3.0,2.0,2.0,1.0,1.0,,,
537,03120300709157,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
538,03120300709172,1.0,,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
539,03120302401010,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
540,03120302401027,1.0,,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
541,03120302401044,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,,,,,
542,03120302401061,1.0,,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
543,03120302401078,1.0,,,,,,,,,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,
544,03120302401095,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
545,03120302401112,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,
546,03120302401129,1.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
547,03120302401146,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,,
548,03120302401163,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
549,03120302401180,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
550,03120302401197,1.0,2.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,
551,03121000302003,4.0,,,,,,,,,3.0,,,,,,,,
552,03121000302013,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
553,03121000302023,5.0,,,,,,,,,4.0,,,,,,,,
554,03121000302033,5.0,,,,,,,,,4.0,,,,,,,,
555,03121000302043,5.0,,,,,,,,,4.0,,,,,,,,
556,03121000302053,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
557,03121000302063,5.0,,,,,,,,,4.0,,,,,,,,
558,03121000302073,5.0,,,,,,,,,4.0,,,,,,,,
559,03121000302083,4.0,,,,,,,,,3.0,,,,,,,,
560,03121000302093,3.0,,,,,,,,,4.0,,,,,,,,
561,03121000302103,5.0,,,,,,,,,4.0,,,,,,,,
562,03121000302113,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
563,03130200801006,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
564,03130200801017,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
565,03130200801026,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
566,03130200801042,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
567,03130200801063,1.0,4.0,1.0,,,,,,,4.0,,,,,,,,
568,03130200801080,1.0,5.0,1.0,,,,,,,4.0,,,,,,,,
569,03130200801100,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
570,03130200801109,1.0,5.0,1.0,,,,,,,4.0,,,,,,,,
571,03130200801119,1.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
572,03130200801142,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,
573,03130200801169,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
574,03130200801174,1.0,8.0,1.0,,,,,,,1.0,8.0,1.0,,,,,,
575,03130202504009,1.0,5.0,1.0,,,,,,,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
576,03130202504029,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
577,03130202504049,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
578,03130202504069,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,
579,03130202504089,5.0,,,,,,,,,4.0,,,,,,,,
580,03130202504109,5.0,,,,,,,,,4.0,,,,,,,,
581,03130202504129,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
582,03130202504149,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
583,03130202504169,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
584,03130202504189,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
585,03130202504209,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
586,03130202504229,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
587,03130401201010,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
588,03130401201028,2.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
589,03130401201046,1.0,4.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,
590,03130401201064,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
591,03130401201082,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
592,03130401201100,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,
593,03130401201118,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
594,03130401201136,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
595,03130401201154,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
596,03130401201190,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
597,03130401201235,1.0,2.0,1.0,,,,,,,4.0,,,,,,,,
598,03130401201280,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
599,03130803001016,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
600,03130803001024,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
601,03130803001042,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
602,03130803001052,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
603,03130803001067,4.0,,,,,,,,,4.0,,,,,,,,
604,03130803001075,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
605,03130803001083,2.0,5.0,1.0,,,,,,,4.0,,,,,,,,
606,03130803001100,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
607,03130803001108,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
608,03130803001122,1.0,6.0,1.0,,,,,,,1.0,6.0,1.0,,,,,,
609,03130803001154,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
610,03130803001204,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
611,03131000101001,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
612,03131000101014,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
613,03131000101032,4.0,,,,,,,,,3.0,,,,,,,,
614,03131000101050,4.0,,,,,,,,,3.0,,,,,,,,
615,03131000101068,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
616,03131000101086,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
617,03131000101104,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
618,03131000101122,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
619,03131000101140,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
620,03131000101158,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
621,03131000101176,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
622,03131000101194,4.0,,,,,,,,,3.0,,,,,,,,
623,03140400104008,4.0,,,,,,,,,3.0,,,,,,,,
624,03140400104017,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
625,03140400104026,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
626,03140400104035,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
627,03140400104044,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
628,03140400104053,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
629,03140400104062,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
630,03140400104071,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
631,03140400104080,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
632,03140400104089,4.0,,,,,,,,,3.0,,,,,,,,
633,03140400104098,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
634,03140400104107,4.0,,,,,,,,,3.0,,,,,,,,
635,03140901602005,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
