,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,A8,Facility,K4,K5,K6,K7,K10,K11,K12,K13,K15,K16_am,K17_pm,K18,K19,K20,K21,K22,K23,K24,K25,K26_hour,K26_minute,K27,K28,K29,K30,K31,K32_c,K32_u,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,K47,K48,K49,K50,K51,K52,K53,K54,K55,K56,K57
776,06460701302,6,46,7,13,2,2,11,3,1,6,3.0,4.0,7,3,39.0,,,2,11:30,1,,5.0,8.0,2,888.0,2.0,,,,,1,,,,,,,2005.0,2.0,2.0,,-888.0,6.0,2.0,3.0,0.0,2.0,5.0,2,2,3,2,,7.0,2,2,,,,,
777,04381100516,4,38,11,5,16,1,16,4,1,6,8.0,1.0,12,34,100.0,,,2:30,11:30,1,,1.0,24.0,2,2.0,1.0,3.0,1.0,10.0,2.0,2,1.0,1.0,90.0,0.27,1.0,2.0,,,,,,,,,,,,1,2,2,2,,,2,2,,,,,
778,01030300103,1,3,3,1,3,1,1,1,1,5,8.0,5.0,1,68,1240.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,9.0,0.0,32.0,2.0,2,1.0,1.0,96.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,1.0,2,2,,,,,
779,02070300104,2,7,3,1,4,1,1,3,1,1,6.0,49.0,10,2,300.0,,,11:30,11:30,1,,1.0,22.0,1,,1.0,9.0,1.0,20.0,3.0,2,1.0,1.0,165.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
780,01041100201,1,4,11,2,1,1,1,2,1,6,8.0,8.0,7,109,180.0,,,2:30,11:30,1,,1.0,8.0,2,2.0,1.0,9.0,0.0,25.0,2.0,2,1.0,1.0,158.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
781,06460701104,6,46,7,11,4,2,12,3,1,6,3.0,3.0,7,28,45.0,,,2,11:30,1,,5.0,888.0,2,888.0,2.0,,,,,1,,,,,,,-888.0,2.0,2.0,,-888.0,3.0,2.0,5.0,0.0,2.0,5.0,2,2,2,2,,,2,2,,,,,
782,03110301501,3,11,3,15,1,2,14,4,1,2,2.0,4.0,1,6,258.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
783,01050101108,1,5,1,11,8,2,1,4,1,5,8.0,8.0,12,7,35.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
784,06460301303,6,46,3,13,3,2,13,4,1,2,6.0,33.0,1,5,45.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
785,03160204005,3,16,2,40,5,2,2,3,1,6,3.0,3.0,7,20,50.0,,,2:30,11:30,1,,4.0,6.0,1,,2.0,,,,,1,,,,,,,2000.0,2.0,2.0,,-888.0,3.0,2.0,3.0,30.0,2.0,5.0,1,2,2,2,,2.0,2,2,,,,,
786,01010301101,1,1,3,11,1,2,1,1,1,5,8.0,4.0,1,18,900.0,,,2:30,11:30,1,,1.0,22.0,2,2.0,1.0,6.0,1.0,0.0,3.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
787,03120302401,3,12,3,24,1,2,20,2,2,6,3.0,1.0,7,2,25.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
788,03200200209,3,20,2,2,9,1,4,1,1,6,1.0,13.0,1,115,2275.0,,,1:45,11:45,1,,1.0,12.0,1,,1.0,1.0,8.0,30.0,2.0,2,1.0,1.0,95.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
789,07551300102,7,55,13,1,2,1,1,3,2,6,4.0,8.0,8,30,12.0,,,         2,12,1,,1.0,12.0,1,,1.0,2.0,30.0,3.0,3.0,2,3.0,3.0,1000.0,150.0,1.0,1.0,,,,,,,,,,,,1,1,3,1,1.0,3.0,2,2,,,,,
790,01021200418,1,2,12,4,18,1,1,3,2,5,4.0,1.0,10,10,120.0,,,         1,12,1,,1.0,23.0,2,2.0,1.0,6.0,1.0,0.0,2.0,2,3.0,3.0,80.0,0.46,1.0,2.0,,,,,,,,,,,,2,2,2,2,,3.0,2,2,,,,,
791,06470301201,6,47,3,12,1,2,1,2,2,5,2.0,6.0,1,14,725.0,,,         2,12,2,1.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
792,04391000302,4,39,10,3,2,2,1,1,1,5,4.0,3.0,7,21,25.0,,,12,12,1,,6.0,888.0,2,888.0,2.0,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,6.0,2,2,,,,,
793,07501400105,7,50,14,1,5,1,1,1,1,6,4.0,5.0,7,20,30.0,,,12,12,1,,1.0,18.0,2,3.0,1.0,60.0,2.0,30.0,3.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
794,03130202504,3,13,2,25,4,2,16,3,1,1,6.0,10.0,10,12,30.0,,,11,12,2,6.0,,0.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
795,05400401501,5,40,4,15,1,2,2,3,1,1,6.0,5.0,10,4,100.0,,,11:30,12,1,,1.0,15.0,2,3.0,1.0,25.0,20.0,30.0,3.0,2,1.0,1.0,100.0,110.0,1.0,2.0,,,,,,,,,,,,2,2,3,1,7.0,3.0,2,2,,,,,
796,01020901705,1,2,9,17,5,2,11,2,1,5,4.0,12.0,9,2,4.0,,,12,12,1,,5.0,5.0,2,888.0,2.0,,,,,1,,,,,,,2004.0,2.0,2.0,,-888.0,1.0,2.0,5.0,0.0,2.0,555.0,2,2,2,2,,555.0,2,2,,,,,
797,05400401501,5,40,4,15,1,2,2,1,1,5,1.0,2.0,1,6,200.0,,,12:30,12:00,2,1.0,,888.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
798,03170400206,3,17,4,2,6,2,7,4,1,2,6.0,45.0,10,5,45.0,,,2:30,12:00,2,1.0,,888.0,2,888.0,,,,,,2,,8.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
799,02090200123,2,9,2,1,23,1,1,3,1,1,6.0,15.0,10,3,320.0,,,12:00,12:00,1,,1.0,19.0,2,2.0,1.0,8.0,1.0,0.0,3.0,2,1.0,1.0,150.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
800,02090200123,2,9,2,1,23,1,1,2,1,6,4.0,10.0,7,71,300.0,,,12:00,12:00,1,,1.0,22.0,2,3.0,1.0,10.0,0.0,30.0,3.0,2,1.0,1.0,300.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
801,01020600113,1,2,6,1,13,1,8,3,1,2,9.0,20.0,10,3,250.0,,,2:30,12:30,1,,1.0,12.0,2,2.0,1.0,6.0,0.0,50.0,2.0,2,1.0,1.0,54.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
802,01050100110,1,5,1,1,10,1,1,3,1,5,8.0,6.0,10,2,200.0,,,1:00,1:00,1,,1.0,20.0,2,2.0,1.0,6.0,0.0,30.0,2.0,2,1.0,1.0,84.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
803,01020600113,1,2,6,1,13,1,8,2,1,6,8.0,5.0,7,121,325.0,,,1:00,1:00,1,,1.0,22.0,2,2.0,1.0,4.0,0.0,25.0,2.0,2,1.0,1.0,221.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
804,14760500811,14,76,5,8,11,1,12,3,1,3,9.0,22.0,10,203,350.0,,,11,10,1,,1.0,14.0,1,,1.0,7.0,5.0,30.0,2.0,2,1.0,1.0,3000.0,2500.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
805,14760500532,14,76,5,5,32,1,10,3,1,5,6.0,2.0,10,140,250.0,,,11,10,1,,1.0,14.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,4500.0,2500.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
806,14760500507,14,76,5,5,7,1,9,3,1,5,6.0,2.0,10,140,250.0,,,11,10,1,,1.0,14.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,4500.0,2500.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
807,14760500517,14,76,5,5,17,1,8,3,1,5,6.0,2.0,10,140,250.0,,,11,10,1,,1.0,14.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,4500.0,2500.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
808,14760500802,14,76,5,8,2,1,11,3,1,3,555.0,22.0,10,203,350.0,,,11,10,1,,1.0,14.0,1,,1.0,7.0,5.0,30.0,2.0,2,1.0,1.0,3000.0,2500.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
809,14760500532,14,76,5,5,32,1,10,1,1,5,1.0,3.0,1,81,2234.0,,,2:30,10,1,,1.0,10.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,450.0,448.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
810,14760500802,14,76,5,8,2,1,11,1,1,6,1.0,2.0,1,68,719.0,,,2:30,10,1,,1.0,10.0,1,,1.0,7.0,5.0,30.0,2.0,2,1.0,1.0,800.0,700.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
811,15710101201,15,71,1,12,1,2,3,3,1,1,6.0,4.0,10,6,50.0,,,11,12,1,,4.0,10.0,2,888.0,2.0,,,,,1,,,,,,,2009.0,1.0,2.0,,40000.0,2.0,1.0,2.0,0.0,2.0,1.0,2,2,3,1,7.0,6.0,2,2,,,,,
812,07550200109,7,55,2,1,9,1,1,2,2,6,3.0,4.0,7,15,35.0,,,12,12,1,,1.0,20.0,2,3.0,1.0,70.0,3.0,90.0,3.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
813,03110300605,3,11,3,6,5,2,15,3,1,2,6.0,5.0,10,6,50.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
814,06460701104,6,46,7,11,4,2,12,1,1,6,1.0,5.0,2,23,457.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
815,03190201401,3,19,2,14,1,2,9,1,1,6,1.0,5.0,1,24,450.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
816,03190402004,3,19,4,20,4,2,10,1,1,6,1.0,2.0,1,25,580.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,555.0,2,2,,,,,
817,06460701302,6,46,7,13,2,2,11,4,1,5,1.0,4.0,1,16,480.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
818,06460301303,6,46,3,13,3,2,13,2,2,5,1.0,3.0,1,6,230.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
819,03110301501,3,11,3,15,1,2,14,1,2,5,15.0,5.0,7,4,35.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
820,03112101007,3,11,21,10,7,2,17,1,2,6,10.0,2.0,12,2,58.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
821,03170401804,3,17,4,18,4,2,5,2,1,5,8.0,4.0,12,4,45.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,8.0,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
822,14760500517,14,76,5,5,17,1,8,4,1,6,8.0,3.0,12,16,20.0,,,2:30,11:30,1,,1.0,8.0,1,2.0,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
823,03110800701,3,11,8,7,1,2,16,2,1,6,1.0,3.0,1,8,450.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
824,03190201401,3,19,2,14,1,2,9,3,1,6,8.0,5.0,12,4,39.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
825,03112101007,3,11,21,10,7,2,17,2,2,5,9.0,3.0,7,2,35.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,,,,,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
826,03120302401,3,12,3,24,1,2,20,3,1,2,10.0,3.0,12,2,35.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
827,03120102608,3,12,1,26,8,2,18,2,1,5,8.0,3.0,15,8,35.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
828,03110800701,3,11,8,7,1,2,16,3,1,2,6.0,4.0,1,5,35.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
829,03110300605,3,11,3,6,5,2,15,1,1,2,10.0,4.0,12,2,25.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
830,14760500527,14,76,5,5,27,1,7,4,1,6,8.0,3.0,12,16,20.0,,,2:30,11:30,1,,1.0,8.0,1,2.0,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
831,03110300605,3,11,3,6,5,2,15,2,1,6,8.0,3.0,12,4,35.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
832,03190202501,3,19,2,25,1,2,8,4,1,2,9.0,,12,1,12.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
833,06460301303,6,46,3,13,3,2,13,3,1,5,8.0,5.0,15,4,36.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
834,03120302401,3,12,3,24,1,2,20,1,1,6,8.0,3.0,15,2,28.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
835,06460701302,6,46,7,13,2,2,11,1,1,2,10.0,3.0,12,3,58.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
836,03160201902,3,16,2,19,2,2,3,2,1,5,8.0,6.0,12,4,39.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,,,,,,,,,,,,,,,,1,2,2,2,,1.0,2,2,,,,,
837,03170403702,3,17,4,37,2,2,6,1,1,5,8.0,2.0,12,4,29.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
838,06460701104,6,46,7,11,4,2,12,2,2,5,8.0,4.0,12,4,40.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
839,03120300709,3,12,3,7,9,2,19,4,1,2,6.0,6.0,10,5,56.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
840,14760500507,14,76,5,5,7,1,9,4,1,6,8.0,3.0,12,16,20.0,,,2:30,11:30,1,,1.0,8.0,1,2.0,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
841,03160201902,3,16,2,19,2,2,3,3,1,5,1.0,5.0,1,16,450.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
842,15710101201,15,71,1,12,1,2,3,4,1,5,8.0,3.0,12,2,10.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
843,03170401804,3,17,4,18,4,2,5,3,1,2,6.0,12.0,10,5,46.0,,,         6,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
844,03190402004,3,19,4,20,4,2,10,4,1,6,8.0,3.0,12,3,56.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
845,03130401201,3,13,4,12,1,2,17,4,1,5,8.0,2.0,12,1,10.0,,,2:30,11:30,1,,1.0,24.0,2,1.0,1.0,1.0,24.0,0.0,1.0,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,7.0,2,2,,,,,
846,03120300709,3,12,3,7,9,2,19,1,1,2,10.0,5.0,12,2,25.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
847,03120102608,3,12,1,26,8,2,18,4,2,5,1.0,3.0,1,9,458.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
848,03170401804,3,17,4,18,4,2,5,4,1,2,8.0,45.0,1,2,45.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
849,14760500802,14,76,5,8,2,1,11,4,1,5,8.0,3.0,12,2,5.0,,,2:30,11:30,1,,1.0,8.0,1,2.0,1.0,7.0,5.0,30.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
850,03190202501,3,19,2,25,1,2,8,2,1,5,8.0,3.0,12,4,35.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
851,06460701104,6,46,7,11,4,2,12,4,1,2,6.0,3.0,10,4,45.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
852,03120102608,3,12,1,26,8,2,18,1,1,2,10.0,5.0,12,2,53.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
853,03110800701,3,11,8,7,1,2,16,4,1,2,10.0,5.0,12,1,35.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
854,06460701302,6,46,7,13,2,2,11,2,1,2,6.0,5.0,10,6,50.0,,,        11,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
855,03112101007,3,11,21,10,7,2,17,4,2,5,10.0,3.0,12,6,30.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
856,03170601005,3,17,6,10,5,2,4,3,1,5,8.0,7.0,12,4,40.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
857,03160204005,3,16,2,40,5,2,2,2,2,5,8.0,1.0,12,4,40.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
858,03170601005,3,17,6,10,5,2,4,4,1,2,6.0,45.0,10,5,18.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,555.0,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
859,03170400206,3,17,4,2,6,2,7,2,1,5,8.0,5.0,12,4,40.0,,,2:30,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
860,03110301501,3,11,3,15,1,2,14,2,1,2,10.0,5.0,12,1,30.0,,,2,11:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
861,02070200101,2,7,2,1,1,1,1,2,1,5,8.0,10.0,7,60,200.0,,,2:30,12:30,1,,1.0,14.0,2,3.0,1.0,5.0,0.0,40.0,3.0,2,1.0,1.0,300.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
862,03160204005,3,16,2,40,5,2,2,4,1,2,6.0,45.0,10,5,42.0,,,2:30,12:30,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
863,14750401001,14,75,4,10,1,1,1,1,1,2,1.0,2.0,1,90,3000.0,,,2:30,9:30,1,,1.0,12.0,1,,1.0,5.0,5.0,5.0,3.0,2,1.0,2.0,-888.0,-888.0,,1.0,,,,,,,,,,,,1,1,1,1,1.0,1.0,1,1,2.0,2.0,5.0,1.0,1.0
