,HHID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,HI_7new,HI_14,eaid,A0,zone_csa,wereda_name
259,02070300111075,2,7,3,1,11,1,75,28/01/17,2010310100111.0,3,1,ASAETA
260,02070300111085,2,7,3,1,11,1,85,29/01/17,2010310100111.0,10,1,ASAETA
261,02070300111095,2,7,3,1,11,1,95,29/01/17,2010310100111.0,4,1,ASAETA
262,02070300111105,2,7,3,1,11,1,105,29/01/17,2010310100111.0,7,1,ASAETA
263,02070300111115,2,7,3,1,11,1,115,29/01/17,2010310100111.0,8,1,ASAETA
264,02070300205006,2,7,3,2,5,1,6,30/01/17,2010310100205.0,2,1,ASAETA
265,02070300205011,2,7,3,2,5,1,11,30/01/17,2010310100205.0,2,1,ASAETA
266,02070300205016,2,7,3,2,5,1,16,30/01/17,2010310100205.0,1,1,ASAETA
267,02070300205021,2,7,3,2,5,1,21,30/01/17,2010310100205.0,1,1,ASAETA
268,02070300205026,2,7,3,2,5,1,26,30/01/17,2010310100205.0,5,1,ASAETA
269,02070300205031,2,7,3,2,5,1,31,30/01/17,2010310100205.0,7,1,ASAETA
270,02070300205036,2,7,3,2,5,1,36,30/01/17,2010310100205.0,2,1,ASAETA
271,02070300205041,2,7,3,2,5,1,41,31/01/17,2010310100205.0,2,1,ASAETA
272,02070300205046,2,7,3,2,5,1,46,31/01/17,2010310100205.0,3,1,ASAETA
273,02070300205051,2,7,3,2,5,1,51,31/01/17,2010310100205.0,5,1,ASAETA
274,02070300205056,2,7,3,2,5,1,56,31/01/17,2010310100205.0,3,1,ASAETA
275,02070300205061,2,7,3,2,5,1,61,31/01/17,2010310100205.0,9,1,ASAETA
276,02070300212007,2,7,3,2,12,1,7,02/02/17,2010310100212.0,5,1,ASAETA
277,02070300212015,2,7,3,2,12,1,15,02/02/17,2010310100212.0,4,1,ASAETA
278,02070300212023,2,7,3,2,12,1,23,02/02/17,2010310100212.0,5,1,ASAETA
279,02070300212031,2,7,3,2,12,1,31,02/02/17,2010310100212.0,1,1,ASAETA
280,02070300212039,2,7,3,2,12,1,39,02/02/17,2010310100212.0,3,1,ASAETA
281,02070300212047,2,7,3,2,12,1,47,02/02/17,2010310100212.0,3,1,ASAETA
282,02070300212055,2,7,3,2,12,1,55,03/02/17,2010310100212.0,4,1,ASAETA
283,02070300212063,2,7,3,2,12,1,63,03/02/17,2010310100212.0,2,1,ASAETA
284,02070300212071,2,7,3,2,12,1,71,01/02/17,2010310100212.0,3,1,ASAETA
285,02070300212079,2,7,3,2,12,1,79,04/02/17,2010310100212.0,5,1,ASAETA
286,02070300212087,2,7,3,2,12,1,87,04/02/17,2010310100212.0,4,1,ASAETA
287,02070300212095,2,7,3,2,12,1,95,04/02/17,2010310100212.0,2,1,ASAETA
288,02070501103003,2,7,5,11,3,2,3,29/01/17,2010588801103.0,5,1,MILLE
289,02070501103013,2,7,5,11,3,2,13,30/01/17,2010588801103.0,4,1,MILLE
290,02070501103023,2,7,5,11,3,2,23,30/01/17,2010588801103.0,5,1,MILLE
291,02070501103033,2,7,5,11,3,2,33,30/01/17,2010588801103.0,2,1,MILLE
292,02070501103041,2,7,5,11,3,2,41,29/01/17,2010588801103.0,2,1,MILLE
293,02070501103049,2,7,5,11,3,2,49,29/01/17,2010588801103.0,5,1,MILLE
294,02070501103059,2,7,5,11,3,2,59,29/01/17,2010588801103.0,4,1,MILLE
295,02070501103079,2,7,5,11,3,2,79,30/01/17,2010588801103.0,6,1,MILLE
296,02070501103089,2,7,5,11,3,2,89,30/01/17,2010588801103.0,6,1,MILLE
297,02070501103103,2,7,5,11,3,2,103,29/01/17,2010588801103.0,4,1,MILLE
298,02070501103106,2,7,5,11,3,2,106,30/01/17,2010588801103.0,6,1,MILLE
299,02070501103133,2,7,5,11,3,2,133,29/01/17,2010588801103.0,6,1,MILLE
300,02070501302004,2,7,5,13,2,2,4,29/01/17,2010588801302.0,4,1,MILLE
301,02070501302016,2,7,5,13,2,2,16,29/01/17,2010588801302.0,6,1,MILLE
302,02070501302028,2,7,5,13,2,2,28,29/01/17,2010588801302.0,5,1,MILLE
303,02070501302040,2,7,5,13,2,2,40,30/01/17,2010588801302.0,3,1,MILLE
304,02070501302052,2,7,5,13,2,2,52,30/01/17,2010588801302.0,6,1,MILLE
305,02070501302064,2,7,5,13,2,2,64,30/01/17,2010588801302.0,2,1,MILLE
306,02070501302076,2,7,5,13,2,2,76,29/01/17,2010588801302.0,5,1,MILLE
307,02070501302088,2,7,5,13,2,2,88,29/01/17,2010588801302.0,5,1,MILLE
308,02070501302100,2,7,5,13,2,2,100,29/01/17,2010588801302.0,4,1,MILLE
309,02070501302112,2,7,5,13,2,2,112,30/01/17,2010588801302.0,2,1,MILLE
310,02070501302124,2,7,5,13,2,2,124,30/01/17,2010588801302.0,3,1,MILLE
311,02070501302136,2,7,5,13,2,2,136,30/01/17,2010588801302.0,2,1,MILLE
312,02080300102008,2,8,3,1,2,2,8,08/02/17,2020388800102.0,5,2,ABALA
313,02080300102022,2,8,3,1,2,2,22,08/02/17,2020388800102.0,2,2,ABALA
314,02080300102036,2,8,3,1,2,2,36,08/02/17,2020388800102.0,5,2,ABALA
315,02080300102050,2,8,3,1,2,2,50,08/02/17,2020388800102.0,4,2,ABALA
316,02080300102064,2,8,3,1,2,2,64,08/02/17,2020388800102.0,8,2,ABALA
317,02080300102078,2,8,3,1,2,2,78,08/02/17,2020388800102.0,3,2,ABALA
318,02080300102092,2,8,3,1,2,2,92,08/02/17,2020388800102.0,4,2,ABALA
319,02080300102106,2,8,3,1,2,2,106,08/02/17,2020388800102.0,6,2,ABALA
320,02080300102120,2,8,3,1,2,2,120,08/02/17,2020388800102.0,3,2,ABALA
321,02080300102134,2,8,3,1,2,2,134,08/02/17,2020388800102.0,7,2,ABALA
322,02080300102148,2,8,3,1,2,2,148,08/02/17,2020388800102.0,7,2,ABALA
323,02080300102162,2,8,3,1,2,2,162,08/02/17,2020388800102.0,4,2,ABALA
324,02080300404004,2,8,3,4,4,2,4,07/02/17,2020388800404.0,9,2,ABALA
325,02080300404015,2,8,3,4,4,2,15,07/02/17,2020388800404.0,5,2,ABALA
326,02080300404026,2,8,3,4,4,2,26,07/02/17,2020388800404.0,7,2,ABALA
327,02080300404037,2,8,3,4,4,2,37,07/02/17,2020388800404.0,5,2,ABALA
328,02080300404048,2,8,3,4,4,2,48,07/02/17,2020388800404.0,5,2,ABALA
329,02080300404059,2,8,3,4,4,2,59,07/02/17,2020388800404.0,5,2,ABALA
330,02080300404070,2,8,3,4,4,2,70,07/02/17,2020388800404.0,3,2,ABALA
331,02080300404081,2,8,3,4,4,2,81,07/02/17,2020388800404.0,8,2,ABALA
332,02080300404092,2,8,3,4,4,2,92,07/02/17,2020388800404.0,11,2,ABALA
333,02080300404104,2,8,3,4,4,2,104,07/02/17,2020388800404.0,4,2,ABALA
334,02080300404130,2,8,3,4,4,2,130,07/02/17,2020388800404.0,4,2,ABALA
335,02080300404156,2,8,3,4,4,2,156,07/02/17,2020388800404.0,2,2,ABALA
336,02090100104008,2,9,1,1,4,1,8,14/02/17,2030140100104.0,4,3,AMIBARA
337,02090100104020,2,9,1,1,4,1,20,14/02/17,2030140100104.0,1,3,AMIBARA
338,02090100104032,2,9,1,1,4,1,32,14/02/17,2030140100104.0,3,3,AMIBARA
339,02090100104044,2,9,1,1,4,1,44,14/02/17,2030140100104.0,5,3,AMIBARA
340,02090100104056,2,9,1,1,4,1,56,15/02/17,2030140100104.0,3,3,AMIBARA
341,02090100104068,2,9,1,1,4,1,68,15/02/17,2030140100104.0,2,3,AMIBARA
342,02090100104080,2,9,1,1,4,1,80,15/02/17,2030140100104.0,5,3,AMIBARA
343,02090100104092,2,9,1,1,4,1,92,16/02/17,2030140100104.0,4,3,AMIBARA
344,02090100104104,2,9,1,1,4,1,104,16/02/17,2030140100104.0,4,3,AMIBARA
345,02090100104116,2,9,1,1,4,1,116,16/02/17,2030140100104.0,5,3,AMIBARA
346,02090100104128,2,9,1,1,4,1,128,16/02/17,2030140100104.0,8,3,AMIBARA
347,02090100104140,2,9,1,1,4,1,140,17/02/17,2030140100104.0,6,3,AMIBARA
348,02090200123004,2,9,2,1,23,1,4,20/02/17,2030220100123.0,4,3,AWASH FENTALE
349,02090200123018,2,9,2,1,23,1,18,20/02/17,2030220100123.0,3,3,AWASH FENTALE
350,02090200123032,2,9,2,1,23,1,32,20/02/17,2030220100123.0,7,3,AWASH FENTALE
351,02090200123046,2,9,2,1,23,1,46,20/02/17,2030220100123.0,1,3,AWASH FENTALE
352,02090200123060,2,9,2,1,23,1,60,21/02/17,2030220100123.0,6,3,AWASH FENTALE
353,02090200123074,2,9,2,1,23,1,74,21/02/17,2030220100123.0,8,3,AWASH FENTALE
354,02090200123088,2,9,2,1,23,1,88,21/02/17,2030220100123.0,2,3,AWASH FENTALE
355,02090200123102,2,9,2,1,23,1,102,21/02/17,2030220100123.0,5,3,AWASH FENTALE
356,02090200123116,2,9,2,1,23,1,116,21/02/17,2030220100123.0,6,3,AWASH FENTALE
357,02090200123130,2,9,2,1,23,1,130,22/02/17,2030220100123.0,4,3,AWASH FENTALE
358,02090200123144,2,9,2,1,23,1,144,22/02/17,2030220100123.0,3,3,AWASH FENTALE
359,02090200123158,2,9,2,1,23,1,158,22/02/17,2030220100123.0,3,3,AWASH FENTALE
360,02100100401006,2,10,1,4,1,2,6,03/02/17,2040188800401.0,7,4,AWURA
361,02100100401026,2,10,1,4,1,2,26,03/02/17,2040188800401.0,7,4,AWURA
362,02100100401046,2,10,1,4,1,2,46,03/02/17,2040188800401.0,4,4,AWURA
363,02100100401066,2,10,1,4,1,2,66,04/02/17,2040188800401.0,5,4,AWURA
364,02100100401086,2,10,1,4,1,2,86,04/02/17,2040188800401.0,5,4,AWURA
365,02100100401106,2,10,1,4,1,2,106,04/02/17,2040188800401.0,3,4,AWURA
366,02100100401126,2,10,1,4,1,2,126,04/02/17,2040188800401.0,7,4,AWURA
367,02100100401146,2,10,1,4,1,2,146,03/02/17,2040188800401.0,6,4,AWURA
368,02100100401166,2,10,1,4,1,2,166,03/02/17,2040188800401.0,7,4,AWURA
369,02100100401186,2,10,1,4,1,2,186,04/02/17,2040188800401.0,2,4,AWURA
370,02100100401206,2,10,1,4,1,2,206,04/02/17,2040188800401.0,4,4,AWURA
371,02100100401226,2,10,1,4,1,2,226,04/02/17,2040188800401.0,3,4,AWURA
372,02100100501005,2,10,1,5,1,2,5,03/02/17,2040188800501.0,4,4,AWURA
373,02100100501024,2,10,1,5,1,2,24,03/02/17,2040188800501.0,4,4,AWURA
374,02100100501043,2,10,1,5,1,2,43,03/02/17,2040188800501.0,3,4,AWURA
375,02100100501062,2,10,1,5,1,2,62,04/02/17,2040188800501.0,4,4,AWURA
376,02100100501081,2,10,1,5,1,2,81,04/02/17,2040188800501.0,4,4,AWURA
377,02100100501100,2,10,1,5,1,2,100,04/02/17,2040188800501.0,3,4,AWURA
378,02100100501119,2,10,1,5,1,2,119,03/02/17,2040188800501.0,2,4,AWURA
379,02100100501138,2,10,1,5,1,2,138,03/02/17,2040188800501.0,3,4,AWURA
380,02100100501157,2,10,1,5,1,2,157,03/02/17,2040188800501.0,3,4,AWURA
381,02100100501176,2,10,1,5,1,2,176,04/02/17,2040188800501.0,5,4,AWURA
382,02100100501195,2,10,1,5,1,2,195,04/02/17,2040188800501.0,4,4,AWURA
383,02100100501214,2,10,1,5,1,2,214,04/02/17,2040188800501.0,3,4,AWURA
384,02100200904005,2,10,2,9,4,2,5,01/02/17,2040288800904.0,4,4,EWA
385,02100200904016,2,10,2,9,4,2,16,01/02/17,2040288800904.0,3,4,EWA
386,02100200904027,2,10,2,9,4,2,27,01/02/17,2040288800904.0,5,4,EWA
387,02100200904038,2,10,2,9,4,2,38,01/02/17,2040288800904.0,5,4,EWA
388,02100200904049,2,10,2,9,4,2,49,01/02/17,2040288800904.0,5,4,EWA
389,02100200904060,2,10,2,9,4,2,60,01/02/17,2040288800904.0,4,4,EWA
390,02100200904071,2,10,2,9,4,2,71,01/02/17,2040288800904.0,6,4,EWA
391,02100200904082,2,10,2,9,4,2,82,01/02/17,2040288800904.0,6,4,EWA
392,02100200904093,2,10,2,9,4,2,93,01/02/17,2040288800904.0,2,4,EWA
393,02100200904104,2,10,2,9,4,2,104,01/02/17,2040288800904.0,7,4,EWA
394,02100200904115,2,10,2,9,4,2,115,01/02/17,2040288800904.0,6,4,EWA
395,02100200904126,2,10,2,9,4,2,126,01/02/17,2040288800904.0,6,4,EWA
396,03110300605013,3,11,3,6,5,2,13,25/02/17,3010388800605.0,4,1,JAN AMORA
397,03110300605030,3,11,3,6,5,2,30,25/02/17,3010388800605.0,4,1,JAN AMORA
398,03110300605047,3,11,3,6,5,2,47,25/02/17,3010388800605.0,1,1,JAN AMORA
399,03110300605064,3,11,3,6,5,2,64,25/02/17,3010388800605.0,6,1,JAN AMORA
400,03110300605081,3,11,3,6,5,2,81,25/02/17,3010388800605.0,1,1,JAN AMORA
401,03110300605098,3,11,3,6,5,2,98,25/02/17,3010388800605.0,4,1,JAN AMORA
402,03110300605115,3,11,3,6,5,2,115,25/02/17,3010388800605.0,3,1,JAN AMORA
403,03110300605132,3,11,3,6,5,2,132,25/02/17,3010388800605.0,3,1,JAN AMORA
404,03110300605149,3,11,3,6,5,2,149,23/02/17,3010388800605.0,3,1,JAN AMORA
405,03110300605166,3,11,3,6,5,2,166,23/02/17,3010388800605.0,5,1,JAN AMORA
406,03110300605183,3,11,3,6,5,2,183,26/02/17,3010388800605.0,2,1,JAN AMORA
407,03110300605200,3,11,3,6,5,2,200,26/02/17,3010388800605.0,3,1,JAN AMORA
408,03110301501010,3,11,3,15,1,2,10,23/02/17,3010388801501.0,3,1,JAN AMORA
409,03110301501025,3,11,3,15,1,2,25,23/02/17,3010388801501.0,5,1,JAN AMORA
410,03110301501040,3,11,3,15,1,2,40,23/02/17,3010388801501.0,7,1,JAN AMORA
411,03110301501055,3,11,3,15,1,2,55,23/02/17,3010388801501.0,7,1,JAN AMORA
412,03110301501070,3,11,3,15,1,2,70,23/02/17,3010388801501.0,2,1,JAN AMORA
413,03110301501085,3,11,3,15,1,2,85,23/02/17,3010388801501.0,5,1,JAN AMORA
414,03110301501100,3,11,3,15,1,2,100,23/02/17,3010388801501.0,5,1,JAN AMORA
415,03110301501115,3,11,3,15,1,2,115,26/02/17,3010388801501.0,6,1,JAN AMORA
416,03110301501130,3,11,3,15,1,2,130,23/02/17,3010388801501.0,3,1,JAN AMORA
417,03110301501145,3,11,3,15,1,2,145,23/02/17,3010388801501.0,5,1,JAN AMORA
418,03110301501160,3,11,3,15,1,2,160,23/02/17,3010388801501.0,4,1,JAN AMORA
419,03110301501175,3,11,3,15,1,2,175,23/02/17,3010388801501.0,4,1,JAN AMORA
420,03110800110001,3,11,8,1,10,1,1,20/02/17,3010810100110.0,2,1,LAY ARMACHO WOREDA
421,03110800110002,3,11,8,1,10,1,2,20/02/17,3010810100110.0,1,1,LAY ARMACHO WOREDA
422,03110800110003,3,11,8,1,10,1,3,20/02/17,3010810100110.0,5,1,LAY ARMACHO WOREDA
423,03110800110008,3,11,8,1,10,1,8,20/02/17,3010810100110.0,3,1,LAY ARMACHO WOREDA
424,03110800110030,3,11,8,1,10,1,30,20/02/17,3010810100110.0,3,1,LAY ARMACHO WOREDA
425,03110800110052,3,11,8,1,10,1,52,22/02/17,3010810100110.0,1,1,LAY ARMACHO WOREDA
426,03110800110074,3,11,8,1,10,1,74,20/02/17,3010810100110.0,3,1,LAY ARMACHO WOREDA
427,03110800110096,3,11,8,1,10,1,96,20/02/17,3010810100110.0,6,1,LAY ARMACHO WOREDA
428,03110800110118,3,11,8,1,10,1,118,20/02/17,3010810100110.0,1,1,LAY ARMACHO WOREDA
429,03110800110140,3,11,8,1,10,1,140,22/02/17,3010810100110.0,3,1,LAY ARMACHO WOREDA
430,03110800110162,3,11,8,1,10,1,162,22/02/17,3010810100110.0,3,1,LAY ARMACHO WOREDA
431,03110800110184,3,11,8,1,10,1,184,22/02/17,3010810100110.0,2,1,LAY ARMACHO WOREDA
432,03110800701014,3,11,8,7,1,2,14,27/02/17,3010888800701.0,4,1,LAY ARMACHEW
433,03110800701029,3,11,8,7,1,2,29,27/02/17,3010888800701.0,2,1,LAY ARMACHEW
434,03110800701044,3,11,8,7,1,2,44,27/02/17,3010888800701.0,5,1,LAY ARMACHEW
435,03110800701059,3,11,8,7,1,2,59,27/02/17,3010888800701.0,5,1,LAY ARMACHEW
436,03110800701074,3,11,8,7,1,2,74,27/02/17,3010888800701.0,5,1,LAY ARMACHEW
437,03110800701089,3,11,8,7,1,2,89,27/02/17,3010888800701.0,6,1,LAY ARMACHEW
438,03110800701104,3,11,8,7,1,2,104,27/02/17,3010888800701.0,5,1,LAY ARMACHEW
439,03110800701119,3,11,8,7,1,2,119,27/02/17,3010888800701.0,6,1,LAY ARMACHEW
440,03110800701134,3,11,8,7,1,2,134,28/02/17,3010888800701.0,3,1,LAY ARMACHEW
441,03110800701149,3,11,8,7,1,2,149,28/02/17,3010888800701.0,4,1,LAY ARMACHEW
442,03110800701164,3,11,8,7,1,2,164,26/02/17,3010888800701.0,3,1,LAY ARMACHEW
443,03110800701179,3,11,8,7,1,2,179,28/02/17,3010888800701.0,4,1,LAY ARMACHEW
444,03111700101001,3,11,17,1,1,1,1,05/02/17,3011720100101.0,4,1,MISRAK BELESA
445,03111700101002,3,11,17,1,1,1,2,05/02/17,3011720100101.0,3,1,MISRAK BELESA
446,03111700101003,3,11,17,1,1,1,3,05/02/17,3011720100101.0,1,1,MISRAK BELESA
447,03111700101013,3,11,17,1,1,1,13,05/02/17,3011720100101.0,4,1,MISRAK BELESA
448,03111700101037,3,11,17,1,1,1,37,05/02/17,3011720100101.0,1,1,MISRAK BELESA
449,03111700101061,3,11,17,1,1,1,61,03/02/17,3011720100101.0,7,1,MISRAK BELESA
450,03111700101085,3,11,17,1,1,1,85,04/02/17,3011720100101.0,6,1,MISRAK BELESA
451,03111700101109,3,11,17,1,1,1,109,05/02/17,3011720100101.0,2,1,MISRAK BELESA
452,03111700101133,3,11,17,1,1,1,133,04/02/17,3011720100101.0,6,1,MISRAK BELESA
453,03111700101157,3,11,17,1,1,1,157,04/02/17,3011720100101.0,1,1,MISRAK BELESA
454,03111700101181,3,11,17,1,1,1,181,03/02/17,3011720100101.0,3,1,MISRAK BELESA
455,03111700101205,3,11,17,1,1,1,205,03/02/17,3011720100101.0,4,1,MISRAK BELESA
456,03111800604007,3,11,18,6,4,1,7,17/02/17,3011810100604.0,1,1,GONDER
457,03111800604026,3,11,18,6,4,1,26,16/02/17,3011810100604.0,4,1,GONDER
458,03111800604045,3,11,18,6,4,1,45,16/02/17,3011810100604.0,5,1,GONDER
459,03111800604064,3,11,18,6,4,1,64,16/02/17,3011810100604.0,4,1,GONDER
460,03111800604083,3,11,18,6,4,1,83,17/02/17,3011810100604.0,4,1,GONDER
461,03111800604102,3,11,18,6,4,1,102,19/02/17,3011810100604.0,4,1,GONDER
462,03111800604121,3,11,18,6,4,1,121,17/02/17,3011810100604.0,3,1,GONDER
463,03111800604140,3,11,18,6,4,1,140,17/02/17,3011810100604.0,2,1,GONDER
464,03111800604159,3,11,18,6,4,1,159,17/02/17,3011810100604.0,5,1,GONDER
465,03111800604178,3,11,18,6,4,1,178,18/02/17,3011810100604.0,3,1,GONDER
466,03111800604197,3,11,18,6,4,1,197,18/02/17,3011810100604.0,3,1,GONDER
467,03111800604216,3,11,18,6,4,1,216,18/02/17,3011810100604.0,2,1,GONDER
468,03111801205008,3,11,18,12,5,1,8,09/02/17,3011810101205.0,1,1,GONDER
469,03111801205017,3,11,18,12,5,1,17,09/02/17,3011810101205.0,6,1,GONDER
470,03111801205026,3,11,18,12,5,1,26,09/02/17,3011810101205.0,4,1,GONDER
471,03111801205035,3,11,18,12,5,1,35,09/02/17,3011810101205.0,5,1,GONDER
472,03111801205044,3,11,18,12,5,1,44,09/02/17,3011810101205.0,1,1,GONDER
473,03111801205053,3,11,18,12,5,1,53,09/02/17,3011810101205.0,5,1,GONDER
474,03111801205062,3,11,18,12,5,1,62,10/02/17,3011810101205.0,3,1,GONDER
475,03111801205071,3,11,18,12,5,1,71,12/02/17,3011810101205.0,1,1,GONDER
476,03111801205080,3,11,18,12,5,1,80,10/02/17,3011810101205.0,6,1,GONDER
477,03111801205089,3,11,18,12,5,1,89,12/02/17,3011810101205.0,6,1,GONDER
478,03111801205098,3,11,18,12,5,1,98,10/02/17,3011810101205.0,5,1,GONDER
479,03111801205107,3,11,18,12,5,1,107,10/02/17,3011810101205.0,2,1,GONDER
480,03111802013001,3,11,18,20,13,1,1,24/02/17,3011810102013.0,3,1,GONDER
481,03111802013004,3,11,18,20,13,1,4,24/02/17,3011810102013.0,1,1,GONDER
482,03111802013018,3,11,18,20,13,1,18,24/02/17,3011810102013.0,4,1,GONDER
483,03111802013032,3,11,18,20,13,1,32,24/02/17,3011810102013.0,6,1,GONDER
484,03111802013046,3,11,18,20,13,1,46,24/02/17,3011810102013.0,6,1,GONDER
485,03111802013060,3,11,18,20,13,1,60,24/02/17,3011810102013.0,5,1,GONDER
486,03111802013074,3,11,18,20,13,1,74,24/02/17,3011810102013.0,7,1,GONDER
487,03111802013088,3,11,18,20,13,1,88,24/02/17,3011810102013.0,3,1,GONDER
488,03111802013102,3,11,18,20,13,1,102,24/02/17,3011810102013.0,3,1,GONDER
489,03111802013116,3,11,18,20,13,1,116,24/02/17,3011810102013.0,5,1,GONDER
490,03111802013130,3,11,18,20,13,1,130,24/02/17,3011810102013.0,4,1,GONDER
491,03111802013144,3,11,18,20,13,1,144,24/02/17,3011810102013.0,2,1,GONDER
492,03112101007015,3,11,21,10,7,2,15,02/03/17,3012188801007.0,6,1,TAKUSA
493,03112101007031,3,11,21,10,7,2,31,02/03/17,3012188801007.0,4,1,TAKUSA
494,03112101007047,3,11,21,10,7,2,47,02/03/17,3012188801007.0,4,1,TAKUSA
495,03112101007063,3,11,21,10,7,2,63,02/03/17,3012188801007.0,8,1,TAKUSA
496,03112101007079,3,11,21,10,7,2,79,02/03/17,3012188801007.0,7,1,TAKUSA
497,03112101007095,3,11,21,10,7,2,95,02/03/17,3012188801007.0,5,1,TAKUSA
498,03112101007111,3,11,21,10,7,2,111,02/03/17,3012188801007.0,5,1,TAKUSA
499,03112101007127,3,11,21,10,7,2,127,02/03/17,3012188801007.0,1,1,TAKUSA
500,03112101007143,3,11,21,10,7,2,143,02/03/17,3012188801007.0,3,1,TAKUSA
501,03112101007159,3,11,21,10,7,2,159,02/03/17,3012188801007.0,2,1,TAKUSA
502,03112101007175,3,11,21,10,7,2,175,02/03/17,3012188801007.0,1,1,TAKUSA
503,03112101007191,3,11,21,10,7,2,191,02/03/17,3012188801007.0,3,1,TAKUSA
504,03120102608012,3,12,1,26,8,2,12,05/03/17,3020188802608.0,5,2,EBINAT
505,03120102608028,3,12,1,26,8,2,28,05/03/17,3020188802608.0,7,2,EBINAT
506,03120102608044,3,12,1,26,8,2,44,05/03/17,3020188802608.0,6,2,EBINAT
507,03120102608060,3,12,1,26,8,2,60,05/03/17,3020188802608.0,5,2,EBINAT
508,03120102608076,3,12,1,26,8,2,76,04/03/17,3020188802608.0,5,2,EBINAT
509,03120102608092,3,12,1,26,8,2,92,05/03/17,3020188802608.0,5,2,EBINAT
510,03120102608108,3,12,1,26,8,2,108,04/03/17,3020188802608.0,4,2,EBINAT
511,03120102608124,3,12,1,26,8,2,124,05/03/17,3020188802608.0,3,2,EBINAT
512,03120102608140,3,12,1,26,8,2,140,05/03/17,3020188802608.0,3,2,EBINAT
513,03120102608156,3,12,1,26,8,2,156,05/03/17,3020188802608.0,3,2,EBINAT
514,03120102608172,3,12,1,26,8,2,172,05/03/17,3020188802608.0,4,2,EBINAT
515,03120102608188,3,12,1,26,8,2,188,05/03/17,3020188802608.0,4,2,EBINAT
516,03120200303028,3,12,2,3,3,1,28,30/01/17,3020210100303.0,1,2,LIBOKEMKEM WOREDA
517,03120200303049,3,12,2,3,3,1,49,30/01/17,3020210100303.0,4,2,LIBOKEMKEM WOREDA
518,03120200303070,3,12,2,3,3,1,70,01/02/17,3020210100303.0,3,2,LIBOKEMKEM WOREDA
519,03120200303091,3,12,2,3,3,1,91,30/01/17,3020210100303.0,1,2,LIBOKEMKEM WOREDA
520,03120200303112,3,12,2,3,3,1,112,31/01/17,3020210100303.0,1,2,LIBOKEMKEM WOREDA
521,03120200303133,3,12,2,3,3,1,133,31/01/17,3020210100303.0,3,2,LIBOKEMKEM WOREDA
522,03120200303154,3,12,2,3,3,1,154,31/01/17,3020210100303.0,2,2,LIBOKEMKEM WOREDA
523,03120200303175,3,12,2,3,3,1,175,31/01/17,3020210100303.0,2,2,LIBOKEMKEM WOREDA
524,03120200303196,3,12,2,3,3,1,196,01/02/17,3020210100303.0,4,2,LIBOKEMKEM WOREDA
525,03120200303217,3,12,2,3,3,1,217,01/02/17,3020210100303.0,1,2,LIBOKEMKEM WOREDA
526,03120200303238,3,12,2,3,3,1,238,31/01/17,3020210100303.0,1,2,LIBOKEMKEM WOREDA
527,03120300709007,3,12,3,7,9,2,7,10/03/17,3020388800709.0,4,2,FOGERA
528,03120300709022,3,12,3,7,9,2,22,10/03/17,3020388800709.0,5,2,FOGERA
529,03120300709037,3,12,3,7,9,2,37,10/03/17,3020388800709.0,3,2,FOGERA
530,03120300709052,3,12,3,7,9,2,52,10/03/17,3020388800709.0,4,2,FOGERA
531,03120300709067,3,12,3,7,9,2,67,07/03/17,3020388800709.0,4,2,FOGERA
532,03120300709082,3,12,3,7,9,2,82,07/03/17,3020388800709.0,7,2,FOGERA
533,03120300709097,3,12,3,7,9,2,97,07/03/17,3020388800709.0,4,2,FOGERA
534,03120300709112,3,12,3,7,9,2,112,07/03/17,3020388800709.0,3,2,FOGERA
535,03120300709127,3,12,3,7,9,2,127,07/03/17,3020388800709.0,2,2,FOGERA
536,03120300709142,3,12,3,7,9,2,142,07/03/17,3020388800709.0,3,2,FOGERA
537,03120300709157,3,12,3,7,9,2,157,07/03/17,3020388800709.0,8,2,FOGERA
538,03120300709172,3,12,3,7,9,2,172,07/03/17,3020388800709.0,5,2,FOGERA
539,03120302401010,3,12,3,24,1,2,10,09/03/17,3020388802401.0,3,2,FOGERA
540,03120302401027,3,12,3,24,1,2,27,09/03/17,3020388802401.0,7,2,FOGERA
541,03120302401044,3,12,3,24,1,2,44,09/03/17,3020388802401.0,9,2,FOGERA
542,03120302401061,3,12,3,24,1,2,61,09/03/17,3020388802401.0,9,2,FOGERA
543,03120302401078,3,12,3,24,1,2,78,09/03/17,3020388802401.0,4,2,FOGERA
544,03120302401095,3,12,3,24,1,2,95,09/03/17,3020388802401.0,6,2,FOGERA
545,03120302401112,3,12,3,24,1,2,112,09/03/17,3020388802401.0,2,2,FOGERA
546,03120302401129,3,12,3,24,1,2,129,09/03/17,3020388802401.0,2,2,FOGERA
547,03120302401146,3,12,3,24,1,2,146,09/03/17,3020388802401.0,6,2,FOGERA
548,03120302401163,3,12,3,24,1,2,163,09/03/17,3020388802401.0,3,2,FOGERA
549,03120302401180,3,12,3,24,1,2,180,09/03/17,3020388802401.0,6,2,FOGERA
550,03120302401197,3,12,3,24,1,2,197,09/03/17,3020388802401.0,4,2,FOGERA
551,03121000302003,3,12,10,3,2,1,3,25/01/17,3021010100302.0,6,2,DEBRETABOR TOWN WOREDA
552,03121000302013,3,12,10,3,2,1,13,26/01/17,3021010100302.0,4,2,DEBRETABOR TOWN WOREDA
553,03121000302023,3,12,10,3,2,1,23,25/01/17,3021010100302.0,3,2,DEBRETABOR TOWN WOREDA
