,HHID,Consumption_item,L1
36099,14720100222007,9,0
36100,14720100222007,1,280
36101,14720100222007,10,50
36102,14720100222008,5,35
36103,14720100222008,6,0
36104,14720100222008,2,30
36105,14720100222008,8,25
36106,14720100222008,1,200
36107,14720100222008,3,0
36108,14720100222008,4,28
36109,14720100222008,10,42
36110,14720100222008,7,6
36111,14720100222008,9,0
36112,14720100222008,11,0
36113,14720100222009,8,70
36114,14720100222009,2,116
36115,14720100222009,3,0
36116,14720100222009,5,100
36117,14720100222009,10,0
36118,14720100222009,6,0
36119,14720100222009,4,29
36120,14720100222009,11,0
36121,14720100222009,9,0
36122,14720100222009,1,280
36123,14720100222009,7,11
36124,14720100222010,9,0
36125,14720100222010,1,256
36126,14720100222010,5,50
36127,14720100222010,10,0
36128,14720100222010,11,0
36129,14720100222010,4,29
36130,14720100222010,2,70
36131,14720100222010,6,0
36132,14720100222010,3,0
36133,14720100222010,7,4
36134,14720100222010,8,10
36135,14720100222011,10,23
36136,14720100222011,11,0
36137,14720100222011,8,25
36138,14720100222011,9,0
36139,14720100222011,2,55
36140,14720100222011,4,58
36141,14720100222011,7,7
36142,14720100222011,1,0
36143,14720100222011,3,0
36144,14720100222011,6,0
36145,14720100222011,5,93
36146,14720100222012,2,46
36147,14720100222012,3,0
36148,14720100222012,5,28
36149,14720100222012,9,0
36150,14720100222012,4,29
36151,14720100222012,7,21
36152,14720100222012,1,466
36153,14720100222012,8,5
36154,14720100222012,6,0
36155,14720100222012,11,0
36156,14720100222012,10,21
36157,14720100222013,10,25
36158,14720100222013,7,10
36159,14720100222013,8,34
36160,14720100222013,6,0
36161,14720100222013,1,280
36162,14720100222013,4,29
36163,14720100222013,3,17
36164,14720100222013,5,100
36165,14720100222013,2,40
36166,14720100222013,11,0
36167,14720100222013,9,0
36168,14720100222014,2,67
36169,14720100222014,5,32
36170,14720100222014,3,0
36171,14720100222014,10,25
36172,14720100222014,6,0
36173,14720100222014,4,29
36174,14720100222014,8,18
36175,14720100222014,7,18
36176,14720100222014,1,233
36177,14720100222014,11,0
36178,14720100222014,9,0
36179,14720100222015,1,280
36180,14720100222015,6,0
36181,14720100222015,8,38
36182,14720100222015,11,0
36183,14720100222015,3,0
36184,14720100222015,4,29
36185,14720100222015,7,20
36186,14720100222015,10,25
36187,14720100222015,9,0
36188,14720100222015,5,9
36189,14720100222015,2,57
36190,14720100222016,2,18
36191,14720100222016,1,116
36192,14720100222016,6,0
36193,14720100222016,10,42
36194,14720100222016,4,15
36195,14720100222016,5,3
36196,14720100222016,3,0
36197,14720100222016,11,0
36198,14720100222016,8,12
36199,14720100222016,9,0
36200,14720100222016,7,0
36201,14720100222017,5,14
36202,14720100222017,2,46
36203,14720100222017,4,58
36204,14720100222017,10,32
36205,14720100222017,3,0
36206,14720100222017,1,500
36207,14720100222017,6,0
36208,14720100222017,8,42
36209,14720100222017,7,18
36210,14720100222017,9,0
36211,14720100222017,11,0
36212,14720100222018,8,12
36213,14720100222018,4,29
36214,14720100222018,1,145
36215,14720100222018,7,14
36216,14720100222018,5,26
36217,14720100222018,3,0
36218,14720100222018,2,48
36219,14720100222018,10,12
36220,14720100222018,9,0
36221,14720100222018,6,0
36222,14720100222018,11,0
36223,14720100222019,8,13
36224,14720100222019,3,0
36225,14720100222019,2,37
36226,14720100222019,4,29
36227,14720100222019,11,0
36228,14720100222019,7,18
36229,14720100222019,1,151
36230,14720100222019,10,25
36231,14720100222019,5,12
36232,14720100222019,6,0
36233,14720100222019,9,0
36234,14720100222020,11,0
36235,14720100222020,1,151
36236,14720100222020,10,35
36237,14720100222020,5,16
36238,14720100222020,7,18
36239,14720100222020,6,0
36240,14720100222020,8,23
36241,14720100222020,4,29
36242,14720100222020,9,0
36243,14720100222020,3,0
36244,14720100222020,2,28
36245,14720100315001,3,0
36246,14720100315001,9,0
36247,14720100315001,5,60
36248,14720100315001,2,50
36249,14720100315001,8,150
36250,14720100315001,6,130
36251,14720100315001,7,20
36252,14720100315001,10,0
36253,14720100315001,11,0
36254,14720100315001,1,300
36255,14720100315001,4,25
36256,14720100315003,8,30
36257,14720100315003,3,0
36258,14720100315003,5,20
36259,14720100315003,11,0
36260,14720100315003,7,20
36261,14720100315003,10,12
36262,14720100315003,1,150
36263,14720100315003,9,0
36264,14720100315003,2,20
36265,14720100315003,4,80
36266,14720100315003,6,0
36267,14720100315004,7,10
36268,14720100315004,9,0
36269,14720100315004,8,25
36270,14720100315004,2,25
36271,14720100315004,1,250
36272,14720100315004,4,75
36273,14720100315004,5,20
36274,14720100315004,10,0
36275,14720100315004,3,0
36276,14720100315004,11,0
36277,14720100315004,6,0
36278,14720100315005,4,31
36279,14720100315005,3,52
36280,14720100315005,7,18
36281,14720100315005,6,0
36282,14720100315005,9,0
36283,14720100315005,5,50
36284,14720100315005,1,355
36285,14720100315005,10,50
36286,14720100315005,11,0
36287,14720100315005,8,30
36288,14720100315005,2,26
36289,14720100315006,10,15
36290,14720100315006,6,0
36291,14720100315006,11,0
36292,14720100315006,4,25
36293,14720100315006,1,112
36294,14720100315006,8,25
36295,14720100315006,5,20
36296,14720100315006,2,10
36297,14720100315006,9,25
36298,14720100315006,3,0
36299,14720100315006,7,10
36300,14720100315012,7,10
36301,14720100315012,4,25
36302,14720100315012,11,0
36303,14720100315012,1,112
36304,14720100315012,5,30
36305,14720100315012,9,50
36306,14720100315012,3,0
36307,14720100315012,8,35
36308,14720100315012,10,35
36309,14720100315012,2,50
36310,14720100315012,6,0
36311,14720100315047,1,200
36312,14720100315047,8,50
36313,14720100315047,2,25
36314,14720100315047,11,0
36315,14720100315047,10,25
36316,14720100315047,4,25
36317,14720100315047,7,19
36318,14720100315047,3,100
36319,14720100315047,9,0
36320,14720100315047,6,0
36321,14720100315047,5,50
36322,14720100315054,1,325
36323,14720100315054,9,0
36324,14720100315054,7,18
36325,14720100315054,10,25
36326,14720100315054,5,50
36327,14720100315054,11,0
36328,14720100315054,6,0
36329,14720100315054,8,20
36330,14720100315054,4,31
36331,14720100315054,3,0
36332,14720100315054,2,54
36333,14720100315061,2,30
36334,14720100315061,11,200
36335,14720100315061,1,330
36336,14720100315061,5,60
36337,14720100315061,3,0
36338,14720100315061,10,25
36339,14720100315061,7,18
36340,14720100315061,6,0
36341,14720100315061,8,25
36342,14720100315061,4,31
36343,14720100315061,9,0
36344,14720100315068,5,40
36345,14720100315068,2,25
36346,14720100315068,10,20
36347,14720100315068,9,0
36348,14720100315068,11,0
36349,14720100315068,4,25
36350,14720100315068,7,10
36351,14720100315068,3,0
36352,14720100315068,6,0
36353,14720100315068,1,200
36354,14720100315068,8,15
36355,14720100315075,11,0
36356,14720100315075,8,20
36357,14720100315075,7,10
36358,14720100315075,5,20
36359,14720100315075,1,200
36360,14720100315075,2,30
36361,14720100315075,9,0
36362,14720100315075,3,0
36363,14720100315075,10,15
36364,14720100315075,4,25
36365,14720100315075,6,0
36366,14720100315082,2,20
36367,14720100315082,8,20
36368,14720100315082,1,150
36369,14720100315082,10,10
36370,14720100315082,7,8
36371,14720100315082,4,15
36372,14720100315082,11,0
36373,14720100315082,6,0
36374,14720100315082,3,0
36375,14720100315082,5,25
36376,14720100315082,9,30
36377,14720100315089,1,100
36378,14720100315089,8,20
36379,14720100315089,4,12
36380,14720100315089,11,0
36381,14720100315089,6,0
36382,14720100315089,9,0
36383,14720100315089,5,20
36384,14720100315089,7,18
36385,14720100315089,2,10
36386,14720100315089,3,0
36387,14720100315089,10,50
36388,14720100315096,10,30
36389,14720100315096,6,0
36390,14720100315096,7,10
36391,14720100315096,5,25
36392,14720100315096,2,25
36393,14720100315096,8,20
36394,14720100315096,3,0
36395,14720100315096,1,50
36396,14720100315096,9,250
36397,14720100315096,4,10
36398,14720100315096,11,0
36399,14720100315103,2,1
36400,14720100315103,1,200
36401,14720100315103,9,0
36402,14720100315103,11,0
36403,14720100315103,4,1
36404,14720100315103,10,50
36405,14720100315103,7,1
36406,14720100315103,3,0
36407,14720100315103,8,1
36408,14720100315103,5,50
36409,14720100315103,6,0
36410,14720100315110,4,25
36411,14720100315110,9,0
36412,14720100315110,8,50
36413,14720100315110,6,0
36414,14720100315110,7,40
36415,14720100315110,2,38
36416,14720100315110,5,40
36417,14720100315110,10,100
36418,14720100315110,11,100
36419,14720100315110,1,280
36420,14720100315110,3,0
36421,14720100315117,11,0
36422,14720100315117,2,50
36423,14720100315117,3,0
36424,14720100315117,7,20
36425,14720100315117,1,200
36426,14720100315117,4,25
36427,14720100315117,9,0
36428,14720100315117,5,40
36429,14720100315117,8,30
36430,14720100315117,6,0
36431,14720100315117,10,0
36432,14720100315124,5,10
36433,14720100315124,3,0
36434,14720100315124,2,30
36435,14720100315124,4,31
36436,14720100315124,6,0
36437,14720100315124,8,25
36438,14720100315124,1,75
36439,14720100315124,9,0
36440,14720100315124,11,0
36441,14720100315124,7,10
36442,14720100315124,10,25
36443,14720100315131,1,325
36444,14720100315131,2,50
36445,14720100315131,9,0
36446,14720100315131,7,18
36447,14720100315131,11,0
36448,14720100315131,3,0
36449,14720100315131,5,60
36450,14720100315131,10,100
36451,14720100315131,4,1
36452,14720100315131,6,150
36453,14720100315131,8,50
36454,14720100315138,11,0
36455,14720100315138,5,60
36456,14720100315138,10,25
36457,14720100315138,7,10
36458,14720100315138,1,100
36459,14720100315138,6,0
36460,14720100315138,8,25
36461,14720100315138,3,0
36462,14720100315138,4,12
36463,14720100315138,2,20
36464,14720100315138,9,0
36465,14720100326001,1,450
36466,14720100326001,2,100
36467,14720100326001,3,120
36468,14720100326001,10,50
36469,14720100326001,7,70
36470,14720100326001,11,0
36471,14720100326001,4,120
36472,14720100326001,8,200
36473,14720100326001,5,200
36474,14720100326001,9,50
36475,14720100326001,6,80
36476,14720100326002,2,60
36477,14720100326002,9,80
36478,14720100326002,4,125
36479,14720100326002,10,60
36480,14720100326002,1,500
36481,14720100326002,7,70
36482,14720100326002,5,60
36483,14720100326002,6,80
36484,14720100326002,3,120
36485,14720100326002,11,0
36486,14720100326002,8,200
36487,14720100326003,10,40
36488,14720100326003,7,40
36489,14720100326003,6,80
36490,14720100326003,1,350
36491,14720100326003,4,64
36492,14720100326003,9,50
36493,14720100326003,3,120
36494,14720100326003,8,100
36495,14720100326003,5,60
36496,14720100326003,11,0
36497,14720100326003,2,100
36498,14720100326004,3,120
36499,14720100326004,2,100
36500,14720100326004,7,60
36501,14720100326004,4,80
36502,14720100326004,6,80
36503,14720100326004,5,60
36504,14720100326004,9,0
36505,14720100326004,1,500
36506,14720100326004,10,60
36507,14720100326004,8,120
36508,14720100326004,11,0
36509,14720100326005,3,120
36510,14720100326005,5,60
36511,14720100326005,6,80
36512,14720100326005,10,60
36513,14720100326005,9,300
36514,14720100326005,7,45
36515,14720100326005,11,0
36516,14720100326005,8,120
36517,14720100326005,4,64
36518,14720100326005,2,40
36519,14720100326005,1,0
36520,14720100326006,1,450
36521,14720100326006,8,100
36522,14720100326006,9,30
36523,14720100326006,6,80
36524,14720100326006,4,120
36525,14720100326006,3,120
36526,14720100326006,7,50
36527,14720100326006,5,60
36528,14720100326006,2,60
36529,14720100326006,10,60
36530,14720100326006,11,0
36531,14720100326007,2,60
36532,14720100326007,9,50
36533,14720100326007,4,64
36534,14720100326007,10,40
36535,14720100326007,5,60
36536,14720100326007,3,120
36537,14720100326007,7,36
36538,14720100326007,6,80
36539,14720100326007,11,0
36540,14720100326007,8,100
36541,14720100326007,1,300
36542,14720100326008,3,120
36543,14720100326008,5,80
36544,14720100326008,2,60
36545,14720100326008,6,90
36546,14720100326008,8,120
36547,14720100326008,11,0
36548,14720100326008,7,45
36549,14720100326008,4,120
36550,14720100326008,9,50
36551,14720100326008,1,500
36552,14720100326008,10,60
36553,14720100326009,2,60
36554,14720100326009,10,80
36555,14720100326009,1,1200
36556,14720100326009,7,60
36557,14720100326009,3,125
36558,14720100326009,4,125
36559,14720100326009,5,70
36560,14720100326009,8,150
36561,14720100326009,6,120
36562,14720100326009,9,300
36563,14720100326009,11,0
36564,14720100326010,2,60
36565,14720100326010,10,50
36566,14720100326010,11,0
36567,14720100326010,7,36
36568,14720100326010,9,300
36569,14720100326010,5,15
36570,14720100326010,1,0
36571,14720100326010,4,60
36572,14720100326010,6,80
36573,14720100326010,8,125
36574,14720100326010,3,80
36575,14720100326011,5,60
36576,14720100326011,2,50
36577,14720100326011,3,120
36578,14720100326011,1,575
36579,14720100326011,8,100
36580,14720100326011,7,45
36581,14720100326011,11,0
36582,14720100326011,4,120
36583,14720100326011,10,40
36584,14720100326011,6,70
36585,14720100326011,9,50
36586,14720100326012,11,0
36587,14720100326012,1,450
36588,14720100326012,5,50
36589,14720100326012,3,120
36590,14720100326012,6,80
36591,14720100326012,2,55
36592,14720100326012,4,64
36593,14720100326012,9,40
36594,14720100326012,10,30
36595,14720100326012,7,36
36596,14720100326012,8,80
36597,14720100326013,2,40
36598,14720100326013,10,30
36599,14720100326013,8,85
36600,14720100326013,5,45
36601,14720100326013,11,0
36602,14720100326013,9,35
36603,14720100326013,3,80
36604,14720100326013,4,64
36605,14720100326013,6,70
36606,14720100326013,7,36
36607,14720100326013,1,250
36608,14720100326014,2,45
36609,14720100326014,1,0
36610,14720100326014,7,36
36611,14720100326014,10,30
36612,14720100326014,5,45
36613,14720100326014,3,80
36614,14720100326014,6,70
36615,14720100326014,9,350
36616,14720100326014,11,0
36617,14720100326014,4,64
36618,14720100326014,8,70
36619,14720100326015,1,550
36620,14720100326015,6,150
36621,14720100326015,2,50
36622,14720100326015,5,60
36623,14720100326015,11,0
36624,14720100326015,10,40
36625,14720100326015,9,80
36626,14720100326015,8,120
36627,14720100326015,4,100
36628,14720100326015,7,36
36629,14720100326015,3,120
36630,14720100326016,3,180
36631,14720100326016,4,200
36632,14720100326016,7,90
36633,14720100326016,2,200
36634,14720100326016,11,0
36635,14720100326016,5,60
36636,14720100326016,8,200
36637,14720100326016,1,1000
36638,14720100326016,10,100
36639,14720100326016,6,250
36640,14720100326016,9,250
36641,14720100326017,1,0
36642,14720100326017,11,0
36643,14720100326017,10,40
36644,14720100326017,2,50
36645,14720100326017,4,64
36646,14720100326017,6,90
36647,14720100326017,8,90
36648,14720100326017,9,350
36649,14720100326017,7,36
36650,14720100326017,5,15
36651,14720100326017,3,120
36652,14720100326018,2,60
36653,14720100326018,4,64
36654,14720100326018,1,500
36655,14720100326018,6,90
36656,14720100326018,3,80
36657,14720100326018,8,120
36658,14720100326018,7,36
36659,14720100326018,11,0
36660,14720100326018,5,30
36661,14720100326018,10,40
36662,14720100326018,9,150
36663,14720100326019,2,30
36664,14720100326019,6,80
36665,14720100326019,1,450
36666,14720100326019,7,36
36667,14720100326019,9,50
36668,14720100326019,5,30
36669,14720100326019,8,120
36670,14720100326019,3,80
36671,14720100326019,4,80
36672,14720100326019,10,40
36673,14720100326019,11,0
36674,14720100326020,11,0
36675,14720100326020,10,40
36676,14720100326020,4,90
36677,14720100326020,8,120
36678,14720100326020,5,30
36679,14720100326020,2,60
36680,14720100326020,9,150
36681,14720100326020,6,80
36682,14720100326020,1,450
36683,14720100326020,3,120
36684,14720100326020,7,36
36685,14720100406001,8,3
36686,14720100406001,1,100
36687,14720100406001,5,60
36688,14720100406001,3,0
36689,14720100406001,2,50
36690,14720100406001,10,25
36691,14720100406001,11,0
36692,14720100406001,9,15
36693,14720100406001,6,0
36694,14720100406001,7,16
36695,14720100406001,4,20
36696,14720100406002,7,16
36697,14720100406002,11,0
36698,14720100406002,4,45
36699,14720100406002,6,0
36700,14720100406002,8,15
36701,14720100406002,1,210
36702,14720100406002,2,75
36703,14720100406002,5,56
36704,14720100406002,10,25
36705,14720100406002,9,30
36706,14720100406002,3,0
36707,14720100406003,8,15
36708,14720100406003,3,0
36709,14720100406003,9,70
36710,14720100406003,11,0
36711,14720100406003,2,55
36712,14720100406003,6,0
36713,14720100406003,4,82
36714,14720100406003,10,100
36715,14720100406003,7,23
36716,14720100406003,5,50
36717,14720100406003,1,219
36718,14720100406004,1,186
36719,14720100406004,2,169
36720,14720100406004,7,28
36721,14720100406004,5,128
36722,14720100406004,8,50
36723,14720100406004,10,50
36724,14720100406004,3,0
36725,14720100406004,11,0
36726,14720100406004,6,0
36727,14720100406004,4,31
36728,14720100406004,9,0
36729,14720100406005,8,23
36730,14720100406005,4,90
36731,14720100406005,3,98
36732,14720100406005,7,56
36733,14720100406005,2,142
36734,14720100406005,11,0
36735,14720100406005,1,312
36736,14720100406005,10,158
36737,14720100406005,6,200
36738,14720100406005,5,150
36739,14720100406005,9,36
36740,14720100406006,2,15
36741,14720100406006,11,0
36742,14720100406006,1,50
36743,14720100406006,9,0
36744,14720100406006,8,3
36745,14720100406006,4,10
36746,14720100406006,6,0
36747,14720100406006,5,20
36748,14720100406006,3,0
36749,14720100406006,7,0
36750,14720100406006,10,28
36751,14720100406007,9,0
36752,14720100406007,7,18
36753,14720100406007,5,100
36754,14720100406007,6,190
36755,14720100406007,11,0
36756,14720100406007,8,10
36757,14720100406007,2,56
36758,14720100406007,3,40
36759,14720100406007,1,168
36760,14720100406007,10,25
36761,14720100406007,4,56
36762,14720100406008,8,5
36763,14720100406008,7,12
36764,14720100406008,9,182
36765,14720100406008,11,0
36766,14720100406008,5,36
36767,14720100406008,4,25
36768,14720100406008,1,0
36769,14720100406008,6,30
36770,14720100406008,10,50
36771,14720100406008,2,28
36772,14720100406008,3,0
36773,14720100406009,2,125
36774,14720100406009,8,3
36775,14720100406009,5,75
36776,14720100406009,7,15
36777,14720100406009,6,0
36778,14720100406009,10,60
36779,14720100406009,3,90
36780,14720100406009,9,25
36781,14720100406009,1,180
36782,14720100406009,11,0
36783,14720100406009,4,90
36784,14720100406010,2,54
36785,14720100406010,9,100
36786,14720100406010,4,112
36787,14720100406010,1,190
36788,14720100406010,7,56
36789,14720100406010,5,143
36790,14720100406010,6,300
36791,14720100406010,10,56
36792,14720100406010,8,10
36793,14720100406010,3,80
36794,14720100406010,11,0
36795,14720100406011,4,31
36796,14720100406011,8,5
36797,14720100406011,1,105
36798,14720100406011,5,32
36799,14720100406011,7,0
36800,14720100406011,10,0
36801,14720100406011,3,0
36802,14720100406011,11,0
36803,14720100406011,9,30
36804,14720100406011,6,150
36805,14720100406011,2,20
36806,14720100406012,10,45
36807,14720100406012,5,100
36808,14720100406012,3,0
36809,14720100406012,6,500
36810,14720100406012,7,17
36811,14720100406012,4,41
36812,14720100406012,8,56
36813,14720100406012,9,125
36814,14720100406012,1,255
36815,14720100406012,2,100
36816,14720100406012,11,0
36817,14720100512001,2,300
36818,14720100512001,4,78
36819,14720100512001,3,300
36820,14720100512001,11,0
36821,14720100512001,1,600
36822,14720100512001,10,200
36823,14720100512001,6,100
36824,14720100512001,8,15
36825,14720100512001,5,200
36826,14720100512001,7,45
36827,14720100512001,9,0
36828,14720100512002,10,0
36829,14720100512002,2,30
36830,14720100512002,7,15
36831,14720100512002,3,10
36832,14720100512002,5,100
36833,14720100512002,4,33
36834,14720100512002,6,160
36835,14720100512002,1,30
36836,14720100512002,8,2
36837,14720100512002,11,0
36838,14720100512002,9,0
36839,14720100512003,10,52
36840,14720100512003,9,0
36841,14720100512003,6,80
36842,14720100512003,7,15
36843,14720100512003,11,0
36844,14720100512003,3,50
36845,14720100512003,4,50
36846,14720100512003,5,50
36847,14720100512003,2,50
36848,14720100512003,1,100
36849,14720100512003,8,10
36850,14720100512004,6,400
36851,14720100512004,3,0
36852,14720100512004,5,100
36853,14720100512004,11,0
36854,14720100512004,8,100
36855,14720100512004,2,400
36856,14720100512004,7,30
36857,14720100512004,1,600
36858,14720100512004,10,200
36859,14720100512004,9,100
36860,14720100512004,4,80
36861,14720100512006,10,25
36862,14720100512006,1,135
36863,14720100512006,5,200
36864,14720100512006,8,7
36865,14720100512006,2,250
36866,14720100512006,7,30
36867,14720100512006,4,35
36868,14720100512006,11,0
36869,14720100512006,6,200
36870,14720100512006,3,75
36871,14720100512006,9,0
36872,14720100512007,7,15
36873,14720100512007,11,0
36874,14720100512007,8,7
36875,14720100512007,5,50
36876,14720100512007,1,150
36877,14720100512007,4,30
36878,14720100512007,9,0
36879,14720100512007,3,10
36880,14720100512007,6,0
36881,14720100512007,10,0
36882,14720100512007,2,96
36883,14720100512008,11,0
36884,14720100512008,9,0
36885,14720100512008,7,30
36886,14720100512008,1,600
36887,14720100512008,6,300
36888,14720100512008,8,300
36889,14720100512008,4,60
36890,14720100512008,5,200
36891,14720100512008,10,100
36892,14720100512008,2,500
36893,14720100512008,3,0
36894,14720100512009,2,25
36895,14720100512009,1,75
36896,14720100512009,3,25
36897,14720100512009,11,0
36898,14720100512009,5,56
36899,14720100512009,6,0
36900,14720100512009,4,19
36901,14720100512009,8,35
36902,14720100512009,10,0
36903,14720100512009,9,0
36904,14720100512009,7,15
36905,14720100512010,1,300
36906,14720100512010,4,78
36907,14720100512010,3,100
36908,14720100512010,9,0
36909,14720100512010,8,200
36910,14720100512010,6,160
36911,14720100512010,7,15
36912,14720100512010,5,150
36913,14720100512010,10,250
36914,14720100512010,11,0
36915,14720100512010,2,200
36916,14720100512011,11,0
36917,14720100512011,3,100
36918,14720100512011,7,150
36919,14720100512011,9,0
36920,14720100512011,8,100
36921,14720100512011,6,200
36922,14720100512011,1,470
36923,14720100512011,10,50
36924,14720100512011,4,30
36925,14720100512011,5,100
36926,14720100512011,2,200
36927,14720100512012,6,100
36928,14720100512012,9,0
36929,14720100512012,10,100
36930,14720100512012,8,100
36931,14720100512012,7,30
36932,14720100512012,4,30
36933,14720100512012,1,600
36934,14720100512012,11,0
36935,14720100512012,5,200
36936,14720100512012,3,150
36937,14720100512012,2,300
36938,14720100512013,3,0
36939,14720100512013,6,0
36940,14720100512013,2,50
36941,14720100512013,5,100
36942,14720100512013,11,0
36943,14720100512013,10,0
36944,14720100512013,7,15
36945,14720100512013,9,0
36946,14720100512013,8,50
36947,14720100512013,1,450
36948,14720100512013,4,32
36949,14720100512014,11,0
36950,14720100512014,6,160
36951,14720100512014,1,0
36952,14720100512014,4,75
36953,14720100512014,10,200
36954,14720100512014,2,50
36955,14720100512014,5,50
36956,14720100512014,7,15
36957,14720100512014,3,300
36958,14720100512014,9,100
36959,14720100512014,8,3
36960,14720100512015,5,50
36961,14720100512015,2,50
36962,14720100512015,7,15
36963,14720100512015,11,0
36964,14720100512015,9,0
36965,14720100512015,10,23
36966,14720100512015,1,150
36967,14720100512015,4,33
36968,14720100512015,6,0
36969,14720100512015,8,0
36970,14720100512015,3,0
36971,14720100512016,4,33
36972,14720100512016,8,0
36973,14720100512016,1,0
36974,14720100512016,3,0
36975,14720100512016,2,100
36976,14720100512016,9,100
36977,14720100512016,10,0
36978,14720100512016,6,0
36979,14720100512016,7,15
36980,14720100512016,11,0
36981,14720100512016,5,100
36982,14720100512017,2,50
36983,14720100512017,3,50
36984,14720100512017,4,75
36985,14720100512017,1,400
36986,14720100512017,10,50
36987,14720100512017,8,7
36988,14720100512017,9,0
36989,14720100512017,7,15
36990,14720100512017,5,75
36991,14720100512017,6,160
36992,14720100512017,11,0
36993,14720100512018,2,200
36994,14720100512018,8,0
36995,14720100512018,7,15
36996,14720100512018,3,100
36997,14720100512018,11,0
36998,14720100512018,4,75
36999,14720100512018,6,150
37000,14720100512018,5,100
37001,14720100512018,9,0
37002,14720100512018,10,200
37003,14720100512018,1,600
37004,14720100512019,8,0
37005,14720100512019,4,75
37006,14720100512019,3,100
37007,14720100512019,7,7
37008,14720100512019,5,100
37009,14720100512019,1,600
37010,14720100512019,10,50
37011,14720100512019,2,100
37012,14720100512019,9,0
37013,14720100512019,11,0
37014,14720100512019,6,160
37015,14720100512020,1,0
37016,14720100512020,8,7
37017,14720100512020,6,160
37018,14720100512020,7,8
37019,14720100512020,3,200
37020,14720100512020,10,50
37021,14720100512020,5,100
37022,14720100512020,9,100
37023,14720100512020,4,78
37024,14720100512020,2,50
37025,14720100512020,11,0
37026,14720100549006,5,-888
37027,14720100549006,10,60
37028,14720100549006,8,-888
37029,14720100549006,6,-888
37030,14720100549006,11,-888
37031,14720100549006,3,-888
37032,14720100549006,9,-888
37033,14720100549006,4,-888
37034,14720100549006,1,-888
37035,14720100549006,7,-888
37036,14720100549006,2,-888
37037,14720100549012,11,-888
37038,14720100549012,4,19
37039,14720100549012,3,50
37040,14720100549012,9,-888
37041,14720100549012,2,45
37042,14720100549012,1,100
37043,14720100549012,6,50
37044,14720100549012,5,35
37045,14720100549012,7,18
37046,14720100549012,10,25
37047,14720100549012,8,65
37048,14720100549018,3,40
37049,14720100549018,1,150
37050,14720100549018,7,15
37051,14720100549018,4,50
37052,14720100549018,9,-888
37053,14720100549018,10,30
37054,14720100549018,11,-888
37055,14720100549018,6,-888
37056,14720100549018,5,50
37057,14720100549018,8,10
37058,14720100549018,2,50
37059,14720100549024,7,15
37060,14720100549024,2,-888
37061,14720100549024,11,-888
37062,14720100549024,1,50
37063,14720100549024,4,5
37064,14720100549024,6,-888
37065,14720100549024,5,10
37066,14720100549024,3,-888
37067,14720100549024,8,-888
37068,14720100549024,9,-888
37069,14720100549024,10,30
37070,14720100549030,3,120
37071,14720100549030,8,15
37072,14720100549030,5,60
37073,14720100549030,6,140
37074,14720100549030,10,30
37075,14720100549030,1,220
37076,14720100549030,11,0
37077,14720100549030,7,19
37078,14720100549030,4,60
37079,14720100549030,2,60
37080,14720100549030,9,100
37081,14720100549036,2,50
37082,14720100549036,8,-888
37083,14720100549036,4,50
37084,14720100549036,9,-888
37085,14720100549036,6,-888
37086,14720100549036,5,50
37087,14720100549036,1,100
37088,14720100549036,10,20
37089,14720100549036,3,60
37090,14720100549036,7,18
37091,14720100549036,11,-888
37092,14720100549042,10,40
37093,14720100549042,1,150
37094,14720100549042,4,65
37095,14720100549042,2,60
37096,14720100549042,3,20
37097,14720100549042,7,22
37098,14720100549042,8,4
37099,14720100549042,11,50
37100,14720100549042,6,40
37101,14720100549042,9,-888
37102,14720100549042,5,27
37103,14720100549048,2,70
37104,14720100549048,8,10
37105,14720100549048,7,18
37106,14720100549048,6,-888
37107,14720100549048,5,100
37108,14720100549048,4,60
37109,14720100549048,1,200
37110,14720100549048,3,100
37111,14720100549048,9,70
37112,14720100549048,10,50
37113,14720100549048,11,-888
37114,14720100549054,11,-888
37115,14720100549054,5,100
37116,14720100549054,4,75
37117,14720100549054,10,45
37118,14720100549054,9,-888
37119,14720100549054,7,36
37120,14720100549054,6,-888
37121,14720100549054,3,50
37122,14720100549054,1,400
37123,14720100549054,8,0
37124,14720100549054,2,100
37125,14720100549060,3,30
37126,14720100549060,1,150
37127,14720100549060,10,40
37128,14720100549060,4,50
37129,14720100549060,2,40
37130,14720100549060,8,60
37131,14720100549060,7,18
37132,14720100549060,5,70
37133,14720100549060,6,-888
37134,14720100549060,11,-888
37135,14720100549060,9,-888
37136,14720100549066,10,100
37137,14720100549066,6,100
37138,14720100549066,9,50
37139,14720100549066,3,70
37140,14720100549066,4,60
37141,14720100549066,8,200
37142,14720100549066,5,50
37143,14720100549066,7,20
37144,14720100549066,11,-888
37145,14720100549066,2,50
37146,14720100549066,1,-888
37147,14720100549072,11,-888
37148,14720100549072,2,100
37149,14720100549072,3,100
37150,14720100549072,9,300
37151,14720100549072,5,150
37152,14720100549072,10,350
37153,14720100549072,4,150
37154,14720100549072,6,200
37155,14720100549072,8,200
37156,14720100549072,1,1000
37157,14720100549072,7,36
37158,14720100549078,1,200
37159,14720100549078,11,50
37160,14720100549078,8,150
37161,14720100549078,6,100
37162,14720100549078,5,835
37163,14720100549078,7,18
37164,14720100549078,4,65
37165,14720100549078,2,70
37166,14720100549078,3,40
37167,14720100549078,9,30
37168,14720100549078,10,70
37169,14720100549084,6,3100
37170,14720100549084,9,100
