,HHID,Consumption_item,L1
37171,14720100549084,8,150
37172,14720100549084,2,100
37173,14720100549084,4,100
37174,14720100549084,7,22
37175,14720100549084,5,100
37176,14720100549084,1,200
37177,14720100549084,10,100
37178,14720100549084,3,100
37179,14720100549084,11,-888
37180,14720100549090,9,-888
37181,14720100549090,1,100
37182,14720100549090,6,70
37183,14720100549090,8,70
37184,14720100549090,5,60
37185,14720100549090,4,55
37186,14720100549090,7,19
37187,14720100549090,2,50
37188,14720100549090,3,50
37189,14720100549090,10,40
37190,14720100549090,11,-888
37191,14720100549096,8,-888
37192,14720100549096,6,-888
37193,14720100549096,9,-888
37194,14720100549096,4,-888
37195,14720100549096,7,-888
37196,14720100549096,3,-888
37197,14720100549096,11,-888
37198,14720100549096,1,-888
37199,14720100549096,5,-888
37200,14720100549096,10,-888
37201,14720100549096,2,-888
37202,14720100549102,9,100
37203,14720100549102,5,60
37204,14720100549102,2,20
37205,14720100549102,7,20
37206,14720100549102,4,-888
37207,14720100549102,6,65
37208,14720100549102,3,50
37209,14720100549102,8,75
37210,14720100549102,11,100
37211,14720100549102,1,-888
37212,14720100549102,10,50
37213,14720100549114,6,100
37214,14720100549114,2,60
37215,14720100549114,9,-888
37216,14720100549114,10,70
37217,14720100549114,1,300
37218,14720100549114,8,100
37219,14720100549114,3,40
37220,14720100549114,11,-888
37221,14720100549114,7,18
37222,14720100549114,5,60
37223,14720100549114,4,75
37224,14720100549120,9,100
37225,14720100549120,4,200
37226,14720100549120,3,200
37227,14720100549120,11,-888
37228,14720100549120,6,500
37229,14720100549120,2,100
37230,14720100549120,5,300
37231,14720100549120,1,600
37232,14720100549120,8,200
37233,14720100549120,10,300
37234,14720100549120,7,36
37235,14720100560001,2,120
37236,14720100560001,9,150
37237,14720100560001,3,380
37238,14720100560001,1,250
37239,14720100560001,11,0
37240,14720100560001,4,300
37241,14720100560001,7,19
37242,14720100560001,6,150
37243,14720100560001,5,20
37244,14720100560001,8,100
37245,14720100560001,10,40
37246,14720100560002,2,150
37247,14720100560002,4,500
37248,14720100560002,6,150
37249,14720100560002,5,150
37250,14720100560002,8,150
37251,14720100560002,10,60
37252,14720100560002,3,300
37253,14720100560002,7,30
37254,14720100560002,11,0
37255,14720100560002,1,1200
37256,14720100560002,9,200
37257,14720100560007,11,0
37258,14720100560007,2,60
37259,14720100560007,5,60
37260,14720100560007,1,250
37261,14720100560007,7,19
37262,14720100560007,3,90
37263,14720100560007,10,40
37264,14720100560007,6,140
37265,14720100560007,9,250
37266,14720100560007,8,25
37267,14720100560007,4,60
37268,14720100560008,2,30
37269,14720100560008,7,19
37270,14720100560008,9,50
37271,14720100560008,1,80
37272,14720100560008,6,70
37273,14720100560008,3,0
37274,14720100560008,8,30
37275,14720100560008,5,30
37276,14720100560008,4,30
37277,14720100560008,11,0
37278,14720100560008,10,0
37279,14720100560017,2,60
37280,14720100560017,9,120
37281,14720100560017,5,30
37282,14720100560017,8,30
37283,14720100560017,3,230
37284,14720100560017,4,60
37285,14720100560017,10,60
37286,14720100560017,1,240
37287,14720100560017,7,19
37288,14720100560017,11,0
37289,14720100560017,6,140
37290,14720100560024,2,60
37291,14720100560024,6,300
37292,14720100560024,9,100
37293,14720100560024,3,100
37294,14720100560024,4,60
37295,14720100560024,5,70
37296,14720100560024,1,40
37297,14720100560024,8,50
37298,14720100560024,10,50
37299,14720100560024,7,19
37300,14720100560024,11,0
37301,14720100560031,2,30
37302,14720100560031,4,30
37303,14720100560031,1,60
37304,14720100560031,9,50
37305,14720100560031,6,70
37306,14720100560031,8,30
37307,14720100560031,5,40
37308,14720100560031,7,19
37309,14720100560031,10,30
37310,14720100560031,11,0
37311,14720100560031,3,0
37312,14720100560038,4,30
37313,14720100560038,11,0
37314,14720100560038,3,0
37315,14720100560038,7,19
37316,14720100560038,1,84
37317,14720100560038,9,50
37318,14720100560038,8,50
37319,14720100560038,5,20
37320,14720100560038,6,75
37321,14720100560038,10,30
37322,14720100560038,2,40
37323,14720100560059,7,19
37324,14720100560059,11,0
37325,14720100560059,6,140
37326,14720100560059,5,40
37327,14720100560059,4,80
37328,14720100560059,9,150
37329,14720100560059,3,80
37330,14720100560059,1,120
37331,14720100560059,2,60
37332,14720100560059,10,60
37333,14720100560059,8,40
37334,14720100560066,9,100
37335,14720100560066,1,150
37336,14720100560066,4,60
37337,14720100560066,6,100
37338,14720100560066,5,50
37339,14720100560066,3,70
37340,14720100560066,7,19
37341,14720100560066,2,60
37342,14720100560066,8,50
37343,14720100560066,10,30
37344,14720100560066,11,0
37345,14720100560073,10,50
37346,14720100560073,1,300
37347,14720100560073,2,60
37348,14720100560073,4,60
37349,14720100560073,9,100
37350,14720100560073,5,45
37351,14720100560073,6,150
37352,14720100560073,3,140
37353,14720100560073,8,70
37354,14720100560073,11,100
37355,14720100560073,7,36
37356,14720100560080,5,15
37357,14720100560080,7,9
37358,14720100560080,4,15
37359,14720100560080,10,50
37360,14720100560080,8,1
37361,14720100560080,6,0
37362,14720100560080,2,30
37363,14720100560080,9,60
37364,14720100560080,1,60
37365,14720100560080,3,50
37366,14720100560080,11,0
37367,14720100633001,1,200
37368,14720100633001,8,10
37369,14720100633001,7,10
37370,14720100633001,3,150
37371,14720100633001,4,30
37372,14720100633001,5,50
37373,14720100633001,6,0
37374,14720100633001,10,12
37375,14720100633001,9,0
37376,14720100633001,11,0
37377,14720100633001,2,50
37378,14720100633002,10,0
37379,14720100633002,3,50
37380,14720100633002,1,110
37381,14720100633002,8,20
37382,14720100633002,11,0
37383,14720100633002,4,40
37384,14720100633002,2,50
37385,14720100633002,5,60
37386,14720100633002,6,0
37387,14720100633002,7,14
37388,14720100633002,9,0
37389,14720100633003,1,240
37390,14720100633003,2,80
37391,14720100633003,4,200
37392,14720100633003,7,20
37393,14720100633003,9,0
37394,14720100633003,5,300
37395,14720100633003,11,0
37396,14720100633003,8,20
37397,14720100633003,3,50
37398,14720100633003,6,0
37399,14720100633003,10,80
37400,14720100633004,5,50
37401,14720100633004,8,20
37402,14720100633004,1,500
37403,14720100633004,3,0
37404,14720100633004,9,0
37405,14720100633004,10,20
37406,14720100633004,4,100
37407,14720100633004,7,30
37408,14720100633004,11,0
37409,14720100633004,6,0
37410,14720100633004,2,100
37411,14720100633005,2,60
37412,14720100633005,1,-888
37413,14720100633005,5,154
37414,14720100633005,9,150
37415,14720100633005,3,0
37416,14720100633005,8,68
37417,14720100633005,7,14
37418,14720100633005,4,80
37419,14720100633005,11,0
37420,14720100633005,6,0
37421,14720100633005,10,0
37422,14720100633006,11,60
37423,14720100633006,4,150
37424,14720100633006,9,300
37425,14720100633006,1,-888
37426,14720100633006,3,50
37427,14720100633006,6,0
37428,14720100633006,2,200
37429,14720100633006,10,80
37430,14720100633006,7,18
37431,14720100633006,5,100
37432,14720100633006,8,-888
37433,14720100633007,1,200
37434,14720100633007,3,50
37435,14720100633007,8,80
37436,14720100633007,6,0
37437,14720100633007,5,50
37438,14720100633007,4,70
37439,14720100633007,2,100
37440,14720100633007,10,30
37441,14720100633007,9,0
37442,14720100633007,11,0
37443,14720100633007,7,20
37444,14720100633008,9,150
37445,14720100633008,11,0
37446,14720100633008,3,0
37447,14720100633008,6,0
37448,14720100633008,5,75
37449,14720100633008,8,120
37450,14720100633008,7,18
37451,14720100633008,2,50
37452,14720100633008,4,55
37453,14720100633008,1,280
37454,14720100633008,10,30
37455,14720100633019,3,300
37456,14720100633019,11,0
37457,14720100633019,9,0
37458,14720100633019,8,250
37459,14720100633019,4,120
37460,14720100633019,7,18
37461,14720100633019,2,100
37462,14720100633019,6,100
37463,14720100633019,5,250
37464,14720100633019,1,400
37465,14720100633019,10,150
37466,14720100633052,9,0
37467,14720100633052,7,0
37468,14720100633052,4,0
37469,14720100633052,5,0
37470,14720100633052,3,0
37471,14720100633052,1,0
37472,14720100633052,6,0
37473,14720100633052,11,1000
37474,14720100633052,2,0
37475,14720100633052,10,0
37476,14720100633052,8,0
37477,14720100633058,11,0
37478,14720100633058,5,150
37479,14720100633058,1,300
37480,14720100633058,8,200
37481,14720100633058,2,120
37482,14720100633058,9,0
37483,14720100633058,7,14
37484,14720100633058,6,350
37485,14720100633058,4,120
37486,14720100633058,3,250
37487,14720100633058,10,420
37488,14720100633064,11,0
37489,14720100633064,1,200
37490,14720100633064,10,200
37491,14720100633064,4,150
37492,14720100633064,5,250
37493,14720100633064,7,8
37494,14720100633064,3,100
37495,14720100633064,6,600
37496,14720100633064,8,200
37497,14720100633064,2,65
37498,14720100633064,9,0
37499,14720100633070,2,0
37500,14720100633070,3,0
37501,14720100633070,8,0
37502,14720100633070,9,0
37503,14720100633070,4,100
37504,14720100633070,11,0
37505,14720100633070,6,50
37506,14720100633070,7,20
37507,14720100633070,5,100
37508,14720100633070,1,350
37509,14720100633070,10,0
37510,14720100633076,9,0
37511,14720100633076,10,100
37512,14720100633076,5,100
37513,14720100633076,11,0
37514,14720100633076,6,0
37515,14720100633076,4,60
37516,14720100633076,3,0
37517,14720100633076,7,10
37518,14720100633076,1,200
37519,14720100633076,2,100
37520,14720100633076,8,75
37521,14720100633082,11,0
37522,14720100633082,5,75
37523,14720100633082,3,0
37524,14720100633082,1,300
37525,14720100633082,8,200
37526,14720100633082,9,0
37527,14720100633082,6,0
37528,14720100633082,10,70
37529,14720100633082,7,16
37530,14720100633082,4,120
37531,14720100633082,2,35
37532,14720100633088,2,100
37533,14720100633088,7,12
37534,14720100633088,6,300
37535,14720100633088,8,-888
37536,14720100633088,4,3
37537,14720100633088,1,250
37538,14720100633088,11,0
37539,14720100633088,10,300
37540,14720100633088,3,250
37541,14720100633088,9,0
37542,14720100633088,5,-888
37543,14720100633094,4,70
37544,14720100633094,8,80
37545,14720100633094,10,110
37546,14720100633094,11,300
37547,14720100633094,6,400
37548,14720100633094,3,100
37549,14720100633094,2,0
37550,14720100633094,9,450
37551,14720100633094,5,100
37552,14720100633094,1,150
37553,14720100633094,7,8
37554,14720100633100,9,0
37555,14720100633100,3,0
37556,14720100633100,2,50
37557,14720100633100,7,10
37558,14720100633100,8,120
37559,14720100633100,1,200
37560,14720100633100,4,72
37561,14720100633100,6,250
37562,14720100633100,10,60
37563,14720100633100,11,0
37564,14720100633100,5,100
37565,14720100633106,11,0
37566,14720100633106,1,350
37567,14720100633106,7,16
37568,14720100633106,5,50
37569,14720100633106,6,0
37570,14720100633106,8,150
37571,14720100633106,10,40
37572,14720100633106,4,60
37573,14720100633106,3,0
37574,14720100633106,9,0
37575,14720100633106,2,90
37576,14720100633117,1,180
37577,14720100633117,3,70
37578,14720100633117,11,0
37579,14720100633117,2,50
37580,14720100633117,5,110
37581,14720100633117,7,8
37582,14720100633117,6,300
37583,14720100633117,9,0
37584,14720100633117,8,10
37585,14720100633117,10,30
37586,14720100633117,4,40
37587,14720100702001,2,25
37588,14720100702001,1,450
37589,14720100702001,10,150
37590,14720100702001,11,-888
37591,14720100702001,5,45
37592,14720100702001,6,150
37593,14720100702001,3,50
37594,14720100702001,4,-888
37595,14720100702001,7,20
37596,14720100702001,8,50
37597,14720100702001,9,250
37598,14720100702002,3,120
37599,14720100702002,6,250
37600,14720100702002,4,240
37601,14720100702002,7,150
37602,14720100702002,5,250
37603,14720100702002,1,350
37604,14720100702002,9,350
37605,14720100702002,2,0
37606,14720100702002,8,150
37607,14720100702002,10,350
37608,14720100702002,11,0
37609,14720100702003,2,50
37610,14720100702003,3,80
37611,14720100702003,1,120
37612,14720100702003,9,-888
37613,14720100702003,4,60
37614,14720100702003,5,30
37615,14720100702003,10,-888
37616,14720100702003,6,-888
37617,14720100702003,11,-888
37618,14720100702003,8,50
37619,14720100702003,7,20
37620,14720100702004,1,650
37621,14720100702004,3,250
37622,14720100702004,10,-888
37623,14720100702004,4,150
37624,14720100702004,8,50
37625,14720100702004,5,50
37626,14720100702004,7,40
37627,14720100702004,11,-888
37628,14720100702004,2,450
37629,14720100702004,9,-888
37630,14720100702004,6,250
37631,14720100702005,10,150
37632,14720100702005,3,650
37633,14720100702005,5,250
37634,14720100702005,9,250
37635,14720100702005,4,350
37636,14720100702005,8,150
37637,14720100702005,11,-888
37638,14720100702005,1,1500
37639,14720100702005,2,650
37640,14720100702005,6,450
37641,14720100702005,7,120
37642,14720100702006,6,250
37643,14720100702006,1,650
37644,14720100702006,4,200
37645,14720100702006,11,-888
37646,14720100702006,5,150
37647,14720100702006,10,100
37648,14720100702006,8,50
37649,14720100702006,3,250
37650,14720100702006,7,60
37651,14720100702006,2,350
37652,14720100702006,9,-888
37653,14720100702007,11,-888
37654,14720100702007,1,600
37655,14720100702007,2,350
37656,14720100702007,3,250
37657,14720100702007,5,150
37658,14720100702007,8,100
37659,14720100702007,7,100
37660,14720100702007,9,-888
37661,14720100702007,6,450
37662,14720100702007,10,50
37663,14720100702007,4,450
37664,14720100702008,1,2000
37665,14720100702008,3,600
37666,14720100702008,6,450
37667,14720100702008,11,-888
37668,14720100702008,7,105
37669,14720100702008,2,150
37670,14720100702008,10,120
37671,14720100702008,4,145
37672,14720100702008,8,120
37673,14720100702008,5,250
37674,14720100702008,9,260
37675,14720100702009,11,250
37676,14720100702009,1,3500
37677,14720100702009,8,150
37678,14720100702009,6,600
37679,14720100702009,4,400
37680,14720100702009,9,0
37681,14720100702009,2,150
37682,14720100702009,5,250
37683,14720100702009,7,60
37684,14720100702009,3,650
37685,14720100702009,10,-888
37686,14720100702010,9,-888
37687,14720100702010,7,60
37688,14720100702010,2,650
37689,14720100702010,8,120
37690,14720100702010,5,150
37691,14720100702010,3,650
37692,14720100702010,11,-888
37693,14720100702010,1,1500
37694,14720100702010,4,350
37695,14720100702010,10,120
37696,14720100702010,6,450
37697,14720100702011,1,1500
37698,14720100702011,7,40
37699,14720100702011,8,60
37700,14720100702011,9,150
37701,14720100702011,3,150
37702,14720100702011,4,220
37703,14720100702011,5,120
37704,14720100702011,11,-888
37705,14720100702011,6,250
37706,14720100702011,2,850
37707,14720100702011,10,100
37708,14720100702012,4,280
37709,14720100702012,7,91
37710,14720100702012,5,180
37711,14720100702012,3,750
37712,14720100702012,2,650
37713,14720100702012,1,1800
37714,14720100702012,10,150
37715,14720100702012,9,250
37716,14720100702012,8,120
37717,14720100702012,11,-888
37718,14720100702012,6,350
37719,14720100702013,6,150
37720,14720100702013,10,60
37721,14720100702013,5,80
37722,14720100702013,2,120
37723,14720100702013,1,600
37724,14720100702013,4,120
37725,14720100702013,7,40
37726,14720100702013,8,60
37727,14720100702013,3,250
37728,14720100702013,11,-888
37729,14720100702013,9,-888
37730,14720100702014,11,-888
37731,14720100702014,6,150
37732,14720100702014,4,150
37733,14720100702014,9,350
37734,14720100702014,7,20
37735,14720100702014,8,60
37736,14720100702014,2,250
37737,14720100702014,5,80
37738,14720100702014,1,850
37739,14720100702014,3,200
37740,14720100702014,10,120
37741,14720100702015,1,2500
37742,14720100702015,2,650
37743,14720100702015,9,650
37744,14720100702015,3,350
37745,14720100702015,6,450
37746,14720100702015,10,250
37747,14720100702015,5,180
37748,14720100702015,8,150
37749,14720100702015,7,91
37750,14720100702015,11,-888
37751,14720100702015,4,150
37752,14720100702016,6,250
37753,14720100702016,7,60
37754,14720100702016,1,1200
37755,14720100702016,4,150
37756,14720100702016,11,-888
37757,14720100702016,10,120
37758,14720100702016,5,60
37759,14720100702016,2,650
37760,14720100702016,9,-888
37761,14720100702016,8,120
37762,14720100702016,3,350
37763,14720100702017,11,-888
37764,14720100702017,7,21
37765,14720100702017,10,120
37766,14720100702017,3,120
37767,14720100702017,4,60
37768,14720100702017,1,600
37769,14720100702017,8,60
37770,14720100702017,9,200
37771,14720100702017,5,50
37772,14720100702017,6,120
37773,14720100702017,2,250
37774,14720100702018,7,60
37775,14720100702018,10,60
37776,14720100702018,4,150
37777,14720100702018,11,-888
37778,14720100702018,3,120
37779,14720100702018,8,60
37780,14720100702018,6,150
37781,14720100702018,1,650
37782,14720100702018,5,60
37783,14720100702018,9,-888
37784,14720100702018,2,250
37785,14720100702019,1,180
37786,14720100702019,5,125
37787,14720100702019,6,350
37788,14720100702019,4,250
37789,14720100702019,7,91
37790,14720100702019,3,450
37791,14720100702019,2,650
37792,14720100702019,8,50
37793,14720100702019,9,-888
37794,14720100702019,10,-888
37795,14720100702019,11,-888
37796,14720100702020,5,150
37797,14720100702020,4,220
37798,14720100702020,2,450
37799,14720100702020,10,250
37800,14720100702020,7,91
37801,14720100702020,3,500
37802,14720100702020,1,2500
37803,14720100702020,11,1500
