,HHID,G2,G3,G4,G5,G6,G7,G8,G9,G10
10640,04381100716078,1,2,,,,,,,
10641,04381100716078,2,1,1.0,40.0,12.0,2.0,4.0,36.0,2.0
10642,04381100716078,3,2,,,,,,,
10643,04381100716078,4,2,,,,,,,
10644,04381100716078,5,2,,,,,,,
10645,04381100716096,1,2,,,,,,,
10646,04381100716096,2,2,,,,,,,
10647,04381100716096,3,2,,,,,,,
10648,04381100716096,4,2,,,,,,,
10649,04381100716096,5,2,,,,,,,
10650,04381100716114,1,2,,,,,,,
10651,04381100716114,2,2,,,,,,,
10652,04381100716114,3,2,,,,,,,
10653,04381100716114,4,2,,,,,,,
10654,04381100716114,5,2,,,,,,,
10655,04381100716132,1,2,,,,,,,
10656,04381100716132,2,1,2.0,18.0,12.0,1.0,4.0,36.0,2.0
10657,04381100716132,3,2,,,,,,,
10658,04381100716132,4,2,,,,,,,
10659,04381100716132,5,2,,,,,,,
10660,04390300402001,1,2,,,,,,,
10661,04390300402001,2,1,1.0,30.0,6.0,1.0,3.0,20.0,2.0
10662,04390300402001,3,2,,,,,,,
10663,04390300402001,4,2,,,,,,,
10664,04390300402001,5,2,,,,,,,
10665,04390300402002,1,2,,,,,,,
10666,04390300402002,2,1,1.0,35.0,6.0,1.0,3.0,21.0,2.0
10667,04390300402002,3,2,,,,,,,
10668,04390300402002,4,2,,,,,,,
10669,04390300402002,5,2,,,,,,,
10670,04390300402003,1,2,,,,,,,
10671,04390300402003,2,1,1.0,40.0,12.0,3.0,9.0,27.0,1.0
10672,04390300402003,3,2,,,,,,,
10673,04390300402003,4,2,,,,,,,
10674,04390300402003,5,2,,,,,,,
10675,04390300402004,1,2,,,,,,,
10676,04390300402004,2,1,1.0,40.0,12.0,2.0,2.0,12.0,2.0
10677,04390300402004,3,2,,,,,,,
10678,04390300402004,4,1,1.0,350.0,1.0,1.0,3.0,24.0,
10679,04390300402004,5,2,,,,,,,
10680,04390300402005,1,2,,,,,,,
10681,04390300402005,2,1,2.0,118.0,12.0,3.0,6.0,48.0,1.0
10682,04390300402005,3,2,,,,,,,
10683,04390300402005,4,2,,,,,,,
10684,04390300402005,5,2,,,,,,,
10685,04390300402006,1,2,,,,,,,
10686,04390300402006,2,1,1.0,40.0,12.0,4.0,6.0,30.0,1.0
10687,04390300402006,3,2,,,,,,,
10688,04390300402006,4,2,,,,,,,
10689,04390300402006,5,2,,,,,,,
10690,04390300402007,1,2,,,,,,,
10691,04390300402007,2,2,,,,,,,
10692,04390300402007,3,2,,,,,,,
10693,04390300402007,4,2,,,,,,,
10694,04390300402007,5,2,,,,,,,
10695,04390300402008,1,2,,,,,,,
10696,04390300402008,2,1,1.0,50.0,4.0,2.0,3.0,15.0,1.0
10697,04390300402008,3,2,,,,,,,
10698,04390300402008,4,2,,,,,,,
10699,04390300402008,5,2,,,,,,,
10700,04390300402009,1,2,,,,,,,
10701,04390300402009,2,1,2.0,70.0,12.0,5.0,3.0,20.0,1.0
10702,04390300402009,3,2,,,,,,,
10703,04390300402009,4,2,,,,,,,
10704,04390300402009,5,2,,,,,,,
10705,04390300402010,1,2,,,,,,,
10706,04390300402010,2,1,1.0,65.0,6.0,2.0,4.0,50.0,1.0
10707,04390300402010,3,2,,,,,,,
10708,04390300402010,4,2,,,,,,,
10709,04390300402010,5,2,,,,,,,
10710,04390300402011,1,2,,,,,,,
10711,04390300402011,2,2,,,,,,,
10712,04390300402011,3,2,,,,,,,
10713,04390300402011,4,2,,,,,,,
10714,04390300402011,5,2,,,,,,,
10715,04390300402012,1,2,,,,,,,
10716,04390300402012,2,1,1.0,40.0,4.0,4.0,3.0,15.0,1.0
10717,04390300402012,3,2,,,,,,,
10718,04390300402012,4,2,,,,,,,
10719,04390300402012,5,2,,,,,,,
10720,04390300601001,1,2,,,,,,,
10721,04390300601001,2,1,1.0,35.0,8.0,1.0,3.0,15.0,2.0
10722,04390300601001,3,2,,,,,,,
10723,04390300601001,4,2,,,,,,,
10724,04390300601001,5,1,1.0,35.0,8.0,1.0,3.0,25.0,2.0
10725,04390300601002,1,2,,,,,,,
10726,04390300601002,2,1,1.0,50.0,12.0,1.0,0.0,0.0,2.0
10727,04390300601002,3,2,,,,,,,
10728,04390300601002,4,2,,,,,,,
10729,04390300601002,5,2,,,,,,,
10730,04390300601003,1,2,,,,,,,
10731,04390300601003,2,2,,,,,,,
10732,04390300601003,3,2,,,,,,,
10733,04390300601003,4,2,,,,,,,
10734,04390300601003,5,2,,,,,,,
10735,04390300601004,1,2,,,,,,,
10736,04390300601004,2,1,1.0,50.0,8.0,1.0,3.0,20.0,2.0
10737,04390300601004,3,2,,,,,,,
10738,04390300601004,4,2,,,,,,,
10739,04390300601004,5,2,,,,,,,
10740,04390300601005,1,2,,,,,,,
10741,04390300601005,2,1,1.0,45.0,5.0,1.0,0.0,0.0,2.0
10742,04390300601005,3,2,,,,,,,
10743,04390300601005,4,2,,,,,,,
10744,04390300601005,5,2,,,,,,,
10745,04390300601006,1,2,,,,,,,
10746,04390300601006,2,2,,,,,,,
10747,04390300601006,3,2,,,,,,,
10748,04390300601006,4,2,,,,,,,
10749,04390300601006,5,2,,,,,,,
10750,04390300601007,1,2,,,,,,,
10751,04390300601007,2,1,1.0,50.0,10.0,1.0,4.0,30.0,2.0
10752,04390300601007,3,2,,,,,,,
10753,04390300601007,4,2,,,,,,,
10754,04390300601007,5,2,,,,,,,
10755,04390300601008,1,2,,,,,,,
10756,04390300601008,2,1,2.0,90.0,6.0,1.0,4.0,40.0,2.0
10757,04390300601008,3,2,,,,,,,
10758,04390300601008,4,2,,,,,,,
10759,04390300601008,5,2,,,,,,,
10760,04390300601009,1,2,,,,,,,
10761,04390300601009,2,1,1.0,50.0,12.0,3.0,0.0,0.0,2.0
10762,04390300601009,3,2,,,,,,,
10763,04390300601009,4,2,,,,,,,
10764,04390300601009,5,2,,,,,,,
10765,04390300601010,1,2,,,,,,,
10766,04390300601010,2,2,,,,,,,
10767,04390300601010,3,2,,,,,,,
10768,04390300601010,4,2,,,,,,,
10769,04390300601010,5,1,1.0,30.0,8.0,1.0,4.0,30.0,2.0
10770,04390300601011,1,2,,,,,,,
10771,04390300601011,2,1,1.0,70.0,6.0,2.0,0.0,0.0,2.0
10772,04390300601011,3,2,,,,,,,
10773,04390300601011,4,2,,,,,,,
10774,04390300601011,5,2,,,,,,,
10775,04390300601012,1,2,,,,,,,
10776,04390300601012,2,2,,,,,,,
10777,04390300601012,3,2,,,,,,,
10778,04390300601012,4,2,,,,,,,
10779,04390300601012,5,2,,,,,,,
10780,04390302201001,1,2,,,,,,,
10781,04390302201001,2,1,2.0,80.0,12.0,1.0,2.0,16.0,2.0
10782,04390302201001,3,2,,,,,,,
10783,04390302201001,4,2,,,,,,,
10784,04390302201001,5,2,,,,,,,
10785,04390302201002,1,2,,,,,,,
10786,04390302201002,2,1,1.0,65.0,12.0,2.0,2.0,16.0,2.0
10787,04390302201002,3,2,,,,,,,
10788,04390302201002,4,2,,,,,,,
10789,04390302201002,5,1,1.0,250.0,12.0,4.0,6.0,48.0,2.0
10790,04390302201003,1,2,,,,,,,
10791,04390302201003,2,1,3.0,150.0,12.0,1.0,3.0,24.0,2.0
10792,04390302201003,3,2,,,,,,,
10793,04390302201003,4,2,,,,,,,
10794,04390302201003,5,2,,,,,,,
10795,04390302201004,1,2,,,,,,,
10796,04390302201004,2,2,,,,,,,
10797,04390302201004,3,2,,,,,,,
10798,04390302201004,4,1,1.0,200.0,12.0,2.0,3.0,18.0,
10799,04390302201004,5,2,,,,,,,
10800,04390302201005,1,2,,,,,,,
10801,04390302201005,2,1,1.0,25.0,12.0,1.0,3.0,15.0,2.0
10802,04390302201005,3,2,,,,,,,
10803,04390302201005,4,2,,,,,,,
10804,04390302201005,5,2,,,,,,,
10805,04390302201006,1,2,,,,,,,
10806,04390302201006,2,2,,,,,,,
10807,04390302201006,3,2,,,,,,,
10808,04390302201006,4,2,,,,,,,
10809,04390302201006,5,2,,,,,,,
10810,04390302201007,1,2,,,,,,,
10811,04390302201007,2,1,1.0,60.0,3.0,3.0,4.0,24.0,2.0
10812,04390302201007,3,2,,,,,,,
10813,04390302201007,4,2,,,,,,,
10814,04390302201007,5,2,,,,,,,
10815,04390302201008,1,2,,,,,,,
10816,04390302201008,2,1,1.0,40.0,8.0,4.0,3.0,24.0,2.0
10817,04390302201008,3,2,,,,,,,
10818,04390302201008,4,2,,,,,,,
10819,04390302201008,5,2,,,,,,,
10820,04390302201009,1,2,,,,,,,
10821,04390302201009,2,1,1.0,50.0,2.0,3.0,8.0,32.0,2.0
10822,04390302201009,3,2,,,,,,,
10823,04390302201009,4,2,,,,,,,
10824,04390302201009,5,2,,,,,,,
10825,04390302201010,1,2,,,,,,,
10826,04390302201010,2,1,1.0,35.0,6.0,1.0,3.0,18.0,2.0
10827,04390302201010,3,2,,,,,,,
10828,04390302201010,4,2,,,,,,,
10829,04390302201010,5,2,,,,,,,
10830,04390302201011,1,2,,,,,,,
10831,04390302201011,2,2,,,,,,,
10832,04390302201011,3,2,,,,,,,
10833,04390302201011,4,2,,,,,,,
10834,04390302201011,5,2,,,,,,,
10835,04390302201012,1,2,,,,,,,
10836,04390302201012,2,1,1.0,35.0,6.0,1.0,3.0,18.0,2.0
10837,04390302201012,3,2,,,,,,,
10838,04390302201012,4,2,,,,,,,
10839,04390302201012,5,2,,,,,,,
10840,04390700103001,1,2,,,,,,,
10841,04390700103001,2,2,,,,,,,
10842,04390700103001,3,2,,,,,,,
10843,04390700103001,4,2,,,,,,,
10844,04390700103001,5,2,,,,,,,
10845,04390700103002,1,2,,,,,,,
10846,04390700103002,2,2,,,,,,,
10847,04390700103002,3,2,,,,,,,
10848,04390700103002,4,2,,,,,,,
10849,04390700103002,5,2,,,,,,,
10850,04390700103003,1,2,,,,,,,
10851,04390700103003,2,2,,,,,,,
10852,04390700103003,3,2,,,,,,,
10853,04390700103003,4,2,,,,,,,
10854,04390700103003,5,2,,,,,,,
10855,04390700103004,1,2,,,,,,,
10856,04390700103004,2,2,,,,,,,
10857,04390700103004,3,2,,,,,,,
10858,04390700103004,4,2,,,,,,,
10859,04390700103004,5,2,,,,,,,
10860,04390700103005,1,2,,,,,,,
10861,04390700103005,2,2,,,,,,,
10862,04390700103005,3,2,,,,,,,
10863,04390700103005,4,2,,,,,,,
10864,04390700103005,5,2,,,,,,,
10865,04390700103006,1,2,,,,,,,
10866,04390700103006,2,2,,,,,,,
10867,04390700103006,3,2,,,,,,,
10868,04390700103006,4,2,,,,,,,
10869,04390700103006,5,2,,,,,,,
10870,04390700103007,1,2,,,,,,,
10871,04390700103007,2,1,1.0,40.0,4.0,1.0,1.0,6.0,2.0
10872,04390700103007,3,2,,,,,,,
10873,04390700103007,4,2,,,,,,,
10874,04390700103007,5,2,,,,,,,
10875,04390700103008,1,2,,,,,,,
10876,04390700103008,2,2,,,,,,,
10877,04390700103008,3,2,,,,,,,
10878,04390700103008,4,2,,,,,,,
10879,04390700103008,5,2,,,,,,,
10880,04390700103009,1,2,,,,,,,
10881,04390700103009,2,2,,,,,,,
10882,04390700103009,3,2,,,,,,,
10883,04390700103009,4,2,,,,,,,
10884,04390700103009,5,2,,,,,,,
10885,04390700103010,1,2,,,,,,,
10886,04390700103010,2,2,,,,,,,
10887,04390700103010,3,2,,,,,,,
10888,04390700103010,4,2,,,,,,,
10889,04390700103010,5,2,,,,,,,
10890,04390700103011,1,2,,,,,,,
10891,04390700103011,2,2,,,,,,,
10892,04390700103011,3,2,,,,,,,
10893,04390700103011,4,2,,,,,,,
10894,04390700103011,5,2,,,,,,,
10895,04390700103012,1,2,,,,,,,
10896,04390700103012,2,2,,,,,,,
10897,04390700103012,3,2,,,,,,,
10898,04390700103012,4,2,,,,,,,
10899,04390700103012,5,2,,,,,,,
10900,04391000302001,1,2,,,,,,,
10901,04391000302001,2,2,,,,,,,
10902,04391000302001,3,2,,,,,,,
10903,04391000302001,4,2,,,,,,,
10904,04391000302001,5,2,,,,,,,
10905,04391000302002,1,1,1.0,120.0,1.0,2.0,2.0,25.0,2.0
10906,04391000302002,2,1,3.0,30.0,6.0,1.0,4.0,40.0,2.0
10907,04391000302002,3,2,,,,,,,
10908,04391000302002,4,2,,,,,,,
10909,04391000302002,5,1,1.0,50.0,6.0,1.0,4.0,35.0,2.0
10910,04391000302003,1,2,,,,,,,
10911,04391000302003,2,1,2.0,100.0,7.0,5.0,15.0,51.0,1.0
10912,04391000302003,3,2,,,,,,,
10913,04391000302003,4,2,,,,,,,
10914,04391000302003,5,2,,,,,,,
10915,04391000302004,1,2,,,,,,,
10916,04391000302004,2,1,2.0,100.0,6.0,2.0,5.0,28.0,2.0
10917,04391000302004,3,2,,,,,,,
10918,04391000302004,4,2,,,,,,,
10919,04391000302004,5,2,,,,,,,
10920,04391000302005,1,2,,,,,,,
10921,04391000302005,2,2,,,,,,,
10922,04391000302005,3,2,,,,,,,
10923,04391000302005,4,2,,,,,,,
10924,04391000302005,5,2,,,,,,,
10925,04391000302006,1,2,,,,,,,
10926,04391000302006,2,2,,,,,,,
10927,04391000302006,3,2,,,,,,,
10928,04391000302006,4,2,,,,,,,
10929,04391000302006,5,2,,,,,,,
10930,04391000302007,1,2,,,,,,,
10931,04391000302007,2,1,4.0,200.0,12.0,1.0,12.0,160.0,2.0
10932,04391000302007,3,2,,,,,,,
10933,04391000302007,4,2,,,,,,,
10934,04391000302007,5,2,,,,,,,
10935,04391000302008,1,2,,,,,,,
10936,04391000302008,2,1,2.0,400.0,10.0,2.0,5.0,50.0,1.0
10937,04391000302008,3,2,,,,,,,
10938,04391000302008,4,2,,,,,,,
10939,04391000302008,5,2,,,,,,,
10940,04391000302009,1,2,,,,,,,
10941,04391000302009,2,1,1.0,25.0,5.0,3.0,3.0,21.0,1.0
10942,04391000302009,3,2,,,,,,,
10943,04391000302009,4,1,1.0,300.0,12.0,2.0,5.0,40.0,
10944,04391000302009,5,2,,,,,,,
10945,04391000302010,1,2,,,,,,,
10946,04391000302010,2,2,,,,,,,
10947,04391000302010,3,2,,,,,,,
10948,04391000302010,4,2,,,,,,,
10949,04391000302010,5,2,,,,,,,
10950,04391000302011,1,2,,,,,,,
10951,04391000302011,2,1,1.0,60.0,4.0,3.0,3.0,15.0,2.0
10952,04391000302011,3,2,,,,,,,
10953,04391000302011,4,2,,,,,,,
10954,04391000302011,5,2,,,,,,,
10955,04391000302012,1,2,,,,,,,
10956,04391000302012,2,1,1.0,50.0,4.0,3.0,3.0,15.0,2.0
10957,04391000302012,3,2,,,,,,,
10958,04391000302012,4,2,,,,,,,
10959,04391000302012,5,2,,,,,,,
10960,05400100401002,1,2,,,,,,,
10961,05400100401002,2,1,1.0,40.0,8.0,2.0,4.0,30.0,2.0
10962,05400100401002,3,2,,,,,,,
10963,05400100401002,4,2,,,,,,,
10964,05400100401002,5,2,,,,,,,
10965,05400100401005,1,2,,,,,,,
10966,05400100401005,2,1,1.0,30.0,6.0,2.0,4.0,30.0,2.0
10967,05400100401005,3,2,,,,,,,
10968,05400100401005,4,2,,,,,,,
10969,05400100401005,5,2,,,,,,,
10970,05400100401008,1,2,,,,,,,
10971,05400100401008,2,1,1.0,30.0,1.0,3.0,6.0,45.0,2.0
10972,05400100401008,3,2,,,,,,,
10973,05400100401008,4,2,,,,,,,
10974,05400100401008,5,2,,,,,,,
10975,05400100401011,1,2,,,,,,,
10976,05400100401011,2,1,1.0,25.0,7.0,2.0,6.0,45.0,2.0
10977,05400100401011,3,2,,,,,,,
10978,05400100401011,4,2,,,,,,,
10979,05400100401011,5,2,,,,,,,
10980,05400100401012,1,2,,,,,,,
10981,05400100401012,2,1,1.0,30.0,5.0,3.0,8.0,48.0,1.0
10982,05400100401012,3,2,,,,,,,
10983,05400100401012,4,2,,,,,,,
10984,05400100401012,5,2,,,,,,,
10985,05400100401014,1,2,,,,,,,
10986,05400100401014,2,1,2.0,50.0,5.0,2.0,8.0,60.0,2.0
10987,05400100401014,3,2,,,,,,,
10988,05400100401014,4,2,,,,,,,
10989,05400100401014,5,2,,,,,,,
10990,05400100401017,1,2,,,,,,,
10991,05400100401017,2,1,1.0,30.0,1.0,1.0,4.0,30.0,2.0
10992,05400100401017,3,2,,,,,,,
10993,05400100401017,4,2,,,,,,,
10994,05400100401017,5,2,,,,,,,
10995,05400100401020,1,2,,,,,,,
10996,05400100401020,2,1,1.0,30.0,4.0,2.0,4.0,24.0,2.0
10997,05400100401020,3,2,,,,,,,
10998,05400100401020,4,2,,,,,,,
10999,05400100401020,5,2,,,,,,,
11000,05400100401023,1,2,,,,,,,
11001,05400100401023,2,1,1.0,30.0,6.0,3.0,6.0,36.0,2.0
11002,05400100401023,3,2,,,,,,,
11003,05400100401023,4,2,,,,,,,
11004,05400100401023,5,2,,,,,,,
11005,05400100401026,1,2,,,,,,,
11006,05400100401026,2,1,1.0,30.0,7.0,2.0,6.0,36.0,2.0
11007,05400100401026,3,2,,,,,,,
11008,05400100401026,4,2,,,,,,,
11009,05400100401026,5,2,,,,,,,
11010,05400100401036,1,2,,,,,,,
11011,05400100401036,2,1,2.0,60.0,7.0,3.0,8.0,48.0,1.0
11012,05400100401036,3,2,,,,,,,
11013,05400100401036,4,2,,,,,,,
11014,05400100401036,5,2,,,,,,,
11015,05400100401060,1,2,,,,,,,
11016,05400100401060,2,1,1.0,25.0,8.0,1.0,4.0,24.0,1.0
11017,05400100401060,3,2,,,,,,,
11018,05400100401060,4,2,,,,,,,
11019,05400100401060,5,2,,,,,,,
11020,05400101201003,1,2,,,,,,,
11021,05400101201003,2,2,,,,,,,
11022,05400101201003,3,2,,,,,,,
11023,05400101201003,4,2,,,,,,,
11024,05400101201003,5,2,,,,,,,
11025,05400101201008,1,2,,,,,,,
11026,05400101201008,2,2,,,,,,,
11027,05400101201008,3,2,,,,,,,
11028,05400101201008,4,2,,,,,,,
11029,05400101201008,5,2,,,,,,,
11030,05400101201011,1,2,,,,,,,
11031,05400101201011,2,1,1.0,80.0,9.0,3.0,4.0,50.0,2.0
11032,05400101201011,3,2,,,,,,,
11033,05400101201011,4,2,,,,,,,
11034,05400101201011,5,2,,,,,,,
11035,05400101201013,1,2,,,,,,,
11036,05400101201013,2,1,1.0,30.0,4.0,2.0,4.0,24.0,2.0
11037,05400101201013,3,2,,,,,,,
11038,05400101201013,4,2,,,,,,,
11039,05400101201013,5,2,,,,,,,
11040,05400101201018,1,2,,,,,,,
11041,05400101201018,2,2,,,,,,,
11042,05400101201018,3,2,,,,,,,
11043,05400101201018,4,2,,,,,,,
11044,05400101201018,5,2,,,,,,,
11045,05400101201023,1,2,,,,,,,
11046,05400101201023,2,1,1.0,30.0,5.0,1.0,4.0,30.0,2.0
11047,05400101201023,3,2,,,,,,,
11048,05400101201023,4,2,,,,,,,
11049,05400101201023,5,2,,,,,,,
11050,05400101201028,1,2,,,,,,,
11051,05400101201028,2,1,1.0,35.0,3.0,2.0,6.0,36.0,2.0
11052,05400101201028,3,2,,,,,,,
11053,05400101201028,4,2,,,,,,,
11054,05400101201028,5,2,,,,,,,
11055,05400101201033,1,2,,,,,,,
11056,05400101201033,2,1,2.0,160.0,10.0,2.0,4.0,30.0,2.0
11057,05400101201033,3,2,,,,,,,
11058,05400101201033,4,2,,,,,,,
11059,05400101201033,5,2,,,,,,,
11060,05400101201034,1,2,,,,,,,
11061,05400101201034,2,1,2.0,180.0,12.0,1.0,4.0,35.0,2.0
11062,05400101201034,3,2,,,,,,,
11063,05400101201034,4,2,,,,,,,
11064,05400101201034,5,2,,,,,,,
11065,05400101201038,1,2,,,,,,,
11066,05400101201038,2,1,2.0,120.0,8.0,4.0,4.0,40.0,2.0
11067,05400101201038,3,2,,,,,,,
11068,05400101201038,4,2,,,,,,,
11069,05400101201038,5,2,,,,,,,
11070,05400101201043,1,2,,,,,,,
11071,05400101201043,2,1,2.0,150.0,8.0,3.0,2.0,30.0,2.0
11072,05400101201043,3,2,,,,,,,
11073,05400101201043,4,2,,,,,,,
11074,05400101201043,5,2,,,,,,,
11075,05400101201057,1,2,,,,,,,
11076,05400101201057,2,1,2.0,70.0,10.0,3.0,20.0,20.0,2.0
11077,05400101201057,3,2,,,,,,,
11078,05400101201057,4,2,,,,,,,
11079,05400101201057,5,2,,,,,,,
11080,05400300103005,1,2,,,,,,,
11081,05400300103005,2,1,2.0,60.0,12.0,4.0,4.0,25.0,2.0
11082,05400300103005,3,2,,,,,,,
11083,05400300103005,4,2,,,,,,,
11084,05400300103005,5,2,,,,,,,
11085,05400300103010,1,2,,,,,,,
11086,05400300103010,2,1,2.0,55.0,5.0,3.0,8.0,48.0,1.0
11087,05400300103010,3,2,,,,,,,
11088,05400300103010,4,2,,,,,,,
11089,05400300103010,5,2,,,,,,,
11090,05400300103014,1,2,,,,,,,
11091,05400300103014,2,1,2.0,60.0,12.0,6.0,2.0,20.0,2.0
11092,05400300103014,3,2,,,,,,,
11093,05400300103014,4,2,,,,,,,
11094,05400300103014,5,2,,,,,,,
11095,05400300103023,1,2,,,,,,,
11096,05400300103023,2,1,1.0,45.0,8.0,3.0,2.0,12.0,2.0
11097,05400300103023,3,2,,,,,,,
11098,05400300103023,4,2,,,,,,,
11099,05400300103023,5,2,,,,,,,
11100,05400300103030,1,2,,,,,,,
11101,05400300103030,2,1,1.0,30.0,7.0,2.0,10.0,60.0,1.0
11102,05400300103030,3,2,,,,,,,
11103,05400300103030,4,2,,,,,,,
11104,05400300103030,5,2,,,,,,,
11105,05400300103032,1,2,,,,,,,
11106,05400300103032,2,1,1.0,40.0,2.0,2.0,2.0,30.0,2.0
11107,05400300103032,3,2,,,,,,,
11108,05400300103032,4,2,,,,,,,
11109,05400300103032,5,2,,,,,,,
11110,05400300103041,1,2,,,,,,,
11111,05400300103041,2,1,1.0,30.0,10.0,2.0,4.0,30.0,2.0
11112,05400300103041,3,2,,,,,,,
11113,05400300103041,4,2,,,,,,,
11114,05400300103041,5,2,,,,,,,
11115,05400300103047,1,2,,,,,,,
11116,05400300103047,2,1,1.0,25.0,5.0,2.0,6.0,36.0,1.0
11117,05400300103047,3,2,,,,,,,
11118,05400300103047,4,2,,,,,,,
11119,05400300103047,5,2,,,,,,,
11120,05400300103050,1,2,,,,,,,
11121,05400300103050,2,1,1.0,35.0,8.0,2.0,4.0,35.0,2.0
11122,05400300103050,3,2,,,,,,,
11123,05400300103050,4,2,,,,,,,
11124,05400300103050,5,2,,,,,,,
11125,05400300103059,1,2,,,,,,,
11126,05400300103059,2,1,1.0,25.0,7.0,2.0,4.0,24.0,2.0
11127,05400300103059,3,2,,,,,,,
11128,05400300103059,4,2,,,,,,,
11129,05400300103059,5,2,,,,,,,
11130,05400300103068,1,2,,,,,,,
11131,05400300103068,2,1,1.0,25.0,4.0,1.0,4.0,24.0,2.0
11132,05400300103068,3,2,,,,,,,
11133,05400300103068,4,2,,,,,,,
11134,05400300103068,5,2,,,,,,,
11135,05400300103077,1,2,,,,,,,
11136,05400300103077,2,1,1.0,25.0,4.0,1.0,4.0,24.0,2.0
11137,05400300103077,3,2,,,,,,,
11138,05400300103077,4,2,,,,,,,
11139,05400300103077,5,2,,,,,,,
11140,05400301101001,1,2,,,,,,,
11141,05400301101001,2,1,1.0,35.0,12.0,2.0,4.0,25.0,1.0
11142,05400301101001,3,2,,,,,,,
11143,05400301101001,4,2,,,,,,,
11144,05400301101001,5,2,,,,,,,
11145,05400301101013,1,2,,,,,,,
11146,05400301101013,2,2,,,,,,,
11147,05400301101013,3,2,,,,,,,
11148,05400301101013,4,2,,,,,,,
11149,05400301101013,5,2,,,,,,,
11150,05400301101025,1,2,,,,,,,
11151,05400301101025,2,1,2.0,60.0,12.0,4.0,3.0,35.0,1.0
11152,05400301101025,3,2,,,,,,,
11153,05400301101025,4,2,,,,,,,
11154,05400301101025,5,2,,,,,,,
11155,05400301101037,1,2,,,,,,,
11156,05400301101037,2,1,1.0,40.0,12.0,2.0,2.0,12.0,1.0
11157,05400301101037,3,2,,,,,,,
11158,05400301101037,4,2,,,,,,,
11159,05400301101037,5,2,,,,,,,
11160,05400301101049,1,2,,,,,,,
11161,05400301101049,2,1,2.0,70.0,12.0,3.0,4.0,40.0,1.0
11162,05400301101049,3,2,,,,,,,
11163,05400301101049,4,2,,,,,,,
11164,05400301101049,5,2,,,,,,,
11165,05400301101061,1,2,,,,,,,
11166,05400301101061,2,1,2.0,50.0,4.0,3.0,4.0,30.0,1.0
11167,05400301101061,3,2,,,,,,,
11168,05400301101061,4,2,,,,,,,
11169,05400301101061,5,2,,,,,,,
11170,05400301101073,1,2,,,,,,,
11171,05400301101073,2,1,1.0,30.0,7.0,2.0,8.0,48.0,1.0
11172,05400301101073,3,2,,,,,,,
11173,05400301101073,4,2,,,,,,,
11174,05400301101073,5,2,,,,,,,
11175,05400301101085,1,2,,,,,,,
11176,05400301101085,2,1,1.0,25.0,2.0,3.0,10.0,60.0,1.0
11177,05400301101085,3,2,,,,,,,
11178,05400301101085,4,2,,,,,,,
11179,05400301101085,5,2,,,,,,,
11180,05400301101097,1,2,,,,,,,
11181,05400301101097,2,1,1.0,30.0,5.0,1.0,6.0,36.0,2.0
11182,05400301101097,3,2,,,,,,,
11183,05400301101097,4,2,,,,,,,
11184,05400301101097,5,2,,,,,,,
11185,05400301101109,1,2,,,,,,,
11186,05400301101109,2,1,1.0,30.0,6.0,3.0,8.0,48.0,1.0
11187,05400301101109,3,2,,,,,,,
11188,05400301101109,4,2,,,,,,,
11189,05400301101109,5,2,,,,,,,
11190,05400301101121,1,2,,,,,,,
11191,05400301101121,2,1,1.0,25.0,3.0,1.0,4.0,24.0,1.0
11192,05400301101121,3,2,,,,,,,
11193,05400301101121,4,2,,,,,,,
11194,05400301101121,5,2,,,,,,,
11195,05400301101133,1,2,,,,,,,
11196,05400301101133,2,1,1.0,25.0,1.0,2.0,8.0,48.0,1.0
11197,05400301101133,3,2,,,,,,,
11198,05400301101133,4,2,,,,,,,
11199,05400301101133,5,2,,,,,,,
11200,05400401501020,1,2,,,,,,,
11201,05400401501020,2,1,1.0,25.0,12.0,1.0,4.0,12.0,2.0
11202,05400401501020,3,2,,,,,,,
11203,05400401501020,4,2,,,,,,,
11204,05400401501020,5,2,,,,,,,
11205,05400401501048,1,2,,,,,,,
11206,05400401501048,2,1,1.0,24.0,12.0,1.0,4.0,12.0,2.0
11207,05400401501048,3,2,,,,,,,
11208,05400401501048,4,2,,,,,,,
11209,05400401501048,5,2,,,,,,,
11210,05400401501076,1,2,,,,,,,
11211,05400401501076,2,1,1.0,25.0,12.0,1.0,2.0,12.0,2.0
11212,05400401501076,3,2,,,,,,,
11213,05400401501076,4,2,,,,,,,
11214,05400401501076,5,2,,,,,,,
11215,05400401501104,1,2,,,,,,,
11216,05400401501104,2,1,1.0,25.0,12.0,1.0,4.0,12.0,2.0
11217,05400401501104,3,2,,,,,,,
11218,05400401501104,4,2,,,,,,,
11219,05400401501104,5,2,,,,,,,
11220,05400401501132,1,2,,,,,,,
11221,05400401501132,2,1,1.0,15.0,12.0,1.0,4.0,12.0,2.0
11222,05400401501132,3,2,,,,,,,
11223,05400401501132,4,2,,,,,,,
11224,05400401501132,5,2,,,,,,,
11225,05400401501160,1,2,,,,,,,
11226,05400401501160,2,1,1.0,15.0,12.0,1.0,4.0,12.0,2.0
11227,05400401501160,3,2,,,,,,,
11228,05400401501160,4,2,,,,,,,
11229,05400401501160,5,2,,,,,,,
11230,05400401501188,1,2,,,,,,,
11231,05400401501188,2,2,,,,,,,
11232,05400401501188,3,2,,,,,,,
11233,05400401501188,4,2,,,,,,,
11234,05400401501188,5,2,,,,,,,
11235,05400401501216,1,2,,,,,,,
11236,05400401501216,2,1,1.0,80.0,4.0,2.0,3.0,24.0,2.0
